date,j,plan_slot0,period_start,period_end,x0_kwh,x1_kwh,x2_kwh,x3_kwh,execution_date
2025-05-16,72,71,12:00,12:10,0,0,0,0,2025-05-16
2025-05-16,73,72,12:10,12:20,0,0,0,0,2025-05-16
2025-05-16,74,73,12:20,12:30,0,0,0,0,2025-05-16
2025-05-16,75,74,12:30,12:40,0,0,0,0,2025-05-16
2025-05-16,76,75,12:40,12:50,0,0,0,0,2025-05-16
2025-05-16,77,76,12:50,13:00,0,0,0,0,2025-05-16
2025-05-16,78,77,13:00,13:10,0,0,0,0,2025-05-16
2025-05-16,79,78,13:10,13:20,0,0,0,0,2025-05-16
2025-05-16,80,79,13:20,13:30,0,0,0,0,2025-05-16
2025-05-16,81,80,13:30,13:40,0,0,0,0,2025-05-16
2025-05-16,82,81,13:40,13:50,0,0,0,0,2025-05-16
2025-05-16,83,82,13:50,14:00,0,0,0,0,2025-05-16
2025-05-16,84,83,14:00,14:10,0,0,0,0,2025-05-16
2025-05-16,85,84,14:10,14:20,0,0,0,0,2025-05-16
2025-05-16,86,85,14:20,14:30,0,0,0,0,2025-05-16
2025-05-16,87,86,14:30,14:40,0,0,0,0,2025-05-16
2025-05-16,88,87,14:40,14:50,0,0,0,0,2025-05-16
2025-05-16,89,88,14:50,15:00,0,0,0,0,2025-05-16
2025-05-16,90,89,15:00,15:10,0,0,0,0,2025-05-16
2025-05-16,91,90,15:10,15:20,0,0,0,0,2025-05-16
2025-05-16,92,91,15:20,15:30,0,0,0,0,2025-05-16
2025-05-16,93,92,15:30,15:40,0,0,0,0,2025-05-16
2025-05-16,94,93,15:40,15:50,0,0,0,0,2025-05-16
2025-05-16,95,94,15:50,16:00,0,0,0,0,2025-05-16
2025-05-16,96,95,16:00,16:10,0,0,0,0,2025-05-16
2025-05-16,97,96,16:10,16:20,0,0,0,0,2025-05-16
2025-05-16,98,97,16:20,16:30,29.6799696458,0,0,0,2025-05-16
2025-05-16,99,98,16:30,16:40,103.768839509,74.5654255901,53.2454692169,53.2454692169,2025-05-16
2025-05-16,100,99,16:40,16:50,121.649770619,98.7887679047,79.4852319123,79.4852319123,2025-05-16
2025-05-16,101,100,16:50,17:00,105.255287876,89.3945950628,72.5929401539,72.5929401539,2025-05-16
2025-05-16,102,101,17:00,17:10,153.639070616,138.183450125,130.405524683,130.405524683,2025-05-16
2025-05-16,103,102,17:10,17:20,213.12825915,197.293153608,191.115588556,191.115588556,2025-05-16
2025-05-16,104,103,17:20,17:30,240.63069639,224.434011638,219.433085783,219.433085783,2025-05-16
2025-05-16,105,104,17:30,17:40,247.414463087,230.62121026,226.004535279,226.004535279,2025-05-16
2025-05-16,106,105,17:40,17:50,293.177891044,275.865125172,272.356734325,272.356734325,2025-05-16
2025-05-16,107,106,17:50,18:00,369.931542895,352.233772318,350.563146047,350.563146047,2025-05-16
2025-05-16,108,107,18:00,18:10,260.870003028,208.730405286,208.730405286,208.730405286,2025-05-16
2025-05-16,109,108,18:10,18:20,435.32886176,430.45654963,430.45654963,430.45654963,2025-05-16
2025-05-16,110,109,18:20,18:30,0,0,0,0,2025-05-16
2025-05-16,111,110,18:30,18:40,0,0,0,0,2025-05-16
2025-05-16,112,111,18:40,18:50,0,0,0,0,2025-05-16
2025-05-16,113,112,18:50,19:00,0,0,0,0,2025-05-16
2025-05-16,114,113,19:00,19:10,0,0,0,0,2025-05-16
2025-05-16,115,114,19:10,19:20,0,0,0,0,2025-05-16
2025-05-16,116,115,19:20,19:30,0,0,0,0,2025-05-16
2025-05-16,117,116,19:30,19:40,0,0,0,0,2025-05-16
2025-05-16,118,117,19:40,19:50,0,0,0,0,2025-05-16
2025-05-16,119,118,19:50,20:00,0,0,0,0,2025-05-16
2025-05-16,120,119,20:00,20:10,0,0,0,0,2025-05-16
2025-05-16,121,120,20:10,20:20,0,0,0,0,2025-05-16
2025-05-16,122,121,20:20,20:30,0,0,0,0,2025-05-16
2025-05-16,123,122,20:30,20:40,0,0,0,0,2025-05-16
2025-05-16,124,123,20:40,20:50,576.386399714,574.200212614,574.200212614,574.200212614,2025-05-16
2025-05-16,125,124,20:50,21:00,579.038416593,579.038416593,579.038416593,579.038416593,2025-05-16
2025-05-16,126,125,21:00,21:10,554.699165114,554.699165114,554.699165114,554.699165114,2025-05-16
2025-05-16,127,126,21:10,21:20,523.111915477,523.111915477,523.111915477,523.111915477,2025-05-16
2025-05-16,128,127,21:20,21:30,529.708476509,529.708476509,529.708476509,529.708476509,2025-05-16
2025-05-16,129,128,21:30,21:40,562.424412039,562.424412039,562.424412039,562.424412039,2025-05-16
2025-05-16,130,129,21:40,21:50,518.715880207,518.715880207,518.715880207,518.715880207,2025-05-16
2025-05-16,131,130,21:50,22:00,1273.75262858,1272.08215373,1274.92544997,1274.92544997,2025-05-16
2025-05-16,132,131,22:00,22:10,1274.34195742,1272.6692473,1275.51634817,1275.51634817,2025-05-16
2025-05-16,133,132,22:10,22:20,1285.21184112,1283.4979024,1286.41517799,1286.41517799,2025-05-16
2025-05-16,134,133,22:20,22:30,440.277744234,440.277744234,441.450188675,441.450188675,2025-05-16
2025-05-16,135,134,22:30,22:40,1268.84907606,1267.1972,1270.00883946,1270.00883946,2025-05-16
2025-05-16,136,135,22:40,22:50,1261.80163501,1260.17648932,1262.94263132,1262.94263132,2025-05-16
2025-05-16,137,136,22:50,23:00,1274.62194945,1272.94817734,1275.79708581,1275.79708581,2025-05-16
2025-05-16,138,137,23:00,23:10,455.066321238,455.066321238,456.27814715,456.27814715,2025-05-16
2025-05-16,139,138,23:10,23:20,455.018556098,455.018556098,455.018556098,459.216272441,2025-05-16
2025-05-16,140,139,23:20,23:30,1245.77393909,1244.20958515,1246.87225419,1246.87225419,2025-05-16
2025-05-16,141,140,23:30,23:40,1253.19160873,1251.59912017,1254.30967683,1254.30967683,2025-05-16
2025-05-16,142,141,23:40,23:50,1260.43037306,1258.81042846,1261.56771774,1261.56771774,2025-05-16
2025-05-16,143,142,23:50,00:00+1,1251.67530551,1250.08856816,1252.78933574,1252.78933574,2025-05-16
2025-05-16,144,143,00:00+1,00:10+1,1259.46081232,1259.46081232,1259.46081232,1259.46081232,2025-05-17
2025-05-17,1,0,00:10,00:20,404.729690853,404.729690853,404.729690853,404.729690853,2025-05-17
2025-05-17,2,1,00:20,00:30,0,0,0,0,2025-05-17
2025-05-17,3,2,00:30,00:40,0,0,0,0,2025-05-17
2025-05-17,4,3,00:40,00:50,426.947070444,426.947070444,426.947070444,426.947070444,2025-05-17
2025-05-17,5,4,00:50,01:00,403.778101629,403.778101629,403.778101629,403.778101629,2025-05-17
2025-05-17,6,5,01:00,01:10,419.19853959,419.19853959,419.19853959,419.19853959,2025-05-17
2025-05-17,7,6,01:10,01:20,0,0,0,0,2025-05-17
2025-05-17,8,7,01:20,01:30,0,0,0,0,2025-05-17
2025-05-17,9,8,01:30,01:40,431.097815589,431.097815589,431.097815589,431.097815589,2025-05-17
2025-05-17,10,9,01:40,01:50,0,0,0,0,2025-05-17
2025-05-17,11,10,01:50,02:00,0,0,0,0,2025-05-17
2025-05-17,12,11,02:00,02:10,416.722380179,416.722380179,416.722380179,416.722380179,2025-05-17
2025-05-17,13,12,02:10,02:20,410.058377693,410.058377693,410.058377693,410.058377693,2025-05-17
2025-05-17,14,13,02:20,02:30,0,0,0,0,2025-05-17
2025-05-17,15,14,02:30,02:40,0,0,0,0,2025-05-17
2025-05-17,16,15,02:40,02:50,0,0,0,0,2025-05-17
2025-05-17,17,16,02:50,03:00,428.87953579,428.87953579,428.87953579,428.87953579,2025-05-17
2025-05-17,18,17,03:00,03:10,444.992067454,444.992067454,444.992067454,444.992067454,2025-05-17
2025-05-17,19,18,03:10,03:20,0,0,0,0,2025-05-17
2025-05-17,20,19,03:20,03:30,0,0,0,0,2025-05-17
2025-05-17,21,20,03:30,03:40,0,0,0,0,2025-05-17
2025-05-17,22,21,03:40,03:50,431.925476624,431.925476624,431.925476624,431.925476624,2025-05-17
2025-05-17,23,22,03:50,04:00,454.576652629,454.576652629,454.576652629,454.576652629,2025-05-17
2025-05-17,24,23,04:00,04:10,456.844281697,456.844281697,456.844281697,456.844281697,2025-05-17
2025-05-17,25,24,04:10,04:20,450.97081245,450.97081245,450.97081245,450.97081245,2025-05-17
2025-05-17,26,25,04:20,04:30,0,0,0,0,2025-05-17
2025-05-17,27,26,04:30,04:40,441.903128804,441.903128804,441.903128804,441.903128804,2025-05-17
2025-05-17,28,27,04:40,04:50,448.408023445,448.408023445,448.408023445,448.408023445,2025-05-17
2025-05-17,29,28,04:50,05:00,424.630554307,424.630554307,424.630554307,424.630554307,2025-05-17
2025-05-17,30,29,05:00,05:10,438.806638941,438.806638941,438.806638941,438.806638941,2025-05-17
2025-05-17,31,30,05:10,05:20,430.139103893,430.139103893,430.139103893,430.139103893,2025-05-17
2025-05-17,32,31,05:20,05:30,0,0,0,0,2025-05-17
2025-05-17,33,32,05:30,05:40,373.343111844,373.343111844,373.343111844,373.343111844,2025-05-17
2025-05-17,34,33,05:40,05:50,0,0,0,0,2025-05-17
2025-05-17,35,34,05:50,06:00,0,0,0,0,2025-05-17
2025-05-17,36,35,06:00,06:10,0,0,0,0,2025-05-17
2025-05-17,37,36,06:10,06:20,0,0,0,0,2025-05-17
2025-05-17,38,37,06:20,06:30,0,0,0,0,2025-05-17
2025-05-17,39,38,06:30,06:40,0,0,0,0,2025-05-17
2025-05-17,40,39,06:40,06:50,0,0,0,0,2025-05-17
2025-05-17,41,40,06:50,07:00,0,0,0,0,2025-05-17
2025-05-17,42,41,07:00,07:10,0,0,0,0,2025-05-17
2025-05-17,43,42,07:10,07:20,0,0,0,0,2025-05-17
2025-05-17,44,43,07:20,07:30,0,0,0,0,2025-05-17
2025-05-17,45,44,07:30,07:40,0,0,0,0,2025-05-17
2025-05-17,46,45,07:40,07:50,0,0,0,0,2025-05-17
2025-05-17,47,46,07:50,08:00,0,0,0,0,2025-05-17
2025-05-17,48,47,08:00,08:10,0,0,0,0,2025-05-17
2025-05-17,49,48,08:10,08:20,0,0,0,0,2025-05-17
2025-05-17,50,49,08:20,08:30,0,0,0,0,2025-05-17
2025-05-17,51,50,08:30,08:40,0,0,0,0,2025-05-17
2025-05-17,52,51,08:40,08:50,0,0,0,0,2025-05-17
2025-05-17,53,52,08:50,09:00,0,0,0,0,2025-05-17
2025-05-17,54,53,09:00,09:10,0,0,0,0,2025-05-17
2025-05-17,55,54,09:10,09:20,0,0,0,0,2025-05-17
2025-05-17,56,55,09:20,09:30,0,0,0,0,2025-05-17
2025-05-17,57,56,09:30,09:40,0,0,0,0,2025-05-17
2025-05-17,58,57,09:40,09:50,0,0,0,0,2025-05-17
2025-05-17,59,58,09:50,10:00,0,0,0,0,2025-05-17
2025-05-17,60,59,10:00,10:10,0,0,0,0,2025-05-17
2025-05-17,61,60,10:10,10:20,0,0,0,0,2025-05-17
2025-05-17,62,61,10:20,10:30,0,0,0,0,2025-05-17
2025-05-17,63,62,10:30,10:40,0,0,0,0,2025-05-17
2025-05-17,64,63,10:40,10:50,0,0,0,0,2025-05-17
2025-05-17,65,64,10:50,11:00,0,0,0,0,2025-05-17
2025-05-17,66,65,11:00,11:10,0,0,0,0,2025-05-17
2025-05-17,67,66,11:10,11:20,0,0,0,0,2025-05-17
2025-05-17,68,67,11:20,11:30,0,0,0,0,2025-05-17
2025-05-17,69,68,11:30,11:40,0,0,0,0,2025-05-17
2025-05-17,70,69,11:40,11:50,0,0,0,0,2025-05-17
2025-05-17,71,70,11:50,12:00,0,0,0,0,2025-05-17
2025-05-17,72,71,12:00,12:10,0,0,0,0,2025-05-17
2025-05-17,73,72,12:10,12:20,0,0,0,0,2025-05-17
2025-05-17,74,73,12:20,12:30,0,0,0,0,2025-05-17
2025-05-17,75,74,12:30,12:40,0,0,0,0,2025-05-17
2025-05-17,76,75,12:40,12:50,0,0,0,0,2025-05-17
2025-05-17,77,76,12:50,13:00,0,0,0,0,2025-05-17
2025-05-17,78,77,13:00,13:10,0,0,0,0,2025-05-17
2025-05-17,79,78,13:10,13:20,0,0,0,0,2025-05-17
2025-05-17,80,79,13:20,13:30,0,0,0,0,2025-05-17
2025-05-17,81,80,13:30,13:40,0,0,0,0,2025-05-17
2025-05-17,82,81,13:40,13:50,0,0,0,0,2025-05-17
2025-05-17,83,82,13:50,14:00,0,0,0,0,2025-05-17
2025-05-17,84,83,14:00,14:10,0,0,0,0,2025-05-17
2025-05-17,85,84,14:10,14:20,0,0,0,0,2025-05-17
2025-05-17,86,85,14:20,14:30,0,0,0,0,2025-05-17
2025-05-17,87,86,14:30,14:40,0,0,0,0,2025-05-17
2025-05-17,88,87,14:40,14:50,0,0,0,0,2025-05-17
2025-05-17,89,88,14:50,15:00,0,0,0,0,2025-05-17
2025-05-17,90,89,15:00,15:10,0,0,0,0,2025-05-17
2025-05-17,91,90,15:10,15:20,0,0,0,0,2025-05-17
2025-05-17,92,91,15:20,15:30,0,0,0,0,2025-05-17
2025-05-17,93,92,15:30,15:40,0,0,0,0,2025-05-17
2025-05-17,94,93,15:40,15:50,0,0,0,0,2025-05-17
2025-05-17,95,94,15:50,16:00,0,0,0,0,2025-05-17
2025-05-17,96,95,16:00,16:10,0,0,0,0,2025-05-17
2025-05-17,97,96,16:10,16:20,0,0,0,0,2025-05-17
2025-05-17,98,97,16:20,16:30,37.1908255806,6.78102290415,6.78102290415,6.78102290415,2025-05-17
2025-05-17,99,98,16:30,16:40,111.087340215,89.285242087,89.285242087,89.285242087,2025-05-17
2025-05-17,100,99,16:40,16:50,104.566430586,90.7179033717,90.7179033717,90.7179033717,2025-05-17
2025-05-17,101,100,16:50,17:00,42.2848320338,37.0830454908,37.0830454908,37.0830454908,2025-05-17
2025-05-17,102,101,17:00,17:10,76.7353128435,69.2651187445,69.2651187445,69.2651187445,2025-05-17
2025-05-17,103,102,17:10,17:20,146.608290847,139.554603296,139.554603296,139.554603296,2025-05-17
2025-05-17,104,103,17:20,17:30,208.400597163,201.796306655,201.796306655,201.796306655,2025-05-17
2025-05-17,105,104,17:30,17:40,259.595610413,253.342195189,253.342195189,253.342195189,2025-05-17
2025-05-17,106,105,17:40,17:50,282.391681778,276.836329241,276.836329241,276.836329241,2025-05-17
2025-05-17,107,106,17:50,18:00,317.724837911,312.659233343,312.659233343,312.659233343,2025-05-17
2025-05-17,108,107,18:00,18:10,352.32400716,352.147776797,352.147776797,352.147776797,2025-05-17
2025-05-17,109,108,18:10,18:20,435.11734631,434.916397216,434.916397216,434.916397216,2025-05-17
2025-05-17,110,109,18:20,18:30,0,0,0,0,2025-05-17
2025-05-17,111,110,18:30,18:40,0,0,0,0,2025-05-17
2025-05-17,112,111,18:40,18:50,0,0,0,0,2025-05-17
2025-05-17,113,112,18:50,19:00,0,0,0,0,2025-05-17
2025-05-17,114,113,19:00,19:10,0,0,0,0,2025-05-17
2025-05-17,115,114,19:10,19:20,59.5684359802,59.5684359802,59.5684359802,59.5684359802,2025-05-17
2025-05-17,116,115,19:20,19:30,0,0,0,0,2025-05-17
2025-05-17,117,116,19:30,19:40,0,0,0,0,2025-05-17
2025-05-17,118,117,19:40,19:50,0,0,0,0,2025-05-17
2025-05-17,119,118,19:50,20:00,0,0,0,0,2025-05-17
2025-05-17,120,119,20:00,20:10,0,0,0,0,2025-05-17
2025-05-17,121,120,20:10,20:20,0,0,0,0,2025-05-17
2025-05-17,122,121,20:20,20:30,0,0,0,0,2025-05-17
2025-05-17,123,122,20:30,20:40,0,0,0,0,2025-05-17
2025-05-17,124,123,20:40,20:50,549.267601693,549.267601693,549.267601693,549.267601693,2025-05-17
2025-05-17,125,124,20:50,21:00,577.261629614,577.261629614,577.261629614,577.261629614,2025-05-17
2025-05-17,126,125,21:00,21:10,561.300014818,561.300014818,561.300014818,561.300014818,2025-05-17
2025-05-17,127,126,21:10,21:20,560.870724631,560.870724631,560.870724631,560.870724631,2025-05-17
2025-05-17,128,127,21:20,21:30,593.0331239,593.0331239,593.0331239,593.0331239,2025-05-17
2025-05-17,129,128,21:30,21:40,592.348210771,592.348210771,592.348210771,592.348210771,2025-05-17
2025-05-17,130,129,21:40,21:50,540.240726625,540.240726625,540.240726625,540.240726625,2025-05-17
2025-05-17,131,130,21:50,22:00,493.070464379,493.070464379,637.403777739,686.77915218,2025-05-17
2025-05-17,132,131,22:00,22:10,1268.0732415,1268.0732415,1268.95083692,1267.15385087,2025-05-17
2025-05-17,133,132,22:10,22:20,1289.29974704,1289.29974704,1290.22019172,1288.33546646,2025-05-17
2025-05-17,134,133,22:20,22:30,1310.16424853,1310.16424853,1311.12681171,1309.15584358,2025-05-17
2025-05-17,135,134,22:30,22:40,1291.36381783,1291.36381783,1292.28842918,1290.39517214,2025-05-17
2025-05-17,136,135,22:40,22:50,1278.10854064,1278.10854064,1279.00639399,1277.16792729,2025-05-17
2025-05-17,137,136,22:50,23:00,1292.63823467,1292.63823467,1293.56541865,1291.66689384,2025-05-17
2025-05-17,138,137,23:00,23:10,1296.22016963,1296.22016963,1297.15458435,1295.2412537,2025-05-17
2025-05-17,139,138,23:10,23:20,1303.10464319,1303.10464319,1304.05295537,1302.11116793,2025-05-17
2025-05-17,140,139,23:20,23:30,462.558843453,462.558843453,463.492596058,463.492596058,2025-05-17
2025-05-17,141,140,23:30,23:40,1246.84474378,1246.84474378,1247.67948591,1245.9702473,2025-05-17
2025-05-17,142,141,23:40,23:50,1284.56200761,1284.56200761,1285.47288837,1283.60774643,2025-05-17
2025-05-17,143,142,23:50,00:00+1,582.036665582,582.036665582,583.211604209,583.211604209,2025-05-17
2025-05-17,144,143,00:00+1,00:10+1,1242.63993053,1242.63993053,1242.63993053,1242.63993053,2025-05-18
2025-05-18,1,0,00:10,00:20,570.098831893,570.098831893,570.098831893,570.098831893,2025-05-18
2025-05-18,2,1,00:20,00:30,0,0,0,0,2025-05-18
2025-05-18,3,2,00:30,00:40,598.1135183,598.1135183,598.1135183,598.1135183,2025-05-18
2025-05-18,4,3,00:40,00:50,596.441793143,596.441793143,596.441793143,596.441793143,2025-05-18
2025-05-18,5,4,00:50,01:00,598.728983008,598.728983008,598.728983008,598.728983008,2025-05-18
2025-05-18,6,5,01:00,01:10,599.154410186,599.154410186,599.154410186,599.154410186,2025-05-18
2025-05-18,7,6,01:10,01:20,602.087368317,602.087368317,602.087368317,602.087368317,2025-05-18
2025-05-18,8,7,01:20,01:30,602.343031045,602.343031045,602.343031045,602.343031045,2025-05-18
2025-05-18,9,8,01:30,01:40,595.569038613,595.569038613,595.569038613,595.569038613,2025-05-18
2025-05-18,10,9,01:40,01:50,548.24609891,548.24609891,548.24609891,548.24609891,2025-05-18
2025-05-18,11,10,01:50,02:00,601.172066034,601.172066034,601.172066034,601.172066034,2025-05-18
2025-05-18,12,11,02:00,02:10,598.81963564,598.81963564,598.81963564,598.81963564,2025-05-18
2025-05-18,13,12,02:10,02:20,591.476576608,591.476576608,591.476576608,591.476576608,2025-05-18
2025-05-18,14,13,02:20,02:30,592.05700527,592.05700527,592.05700527,592.05700527,2025-05-18
2025-05-18,15,14,02:30,02:40,598.883636412,598.883636412,598.883636412,598.883636412,2025-05-18
2025-05-18,16,15,02:40,02:50,592.171390203,592.171390203,592.171390203,592.171390203,2025-05-18
2025-05-18,17,16,02:50,03:00,580.570608238,580.570608238,580.570608238,580.570608238,2025-05-18
2025-05-18,18,17,03:00,03:10,602.105122903,602.105122903,602.105122903,602.105122903,2025-05-18
2025-05-18,19,18,03:10,03:20,614.564054613,614.564054613,614.564054613,614.564054613,2025-05-18
2025-05-18,20,19,03:20,03:30,605.488116159,605.488116159,605.488116159,605.488116159,2025-05-18
2025-05-18,21,20,03:30,03:40,597.720256635,597.720256635,597.720256635,597.720256635,2025-05-18
2025-05-18,22,21,03:40,03:50,596.9038161,596.9038161,596.9038161,596.9038161,2025-05-18
2025-05-18,23,22,03:50,04:00,602.557575927,602.557575927,602.557575927,602.557575927,2025-05-18
2025-05-18,24,23,04:00,04:10,608.050259039,608.050259039,608.050259039,608.050259039,2025-05-18
2025-05-18,25,24,04:10,04:20,609.460281943,609.460281943,609.460281943,609.460281943,2025-05-18
2025-05-18,26,25,04:20,04:30,604.508945916,604.508945916,604.508945916,604.508945916,2025-05-18
2025-05-18,27,26,04:30,04:40,606.155141118,606.155141118,606.155141118,606.155141118,2025-05-18
2025-05-18,28,27,04:40,04:50,601.693680664,601.693680664,601.693680664,601.693680664,2025-05-18
2025-05-18,29,28,04:50,05:00,603.723991135,603.723991135,603.723991135,603.723991135,2025-05-18
2025-05-18,30,29,05:00,05:10,623.343734219,623.343734219,623.343734219,623.343734219,2025-05-18
2025-05-18,31,30,05:10,05:20,601.531326585,601.531326585,601.531326585,601.531326585,2025-05-18
2025-05-18,32,31,05:20,05:30,529.605203044,529.605203044,529.605203044,529.605203044,2025-05-18
2025-05-18,33,32,05:30,05:40,1315.86192621,1315.86192621,1315.86192621,1315.86192621,2025-05-18
2025-05-18,34,33,05:40,05:50,512.628454984,512.628454984,512.628454984,512.628454984,2025-05-18
2025-05-18,35,34,05:50,06:00,0,0,0,0,2025-05-18
2025-05-18,36,35,06:00,06:10,0,0,0,0,2025-05-18
2025-05-18,37,36,06:10,06:20,0,0,0,0,2025-05-18
2025-05-18,38,37,06:20,06:30,0,0,0,0,2025-05-18
2025-05-18,39,38,06:30,06:40,0,0,0,0,2025-05-18
2025-05-18,40,39,06:40,06:50,0,0,0,0,2025-05-18
2025-05-18,41,40,06:50,07:00,0,0,0,0,2025-05-18
2025-05-18,42,41,07:00,07:10,0,0,0,0,2025-05-18
2025-05-18,43,42,07:10,07:20,0,0,0,0,2025-05-18
2025-05-18,44,43,07:20,07:30,0,0,0,0,2025-05-18
2025-05-18,45,44,07:30,07:40,0,0,0,0,2025-05-18
2025-05-18,46,45,07:40,07:50,0,0,0,0,2025-05-18
2025-05-18,47,46,07:50,08:00,0,0,0,0,2025-05-18
2025-05-18,48,47,08:00,08:10,0,0,0,0,2025-05-18
2025-05-18,49,48,08:10,08:20,0,0,0,0,2025-05-18
2025-05-18,50,49,08:20,08:30,0,0,0,0,2025-05-18
2025-05-18,51,50,08:30,08:40,0,0,0,0,2025-05-18
2025-05-18,52,51,08:40,08:50,0,0,0,0,2025-05-18
2025-05-18,53,52,08:50,09:00,0,0,0,0,2025-05-18
2025-05-18,54,53,09:00,09:10,0,0,0,0,2025-05-18
2025-05-18,55,54,09:10,09:20,0,0,0,0,2025-05-18
2025-05-18,56,55,09:20,09:30,0,0,0,0,2025-05-18
2025-05-18,57,56,09:30,09:40,0,0,0,0,2025-05-18
2025-05-18,58,57,09:40,09:50,0,0,0,0,2025-05-18
2025-05-18,59,58,09:50,10:00,0,0,0,0,2025-05-18
2025-05-18,60,59,10:00,10:10,0,0,0,0,2025-05-18
2025-05-18,61,60,10:10,10:20,0,0,0,0,2025-05-18
2025-05-18,62,61,10:20,10:30,0,0,0,0,2025-05-18
2025-05-18,63,62,10:30,10:40,0,0,0,0,2025-05-18
2025-05-18,64,63,10:40,10:50,0,0,0,0,2025-05-18
2025-05-18,65,64,10:50,11:00,0,0,0,0,2025-05-18
2025-05-18,66,65,11:00,11:10,0,0,0,0,2025-05-18
2025-05-18,67,66,11:10,11:20,0,0,0,0,2025-05-18
2025-05-18,68,67,11:20,11:30,0,0,0,0,2025-05-18
2025-05-18,69,68,11:30,11:40,0,0,0,0,2025-05-18
2025-05-18,70,69,11:40,11:50,0,296.359803486,296.359803486,296.359803486,2025-05-18
2025-05-18,71,70,11:50,12:00,563.366560933,595.208144235,595.208144235,595.208144235,2025-05-18
2025-05-18,72,71,12:00,12:10,542.024742802,572.731325302,32.9224935472,32.9224935472,2025-05-18
2025-05-18,73,72,12:10,12:20,0,0,0,0,2025-05-18
2025-05-18,74,73,12:20,12:30,55.9123080629,598.176543457,598.176543457,598.176543457,2025-05-18
2025-05-18,75,74,12:30,12:40,534.83574784,565.889150576,565.889150576,565.889150576,2025-05-18
2025-05-18,76,75,12:40,12:50,0,0,0,0,2025-05-18
2025-05-18,77,76,12:50,13:00,0,0,0,0,2025-05-18
2025-05-18,78,77,13:00,13:10,0,0,0,0,2025-05-18
2025-05-18,79,78,13:10,13:20,0,0,0,0,2025-05-18
2025-05-18,80,79,13:20,13:30,0,0,0,0,2025-05-18
2025-05-18,81,80,13:30,13:40,0,0,0,0,2025-05-18
2025-05-18,82,81,13:40,13:50,0,0,0,0,2025-05-18
2025-05-18,83,82,13:50,14:00,0,0,0,0,2025-05-18
2025-05-18,84,83,14:00,14:10,0,0,0,0,2025-05-18
2025-05-18,85,84,14:10,14:20,0,0,0,0,2025-05-18
2025-05-18,86,85,14:20,14:30,0,0,0,0,2025-05-18
2025-05-18,87,86,14:30,14:40,0,0,0,0,2025-05-18
2025-05-18,88,87,14:40,14:50,0,0,0,0,2025-05-18
2025-05-18,89,88,14:50,15:00,80.9488978821,80.9488978821,26.1722004617,26.1722004617,2025-05-18
2025-05-18,90,89,15:00,15:10,169.596084286,169.596084286,60.6207914116,60.6207914116,2025-05-18
2025-05-18,91,90,15:10,15:20,128.271702193,128.271702193,94.09500477,94.09500477,2025-05-18
2025-05-18,92,91,15:20,15:30,162.831473978,162.831473978,132.827085822,132.827085822,2025-05-18
2025-05-18,93,92,15:30,15:40,190.946358858,190.946358858,163.761166072,163.761166072,2025-05-18
2025-05-18,94,93,15:40,15:50,233.241692807,233.241692807,209.731164985,209.731164985,2025-05-18
2025-05-18,95,94,15:50,16:00,286.053768539,286.053768539,264.988068185,264.988068185,2025-05-18
2025-05-18,96,95,16:00,16:10,314.059654978,315.779382631,221.047224918,221.047224918,2025-05-18
2025-05-18,97,96,16:10,16:20,357.995951101,361.885113115,361.885113115,361.885113115,2025-05-18
2025-05-18,98,97,16:20,16:30,419.209610779,425.32759221,425.32759221,425.32759221,2025-05-18
2025-05-18,99,98,16:30,16:40,479.018431403,486.981778186,486.981778186,486.981778186,2025-05-18
2025-05-18,100,99,16:40,16:50,525.231995897,536.038041625,536.038041625,536.038041625,2025-05-18
2025-05-18,101,100,16:50,17:00,568.045323824,581.894487881,581.894487881,581.894487881,2025-05-18
2025-05-18,102,101,17:00,17:10,639.078046106,654.048531745,654.048531745,654.048531745,2025-05-18
2025-05-18,103,102,17:10,17:20,693.637695659,698.045314654,698.045314654,698.045314654,2025-05-18
2025-05-18,104,103,17:20,17:30,745.704347308,745.704347308,745.704347308,745.704347308,2025-05-18
2025-05-18,105,104,17:30,17:40,815.81722665,815.81722665,815.81722665,815.81722665,2025-05-18
2025-05-18,106,105,17:40,17:50,752.987334106,752.987334106,752.987334106,752.987334106,2025-05-18
2025-05-18,107,106,17:50,18:00,603.656746858,603.656746858,603.656746858,603.656746858,2025-05-18
2025-05-18,108,107,18:00,18:10,625.600340633,625.600340633,625.600340633,625.600340633,2025-05-18
2025-05-18,109,108,18:10,18:20,691.242731081,691.242731081,691.242731081,691.242731081,2025-05-18
2025-05-18,110,109,18:20,18:30,723.147546071,723.147546071,723.147546071,723.147546071,2025-05-18
2025-05-18,111,110,18:30,18:40,0,0,0,0,2025-05-18
2025-05-18,112,111,18:40,18:50,9.21857801419,15.6896866488,15.6896866488,15.6896866488,2025-05-18
2025-05-18,113,112,18:50,19:00,0,0,0,0,2025-05-18
2025-05-18,114,113,19:00,19:10,603.607474515,603.607474515,603.607474515,603.607474515,2025-05-18
2025-05-18,115,114,19:10,19:20,826.709259966,826.709259966,826.709259966,826.709259966,2025-05-18
2025-05-18,116,115,19:20,19:30,0,0,0,0,2025-05-18
2025-05-18,117,116,19:30,19:40,0,0,0,0,2025-05-18
2025-05-18,118,117,19:40,19:50,0,0,0,0,2025-05-18
