date,grid_cost_yuan,base_cost_yuan,breach_cost_yuan,overbuy_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_kwh,start_soc_kwh,end_soc_kwh,unused_plan_kwh,curtailed_pv_kwh,charge_kwh,discharge_kwh,planned_purchase_kwh,planned_cost_yuan,decision_day_planned_purchase_kwh,final_commitment_kwh,reserve_kwh,reserve_effective_kwh,reserve_00_kwh,window_residual_00_kwh,reserve_06_kwh,window_residual_06_kwh,reserve_12_kwh,window_residual_12_kwh,reserve_18_kwh,window_residual_18_kwh,path_up_kwh,path_down_kwh,adjusted_kwh,emergency_slots,reversal_slots,down_slots,below_min_kwh,chain_misprice_yuan,cost_identity_residual_yuan
2025-04-01,42228.4625968,37135.2260155,674.761788938,4418.47479237,0,42228.4625968,0,10297.415311,10160.6594453,806.984824381,6.8212102633e-12,17980.3197284,14687.1392592,63442.8404407,38396.5424462,63430.5459978,64309.0168103,825.479490169,825.479490169,825.479490169,485.384040199,1423.246692,-2490.36026635,676.574176032,-605.508185788,327.340109159,-360.327795719,3501.45045537,2635.27408582,6136.72454119,0,7,8,2451.70780068,-7.27595761418e-12,0
2025-04-02,43465.4399988,36774.9188891,694.232420502,5996.28868917,0,43465.4399988,0,10160.6594453,10016.3462755,1132.91074806,66.0107364642,19376.7217774,15825.0264925,62659.9023231,38040.8006371,62649.5427933,65185.9521694,812.799538677,812.799538677,812.799538677,1469.06734555,1412.94082348,-2867.81918234,657.317607179,-921.906009117,322.596555233,-106.047018895,4849.18562894,2323.13578265,7172.32141159,0,5,6,2123.35308433,7.27595761418e-12,0
2025-04-03,39687.7510233,36386.2177323,1412.51154749,1889.02174345,0,39687.7510233,0,10016.3462755,10173.3336052,228.992986581,174.209139369,18961.022062,15217.1392735,63796.2813725,39206.8813871,63795.9611565,60010.6151812,863.519344643,863.519344643,863.519344643,-4183.44130573,1408.9395341,-2332.51929973,654.512163002,-660.619294972,313.03039405,-201.556273843,1379.15049932,5164.81669067,6543.96719,0,2,29,5161.43229489,0,0
2025-04-04,16544.6799867,14508.7807122,332.173888105,1703.72538643,0,16544.6799867,0,10173.3336052,10152.9333436,416.800631406,19550.6786648,18795.7032492,15242.8798673,29713.2710192,15173.1284884,29551.3956188,29951.1049281,850.839393151,850.839393151,850.839393151,-3272.87088952,1404.93824472,-630.982948816,651.706718825,-1271.07772773,303.464232866,-190.809072291,1294.60318685,1056.769278,2351.37246485,0,3,30,1056.769278,-3.63797880709e-12,0
2025-04-05,17014.3247477,14545.0902966,157.777548439,2311.45690273,0,17014.3247477,0,10152.9333436,10052.763531,207.791741792,14627.6629776,18535.3205491,15103.7624761,29236.9667857,14859.0276302,29262.2113056,30311.1277757,838.15944166,838.15944166,838.15944166,3824.06625075,1400.93695534,2501.79937578,648.901274648,2012.06946249,293.898071683,-63.2461369401,1729.51228257,655.351292632,2384.8635752,0,12,12,653.845275823,-3.63797880709e-12,0
2025-04-06,37890.2503285,34411.8143091,1102.35764604,2376.07837339,0,37890.2503285,0,10052.763531,10065.4735565,201.906622398,291.56306364,19573.9219689,15843.4377718,60319.9472797,36616.5296011,60487.250092,58634.0301498,881.015902828,881.015902828,881.015902828,-2196.94829402,1423.246692,-242.409651578,676.574176032,-1089.35035204,284.3319105,-177.663867259,2083.69868163,3769.61581157,5853.31449321,0,19,42,3769.61581157,7.27595761418e-12,0
2025-04-07,37198.3514297,33970.435405,393.197293515,2834.7187312,0,37198.3514297,0,10065.4735565,10120.4237067,577.310406987,56.3471032992,19080.5956401,15405.8273333,56773.320573,34666.5583509,56774.8486487,57551.1451004,876.199296134,876.199296134,876.199296134,187.2380875,1412.94082348,-1594.45697607,657.317607179,-618.337326,274.765749317,-75.37446084,2213.61572524,1435.79119787,3649.40692312,0,3,4,1279.34254092,1.45519152284e-11,0
2025-04-08,38069.3843635,35229.4684603,914.187572397,1925.72833082,0,38069.3843635,0,10120.4237067,9933.04951138,374.831894141,143.421855491,18946.9767936,15515.6879786,60556.0223387,37056.7830757,60547.0783657,58302.7361813,863.519344643,863.519344643,863.519344643,-2487.62401659,1408.9395341,-1001.71315877,654.512163002,153.305642118,272.225336822,83.2537707408,1441.89720319,3695.1833606,5137.08056379,0,14,41,3693.9384617,1.45519152284e-11,0
2025-04-09,40384.5101144,35639.8893909,220.509280429,4524.1114431,0,40384.5101144,0,9933.04951138,9985.25513502,467.507892175,0,19569.9150572,15804.6461351,59119.3984644,36080.9079518,59110.3825079,63367.087831,850.839393151,850.839393151,850.839393151,3864.43659686,1404.93824472,844.658864477,651.706718825,-597.074294796,269.684924327,32.4328604427,5010.19320362,762.503837054,5772.69704067,0,13,21,762.503837054,7.27595761418e-12,0
2025-04-10,38621.3686288,35090.5061606,862.59698198,2668.26548617,0,38621.3686288,0,9985.25513502,10068.5325138,732.994812361,96.7634793175,19540.7342659,15753.0451145,59724.9817614,36655.9047565,59716.4543645,59078.0853431,885.832509522,885.832509522,885.832509522,-1476.13879429,1400.93695534,-3349.80659591,648.901274648,-191.607050228,267.144511833,-233.124470411,2668.22941506,3315.12583335,5983.35524842,0,6,24,2949.69300447,0,0
2025-04-11,16825.5013166,14052.9075928,204.836560543,2567.75716327,0,16825.5013166,0,10068.5325138,10031.3504225,268.993110662,20500.8103926,18727.8134351,15202.9927645,28543.0317342,14409.080455,28368.7069455,29611.2743405,881.015902828,881.015902828,881.015902828,698.129071883,1396.93566596,-1262.60017096,646.095830471,-57.1141172258,264.604099338,-32.0128565285,1788.22999696,719.987390682,2508.21738764,0,3,3,662.482486071,0,0
2025-04-12,16041.5296032,14400.9692133,278.82730114,1361.73308883,0,16041.5296032,0,10031.3504225,10213.7407861,183.164672397,16456.0953485,18619.7966039,14917.883922,29241.0779937,14958.6238155,29257.2616099,29366.3332528,876.199296134,876.199296134,876.199296134,-2038.26319722,1392.93437658,222.487518816,643.290386294,-122.71768361,262.063686843,-258.25607409,1060.45519484,935.199935702,1995.65513055,0,14,30,935.199935702,-3.63797880709e-12,0
2025-04-13,36997.7150389,33959.1424399,399.864573641,2638.70802529,0,36997.7150389,0,10213.7407861,10122.1360171,402.96446623,0,19746.5216239,16077.1268074,57135.836134,34758.8715872,57306.8180625,58348.717766,863.519344643,863.519344643,863.519344643,605.363436713,1340.94142721,1302.25770955,624.093830212,302.151091152,260.687379145,-221.646161068,2586.85841375,1373.97678169,3960.83519544,0,26,46,1373.97678169,-2.18278728426e-11,0
2025-04-14,36302.737768,33209.8907983,1158.42688116,1934.42008859,0,36302.737768,0,10122.1360171,9979.69776531,284.326680386,0,18807.4247687,15362.2084892,58385.7459791,35526.7445606,58378.2159007,56257.5747599,850.839393151,850.839393151,850.839393151,-2119.60290371,1356.66370977,603.102483014,604.89727413,893.500729675,259.311071447,-101.444165089,1725.37652789,3853.54774712,5578.92427501,0,1,26,3853.54774712,7.27595761418e-12,0
2025-04-15,35314.9079462,33056.1087679,392.489001849,1866.31017644,0,35314.9079462,0,9979.69776531,10154.7688985,675.666551142,706.327487449,19126.7016706,15335.0643333,55323.8178145,33792.4772455,55343.20892,55313.0602092,838.15944166,838.15944166,838.15944166,-1400.49495771,1338.52837637,-1452.98051275,648.901274648,169.301808623,257.934763748,-268.765462565,1610.04789613,1620.80550141,3230.85339755,0,15,29,1554.32536805,0,0
2025-04-16,37987.3613162,34368.9795859,251.363232364,3367.01849787,0,37987.3613162,0,10154.7688985,10015.3628326,435.769401142,0,18706.7346737,15277.9205451,57622.7961318,34839.4979766,57610.484419,59644.1754798,825.479490169,825.479490169,825.479490169,1774.26903907,1320.39304296,-827.691931205,646.095830471,-157.232290578,256.55845605,-93.4145628101,3107.05059376,1085.67124572,4192.72183947,0,3,3,1017.06223129,7.27595761418e-12,0
2025-04-17,36827.9947752,33510.1926581,134.105681294,3183.69643576,0,36827.9947752,0,10015.3628326,10148.4505626,881.282935237,220.941301259,19421.1009895,15611.3128444,54652.3626188,33778.0972521,54636.330009,57780.3547316,876.199296134,876.199296134,876.199296134,1875.64420997,1302.25770955,-1093.89623854,643.290386294,2.89980051137,255.182148351,-316.404613648,3687.77774153,559.785628802,4247.56337033,0,14,26,559.393491995,-7.27595761418e-12,0
2025-04-18,15855.0595202,13866.5825015,184.131981771,1804.34503691,0,15855.0595202,0,10148.4505626,10158.4419856,659.698213114,18400.0809321,18639.5561513,15089.0482019,28308.0823402,14229.4292303,28138.4038065,28964.4042779,895.46572291,895.46572291,895.46572291,506.386365224,1268.40009358,-1127.03230979,624.093830212,341.295867783,254.444240369,-332.782804427,1234.06006702,577.738129227,1811.79819624,0,2,7,572.327354728,1.81898940355e-12,0
2025-04-19,15075.5736023,13275.100587,331.490509605,1468.98250569,0,15075.5736023,0,10158.4419856,10043.6624776,438.449143766,17596.3160572,19261.4459183,15705.072751,27923.4540996,13937.6342368,27929.4804437,28375.8176183,890.649116216,890.649116216,890.649116216,-2091.96198834,1234.54247761,-851.401445472,604.89727413,-1491.02056389,253.706332386,-147.612073683,1339.96791824,887.604399586,2227.57231783,0,2,10,887.151183676,3.63797880709e-12,0
2025-04-20,35252.286517,33089.3372317,327.351918398,1835.59736694,0,35252.286517,0,10043.6624776,10355.9529727,140.650575504,0,20082.7905788,15985.9989233,55332.0444465,33729.1168148,55511.3472955,56195.1871143,885.832509522,885.832509522,885.832509522,282.116484985,1200.68486164,-595.274592694,585.700718048,-717.771990328,252.968424404,-391.57336086,1691.5545275,828.411859719,2519.96638722,0,3,5,798.363423686,-2.18278728426e-11,0
2025-04-21,34068.5579236,32414.1333879,842.626747781,811.797787964,0,34068.5579236,0,10355.9529727,10073.3202841,455.712523834,1580.69949483,18604.1649926,15323.7430637,56268.6073392,34097.4998676,56246.0064946,53833.7443309,881.015902828,881.015902828,881.015902828,-4272.88930657,1166.82724567,27.7859712752,566.504161966,-593.092209539,252.230516421,-110.809491969,572.43270285,3007.29571122,3579.72841407,0,2,25,3005.79342967,7.27595761418e-12,0
2025-04-22,36080.5178456,32467.4051139,169.229504052,3443.88322773,0,36080.5178456,0,10073.3202841,10109.0548858,474.053176711,350.512859672,19305.2331414,15605.077703,53511.3650534,32771.2436718,53534.7468843,56677.6507914,876.199296134,876.199296134,876.199296134,3212.32612846,1132.9696297,-1164.36646121,547.307605884,167.912737064,251.492608438,-167.581640767,3656.90192857,490.616190565,4147.51811914,0,2,3,449.180494482,0,0
2025-04-23,35830.2804248,32061.7792621,143.257157856,3625.24400487,0,35830.2804248,0,10109.0548858,10270.610837,475.851267414,453.927336999,19073.1702804,15303.8675711,52800.8811486,32338.4785519,52794.1608868,56098.9980304,895.46572291,895.46572291,895.46572291,2290.73929552,1132.79455344,-1312.92141936,547.233302425,-703.517298308,245.658238132,-453.283728652,3710.44837833,412.331496515,4122.77987485,0,2,3,402.820996949,0,0
2025-04-24,33174.3494218,32045.5401279,345.508341845,783.300952003,0,33174.3494218,0,10270.610837,10093.1337121,793.007525424,2153.65728086,18859.1313947,15435.6258421,53309.8259022,32736.5568116,53296.6056027,53460.2770589,971.847681428,971.847681428,971.847681428,-2646.22221545,1132.61947719,-583.826495247,547.158998965,-2060.52766227,239.823867825,-123.774505814,855.672080873,705.220924149,1560.89300502,0,13,30,705.220924149,-1.45519152284e-11,0
2025-04-25,13893.4611193,13378.7605799,153.563678709,361.136860656,0,13893.4611193,0,10093.1337121,9863.26198333,375.27980049,21550.4380826,18960.2045786,15564.6502646,27492.3734787,13685.8834042,27337.1035046,27321.6298471,947.992564153,947.992564153,947.992564153,664.272454967,1132.44440094,530.973136151,547.084695506,-155.542764964,233.989497518,94.607063645,284.286136635,455.029768189,739.315904824,0,14,27,455.025548167,-3.63797880709e-12,0
2025-04-26,14351.0384056,13303.3223185,91.6754864,956.040600674,0,14351.0384056,0,9863.26198333,9797.09548745,60.7257928327,24056.7562003,19229.0619028,15635.0899875,27277.6480539,13486.0734984,27294.2938186,27781.6475417,924.137446879,924.137446879,924.137446879,-1277.13794417,1132.26932468,-251.811739196,547.010392047,-420.566802558,228.155127212,199.036964134,816.76965564,312.770167809,1129.53982345,0,2,2,312.162536522,3.63797880709e-12,0
2025-04-27,34920.0056426,31290.2831323,60.9281015614,3568.79440875,0,34920.0056426,0,9797.09548745,9864.36420583,318.521864893,1710.48341559,20125.020878,16240.7250647,51473.2658298,31412.1393355,51627.7416095,54486.7722772,900.282329604,900.282329604,900.282329604,2570.34955463,1132.09424843,-743.859642788,546.936088587,608.344361092,222.320756905,35.1565899844,3289.13739994,275.630952557,3564.76835249,0,21,21,275.630952557,-1.45519152284e-11,0
2025-04-28,37934.9456694,33345.8910628,60.5881171441,4528.46648949,0,37934.9456694,0,9864.36420583,10070.9162353,341.451975369,0,20155.8735829,16140.3607757,55027.4021011,33467.0672971,55017.5601306,60978.9320993,995.702798702,995.702798702,995.702798702,5166.02670606,1123.4698842,288.084580364,547.233302425,-268.532834237,220.956133836,-200.00826768,6156.49348091,204.963482671,6361.45696358,0,13,25,204.963482671,7.27595761418e-12,0
2025-04-29,33194.5948013,32272.2530186,3.06537809247,919.276404607,0,33194.5948013,0,10070.9162353,10091.7643426,177.854127171,2031.34578331,19186.6075293,15522.3888021,52187.33355,32278.3837748,52185.4117915,53306.6323543,1202.18534069,1202.18534069,1202.18534069,-1345.32387789,1114.84551998,-1091.31617284,547.158998965,-271.353647811,219.591510767,-186.478865156,1128.45738836,9.15858408266,1137.61597244,0,1,1,9.15858408266,-7.27595761418e-12,0
2025-04-30,32330.2639227,31419.4049045,186.641981579,724.217036591,0,32330.2639227,0,10091.7643426,9862.7805116,261.057359932,0,19830.9586763,16269.1619756,51395.4848832,31792.6888676,51417.4479989,52079.7084939,1141.30953245,1141.30953245,1141.30953245,1298.69696462,1106.22115576,1116.76605513,547.084695506,137.409546963,218.226887699,33.8290539006,1054.0148039,369.791193254,1423.80599715,0,10,28,369.791193254,7.27595761418e-12,0
2025-05-01,35019.2093476,32255.6802493,8.26708208523,2755.26201628,7477.96546685,42497.1748145,1211.62840427,9862.7805116,8861.71412391,1.13686837722e-13,2257.44597094,18936.9224702,16239.8669497,51980.5220138,32272.2144134,51965.0252256,54754.2518871,1303.74496313,1303.74496313,1303.74496313,4338.33840049,1119.83169379,2716.10509439,547.010392047,3040.08230234,216.86226463,2429.88453348,2798.21064322,24.4807699518,2822.69141317,8,0,2,24.4807699518,0,-3.63797880709e-12
2025-05-02,15669.7760063,14609.7352159,0,1060.04079042,6401.41755167,22071.193558,1078.52079521,8861.71412391,9246.35671053,149.632553397,12844.8345804,19663.5017823,15581.2581157,28843.3736622,14609.7352159,28676.6446119,30288.5100885,1323.93695717,1323.93695717,1323.93695717,8032.62762442,1132.09424843,3295.30605777,547.307605884,2751.67020733,222.320756905,1895.91862158,1445.13642627,0,1445.13642627,9,0,0,0,0,-1.81898940355e-12
2025-05-03,15057.3117367,14676.8491412,57.4719881164,322.990607366,3478.84555743,18536.1572941,694.432187861,9246.35671053,8750.93486971,2.94888692848,18165.0374492,18454.9196848,15394.3646014,29020.5518838,14791.7931175,29033.9238677,29401.2808816,1440.04126787,1440.04126787,1440.04126787,1387.00037068,1132.79455344,953.864647622,596.137010051,1507.8098131,245.658238132,1912.43428735,505.032110132,124.303112369,629.3352225,8,9,20,124.303112369,0,-4.54747350886e-12
2025-05-04,36052.3753256,34139.4173681,1357.00219839,555.955759172,2411.03360683,38463.4089325,470.633901138,8750.93486971,9117.66315557,272.233704451,1172.27338289,18450.5926106,14614.9245573,60214.6043884,36853.4217649,60382.2847016,56544.2085728,1436.2405556,1436.2405556,1436.2405556,-3625.04724923,1132.61947719,553.275260506,629.311976213,1828.94793068,253.706332386,1364.01713096,868.678498662,4539.07431422,5407.75281288,8,9,41,4539.07431422,0,2.27373675443e-12
2025-05-05,37213.5433545,35427.3359485,996.215573497,789.991832512,3434.39582606,40647.9391805,540.754731354,9117.66315557,9464.86279456,675.388131903,20.257024421,20152.9275993,16011.3916804,60526.2315407,37419.7670955,60545.2740252,59372.4331439,1419.82716063,1419.82716063,1419.82716063,-978.361057674,1132.44440094,717.456237355,648.901274648,1797.62972617,257.934763748,1115.22506882,1233.81063857,2387.6090353,3621.41967387,7,9,39,2387.6090353,-7.27595761418e-12,1.81898940355e-12
2025-05-06,36264.0375394,33993.2432425,324.618897986,1946.17539884,586.207761235,36850.2453006,130.199814493,9464.86279456,8790.62477708,492.496943639,1198.87014009,19468.55646,16376.3449483,55581.9986241,34642.4810385,55567.0759636,57523.4611476,1403.41376565,1403.41376565,1403.41376565,1293.76983132,1132.26932468,-733.979832646,676.574176032,1047.32053464,264.604099338,1339.85484438,2570.13002916,628.667505719,3198.79753488,4,9,29,628.667505719,1.45519152284e-11,5.68434188608e-13
2025-05-07,37345.2145438,35609.7418883,51.7784773279,1683.69417819,2137.60035067,39482.8148945,354.926846926,8790.62477708,9091.49315627,626.619678242,654.420078073,20361.030509,16221.653171,57729.2394849,35713.298843,57752.5011955,60133.3361974,1387.00037068,1387.00037068,1387.00037068,2236.81749106,1132.09424843,779.434499062,753.600451444,969.334442976,274.765749317,1233.38571692,2518.59334701,114.496634577,2633.08998159,7,9,18,114.496634577,1.45519152284e-11,1.04591890704e-11
2025-05-08,38799.9393088,37380.7929972,780.219428182,638.926883366,243.228932625,39043.1682414,35.99925,9091.49315627,10083.4778538,812.63595018,1.29602995003e-11,19510.5568849,14910.764849,62552.3106359,38941.2318536,62554.5116285,61202.9411361,1452.65395057,1452.65395057,1452.65395057,-2209.29122845,1129.02860977,504.135296724,762.994446671,-378.817979592,313.03039405,-213.303896418,986.906964132,2336.27646394,3323.18342807,1,13,42,2336.27646394,7.27595761418e-12,2.41584530158e-12
2025-05-09,17089.4419514,16952.2875827,137.154368652,4.18242080968e-11,0,17089.4419514,0,10083.4778538,10190.7527564,724.721873517,18516.8190073,18232.295724,14671.6121242,31577.1011776,17226.59632,31398.9411484,31301.6103307,1436.2405556,1436.2405556,1436.2405556,-5277.86825688,1125.96297111,-1300.30228746,760.645947865,-761.856490046,303.464232866,-485.395024699,3.53566065314e-11,275.490846905,275.490846905,0,0,16,275.490846905,0,0
2025-05-10,16796.2400991,16622.8276539,118.982747256,54.4296979155,0,16796.2400991,0,10190.7527564,9871.02714032,635.942520154,15004.9637475,17799.6974402,14705.507981,31011.8764119,16860.7931485,31003.4042623,30856.1410102,1419.82716063,1419.82716063,1419.82716063,-430.209434712,1122.89733245,-758.260390904,758.297449058,-100.583461795,293.898071683,132.250545866,85.3330122386,241.06841386,326.401426098,0,0,14,241.06841386,-3.63797880709e-12,0
2025-05-11,37090.6615554,35961.4842087,378.393565337,750.783781369,185.806975833,37276.4685313,27.5616666667,9871.02714032,9559.61963118,150.1598537,0,18001.1849975,14861.2266062,59029.2565183,36669.2486916,59194.4493807,58746.6356617,1403.41376565,1403.41376565,1403.41376565,-48.2089080162,1119.83169379,-782.920258158,755.948950251,571.425201386,284.3319105,337.477406679,996.065105005,1278.68596162,2274.75106663,1,3,13,1166.03716884,7.27595761418e-12,3.09796632791e-12
2025-05-12,36968.772156,34740.8891431,79.6619421393,2148.22107073,0,36968.772156,0,9559.61963118,10003.1687757,588.770466429,2010.08213123,17274.392325,13593.0635532,55653.1528357,34863.6608361,55670.021896,58211.3766028,1387.00037068,1387.00037068,1387.00037068,-45.364856831,1116.76605513,-2516.51968048,753.600451444,-128.368651438,322.596555233,-114.840330251,2776.64532415,218.421556995,2995.06688114,0,10,10,168.404874827,0,0
2025-05-13,36617.625459,34566.2018829,902.797779422,1148.62579667,0,36617.625459,0,10003.1687757,9974.72794238,803.987258338,90.5634953579,18108.1087271,14693.1648189,58944.9945578,36371.7974418,58915.5753782,57438.7074285,1374.38768798,1374.38768798,1374.38768798,-2302.523862,1111.20732956,1047.84814127,734.343882591,-930.76242447,313.03039405,-179.556616654,1796.02662144,3302.31375072,5098.34037216,0,11,18,3302.31375072,7.27595761418e-12,0
2025-05-14,37070.7600244,34358.8979105,606.279068126,2105.58304584,0,37070.7600244,0,9974.72794238,9774.87262181,811.613161791,1003.21606271,18327.2674962,15024.9564604,56584.3015304,35537.5789493,56588.2736171,58131.2890436,1361.77500528,1361.77500528,1361.77500528,-203.179227099,1105.648604,-2777.39431894,715.087313738,987.24611088,303.464232866,204.862296165,3160.2007505,1613.2132373,4773.4139878,0,10,37,1530.84733058,-7.27595761418e-12,0
2025-05-15,38463.3209791,35946.0815946,337.677078826,2179.56230569,0,38463.3209791,0,9774.87262181,10800,936.973830682,931.586150655,19411.4835539,14800.6870383,57004.9032418,36566.1672829,57014.7682117,59244.4147803,1349.16232257,1349.16232257,1349.16232257,-581.650577614,1100.08987844,-3233.90802788,758.297449058,-967.053054114,293.898071683,-1145.63104198,2907.61189415,668.100355646,3575.7122498,0,11,29,591.519408749,7.27595761418e-12,0
2025-05-16,16349.3579338,16041.9476765,224.645381641,82.7648756693,0,16349.3579338,0,10800,10066.1980286,1403.60569048,22968.8862961,17500.693612,14835.9836,30058.7132874,16491.2384398,29891.6009012,29752.7085319,1336.54963987,1336.54963987,1336.54963987,-3503.18609965,1094.53115288,-1446.04272734,755.948950251,-844.003659644,284.3319105,-18.3844141106,129.710754247,435.715509686,565.426263933,0,10,23,435.715509686,0,0
2025-05-17,16639.9313536,16453.6966121,55.2748714751,130.959870015,0,16639.9313536,0,10066.1980286,10174.3606955,201.367980468,15947.9647093,18836.4027995,15160.1398674,30197.8815637,16560.4016035,30181.060682,30274.3947052,1323.93695717,1323.93695717,1323.93695717,949.876485249,1088.97242731,-655.512287819,753.600451444,-545.273552236,274.765749317,-275.403962634,204.570827701,128.057686258,332.628513959,0,10,20,118.87977039,-3.63797880709e-12,0
2025-05-18,37010.1008652,35699.0688894,359.247072618,951.784903231,35.3186983333,37045.4195636,5.23666666667,10174.3606955,10511.1520625,886.379069217,124.544746491,18678.1863344,14826.2187006,58274.8283324,36401.5202023,58458.383906,58533.8228829,1318.88895866,1318.88895866,1318.88895866,-1436.8382563,1084.9207274,-2578.60110794,734.343882591,-1540.01768091,272.225336822,-730.277448624,1331.02778225,1072.03323181,2403.06101406,1,2,10,1037.55427144,7.27595761418e-12,2.79953837889e-12
2025-05-19,34613.4373625,34116.2842439,264.060801852,233.09231676,451.903981667,35065.3413442,67.0033333333,10511.1520625,9965.59045342,1042.96714808,3792.37124729,17014.6190688,14272.8468939,55346.1956358,34644.4058476,55355.5616525,55025.3237869,1313.84096015,1313.84096015,1313.84096015,-4676.92397153,1080.86902748,-3051.12094102,715.087313738,-1234.82044685,269.684924327,-172.766722408,364.040487483,684.912336355,1048.95282384,1,10,20,684.912336355,-1.45519152284e-11,2.55795384874e-12
2025-05-20,36811.5435768,34107.2474307,5.28851782164,2699.00762831,0,36811.5435768,0,9965.59045342,9821.96067894,110.579144836,0,18658.3792441,15242.5539848,54143.8851248,34117.8244663,54109.6189588,58053.7992209,1308.79296164,1308.79296164,1308.79296164,3815.5429081,1076.81732756,1476.41309574,695.830744885,483.836944436,267.144511833,97.8059488109,3934.12712517,24.2130290977,3958.34015427,0,10,11,24.2130290977,7.27595761418e-12,0
2025-05-21,37140.6040869,33890.4486167,3.72464418947,3246.43082604,0,37140.6040869,0,9821.96067894,9944.36603524,446.937992328,1816.19646195,19078.4749357,15343.3998773,53246.4359267,33897.8979051,53245.8896568,57360.8247961,1336.54963987,1336.54963987,1336.54963987,1784.39054275,1094.53115288,-1859.76912062,676.574176032,75.8371163305,264.604099338,-66.349881142,4129.18519485,14.7963254428,4143.98152029,0,10,12,14.7963254428,-7.27595761418e-12,0
2025-05-22,34852.3587369,34282.4135664,2.71226319685,567.232907298,17.333365,34869.6921019,2.57,9944.36603524,10312.4969277,113.542945148,0,19191.936483,15214.150748,54011.7925548,34287.8380928,54026.6856255,54905.3894968,1387.00037068,1387.00037068,1387.00037068,631.01440782,1088.97242731,344.526772948,657.317607179,-271.715880674,262.063686843,-440.812153613,902.257667761,8.66072571804,910.918393479,1,9,11,8.66072571804,1.45519152284e-11,-1.74438241629e-12
2025-05-23,15781.4143836,14948.8829396,299.263786161,533.267657792,0,15781.4143836,0,10312.4969277,10283.4423022,686.046781239,18486.1831957,19597.5654472,15900.1771752,28937.485895,15547.4105119,28778.3544096,29290.5671323,1374.38768798,1374.38768798,1374.38768798,-188.044913845,1084.9207274,-1314.3235726,654.512163002,-2695.46451946,260.687379145,-441.263094154,833.085501976,480.004264702,1313.08976668,0,0,2,480.004264702,1.81898940355e-12,0
2025-05-24,15930.1412218,15719.553196,145.052200767,65.5358250936,0,15930.1412218,0,10283.4423022,10306.5394125,726.486077365,21235.0387092,18518.2705118,14979.0117154,29426.8052038,16009.6575975,29424.9682558,29255.2849663,1361.77500528,1361.77500528,1361.77500528,-1328.22281541,1080.86902748,-1713.20537116,651.706718825,-2168.62505007,259.311071447,-417.93513715,102.691726481,274.211963946,376.903690427,0,0,13,274.211963946,0,0
2025-05-25,34330.5611724,33742.831387,45.7702999558,541.959485417,0,34330.5611724,0,10306.5394125,10118.4045447,593.453809922,2168.03396384,17892.8297692,14662.513494,53824.1728809,33834.3719869,53991.9911406,54536.8142323,1349.16232257,1349.16232257,1349.16232257,-2192.66791535,1076.81732756,-2005.65091064,648.901274648,574.5001568,257.934763748,-315.790504033,846.684799045,134.043447713,980.728246758,0,10,16,134.043447713,-7.27595761418e-12,0
2025-05-26,38416.1700355,33367.6051554,20.2342036506,5028.33067638,0,38416.1700355,0,10118.4045447,9968.3507818,541.394544568,0,19319.9872664,15784.2380724,52667.5602267,33408.0735627,52670.6506869,58656.9766885,1336.54963987,1336.54963987,1336.54963987,6099.65323328,1072.76562765,2266.33735371,646.095830471,-212.79223792,256.55845605,-92.7719817225,6031.74058737,42.3241255394,6074.06471291,0,10,18,42.3241255394,-7.27595761418e-12,0
2025-05-27,36406.8969242,33002.3088381,251.326058022,3153.26202808,0,36406.8969242,0,9968.3507818,9979.52167022,1749.10898081,1081.84082192,19789.3870026,16019.3496725,52405.3819818,33444.891514,52389.9472131,55991.3544328,1387.00037068,1387.00037068,1387.00037068,922.955000257,1088.97242731,-3316.69029018,643.290386294,-1232.22011784,255.182148351,-167.409985128,4071.20379171,485.231340736,4556.43513245,0,1,2,405.500201711,7.27595761418e-12,0
2025-05-28,35924.6680582,34296.3664851,137.556538061,1490.7450351,0,35924.6680582,0,9979.52167022,10298.9586929,347.227455414,383.84979456,18676.7318519,14840.6594797,55295.4602075,34547.3630015,55290.372686,56840.9737222,1374.38768798,1374.38768798,1374.38768798,328.923807512,1084.9207274,-1322.39962979,636.301181254,-887.803446143,254.444240369,-428.216623298,2118.21951083,572.705996041,2690.92550687,0,3,4,538.701840589,-7.27595761418e-12,0
2025-05-29,38491.8731948,33419.658943,314.559178214,4757.65507365,0,38491.8731948,0,10298.9586929,9807.42871438,1109.95278369,1472.10542497,19397.6243697,16154.4527201,54344.2570864,33966.5148913,54346.946645,59935.3533582,1361.77500528,1361.77500528,1361.77500528,3002.5167853,1080.86902748,-2333.3491478,629.311976213,808.925262758,253.706332386,-43.043357071,6515.65197592,924.555704063,7440.20767999,0,2,4,774.508663521,-1.45519152284e-11,0
2025-05-30,16096.560483,15734.9667669,3.0804553903,358.513260702,0,16096.560483,0,9807.42871438,10314.8651538,312.715255489,18785.8566694,19209.4082216,15102.927864,29255.6366608,15741.1276777,29090.4743717,29801.2855491,1419.82716063,1419.82716063,1419.82716063,-1788.3328903,1076.81732756,-529.219046799,648.901274648,414.900928635,252.968424404,-377.349331733,560.38463706,14.7357487095,575.12038577,0,9,9,14.7357487095,-1.81898940355e-12,0
