date,soc_min_kwh,soc_max_kwh,start_soc_kwh,end_soc_kwh,reserve_kwh,E_min_kwh,E_max_kwh
2025-12-18,2052.55734274,10800,9657.63123124,9761.43406981,1925.09620854,1200,10800
2025-12-19,1640.08839274,10746.2679009,9761.43406981,9425.44151943,1921.22919562,1200,10800
2025-12-20,2537.70103234,10715.6684362,9425.44151943,9608.44292844,1917.3621827,1200,10800
2025-12-21,1668.58978969,10800,9608.44292844,9843.16168966,1913.49516978,1200,10800
2025-12-22,1486.89317635,10800,9843.16168966,9478.35243424,1909.62815686,1200,10800
2025-12-23,1385.54310758,10800,9478.35243424,9771.20170317,1905.76114394,1200,10800
2025-12-24,1279.51519766,10800,9771.20170317,9557.42391011,1902.01292788,1200,10800
2025-12-25,1307.84412397,10765.8638924,9557.42391011,9534.99980133,1898.26471183,1200,10800
2025-12-26,1918.02771666,10408.231974,9534.99980133,9985.30954778,1913.49516978,1200,10800
2025-12-27,1406.42158472,10785.7137076,9985.30954778,9767.36401973,1962.57663318,1200,10800
2025-12-28,2501.08239215,10800,9767.36401973,9905.95072759,1925.09620854,1200,10800
2025-12-29,1916.07961767,10800,9905.95072759,9596.77393422,1921.22919562,1200,10800
2025-12-30,2190.77710728,10800,9596.77393422,9616.45027963,1917.3621827,1200,10800
2025-12-31,1200,9616.45027963,9616.45027963,6000,1913.49516978,1200,10800
