date,soc_min_kwh,soc_max_kwh,start_soc_kwh,end_soc_kwh,reserve_kwh,E_min_kwh,E_max_kwh
2025-12-17,3010.00372014,10800,10138.8205046,9494.18051527,2352.55321931,1200,10800
2025-12-18,2634.58731988,10800,9494.18051527,9812.2939721,2337.69566732,1200,10800
2025-12-19,3062.13693204,10800,9812.2939721,9407.8170764,2331.32758045,1200,10800
2025-12-20,3235.81575514,10800,9407.8170764,9648.75878411,2324.95949358,1200,10800
2025-12-21,2086.63126894,10800,9648.75878411,8629.20057089,2318.5914067,1200,10800
2025-12-22,2802.06945239,10800,8629.20057089,9292.03348961,2312.22331983,1200,10800
2025-12-23,3201.97860407,10800,9292.03348961,9660.66816629,2305.85523295,1200,10800
2025-12-24,2169.95810899,10800,9660.66816629,9399.15256025,2301.03402905,1200,10800
2025-12-25,2316.51890056,10800,9399.15256025,9621.88773155,2296.21282514,1200,10800
2025-12-26,3180.61781378,10602.7400405,9621.88773155,9717.97183739,2291.39162123,1200,10800
2025-12-27,2632.45398482,10800,9717.97183739,9914.23610581,2286.57041733,1200,10800
2025-12-28,3071.04188014,10800,9914.23610581,9695.47829174,2281.74921342,1200,10800
2025-12-29,2912.29781327,10800,9695.47829174,9580.41226665,2271.06234097,1200,10800
2025-12-30,2746.75706245,10800,9580.41226665,9570.2485282,2260.37546852,1200,10800
2025-12-31,1200,9570.2485282,9570.2485282,6000,2249.68859607,1200,10800
