date,soc_min_kwh,soc_max_kwh,start_soc_kwh,end_soc_kwh,reserve_kwh,E_min_kwh,E_max_kwh
2025-12-21,1671.29321123,10800,9609.69001033,9851.58015971,1913.49516978,1200,10800
2025-12-22,1425.93153847,10800,9851.58015971,9471.30281439,1909.62815686,1200,10800
2025-12-23,1385.38590873,10800,9471.30281439,9776.11636212,1905.76114394,1200,10800
2025-12-24,1236.40868785,10800,9776.11636212,9546.62485175,1902.01292788,1200,10800
2025-12-25,1292.59358021,10800,9546.62485175,9551.9821367,1898.26471183,1200,10800
2025-12-26,1896.81408118,10560.4010032,9551.9821367,10007.7713943,1913.49516978,1200,10800
2025-12-27,1368.79577487,10800,10007.7713943,10253.0422842,1962.57663318,1200,10800
2025-12-28,2501.23723818,10800,10253.0422842,9897.27869142,1925.09620854,1200,10800
2025-12-29,1914.27640028,10800,9897.27869142,9623.21364094,1921.22919562,1200,10800
2025-12-30,2190.77710728,10800,9623.21364094,9615.42690503,1917.3621827,1200,10800
2025-12-31,1200,9615.42690503,9615.42690503,6000,1913.49516978,1200,10800
