date,soc_min_kwh,soc_max_kwh,start_soc_kwh,end_soc_kwh,reserve_kwh,E_min_kwh,E_max_kwh
2025-12-16,3006.19442247,10800,10001.1413315,9597.90082112,2367.4107713,1200,10800
2025-12-17,3010.00372014,10800,9597.90082112,9733.90770111,2352.55321931,1200,10800
2025-12-18,2681.89938926,10573.8490578,9733.90770111,9332.95672799,2337.69566732,1200,10800
2025-12-19,3067.10300775,10800,9332.95672799,9640.68859959,2331.32758045,1200,10800
2025-12-20,3279.97162813,10800,9640.68859959,9861.38133921,2324.95949358,1200,10800
2025-12-21,2171.24371139,10800,9861.38133921,8899.90315998,2318.5914067,1200,10800
2025-12-22,2801.98102189,10800,8899.90315998,9498.90580661,2312.22331983,1200,10800
2025-12-23,3231.13433043,10800,9498.90580661,9893.37952519,2305.85523295,1200,10800
2025-12-24,2148.86170345,10800,9893.37952519,8840.07235557,2301.03402905,1200,10800
2025-12-25,2319.51696535,10751.372726,8840.07235557,9026.7775464,2296.21282514,1200,10800
2025-12-26,3131.6400521,10553.2764418,9026.7775464,9815.62378153,2291.39162123,1200,10800
2025-12-27,2750.27279007,10783.039405,9815.62378153,9431.63397018,2286.57041733,1200,10800
2025-12-28,3071.04188014,10800,9431.63397018,9875.88277457,2281.74921342,1200,10800
2025-12-29,2915.86409543,10800,9875.88277457,9556.23317958,2271.06234097,1200,10800
2025-12-30,2767.88942349,10800,9556.23317958,9726.4723302,2260.37546852,1200,10800
2025-12-31,1200,9726.4723302,9726.4723302,6000,2249.68859607,1200,10800
