date,t,time_end,price_actual,price_fixed,price_fc
2025-03-30,6,01:00,0.3951,0.4285,0.425449122119
2025-03-30,7,01:10,0.3557,0.4311,0.422479626705
2025-03-30,8,01:20,0.3839,0.4302,0.427374526318
2025-03-30,9,01:30,0.4472,0.4279,0.43904827925
2025-03-30,10,01:40,0.4408,0.4312,0.449660050331
2025-03-30,11,01:50,0.4448,0.4333,0.45412114263
2025-03-30,12,02:00,0.4566,0.4311,0.44919534454
2025-03-30,13,02:10,0.3958,0.4293,0.442178934581
2025-03-30,14,02:20,0.3843,0.4324,0.444869490537
2025-03-30,15,02:30,0.4336,0.4367,0.45844026469
2025-03-30,16,02:40,0.433,0.4348,0.46459942855
2025-03-30,17,02:50,0.4317,0.4335,0.465993846271
2025-03-30,18,03:00,0.4537,0.4357,0.45944867605
2025-03-30,19,03:10,0.4599,0.4374,0.43084107384
2025-03-30,20,03:20,0.4292,0.4371,0.436290078644
2025-03-30,21,03:30,0.4026,0.4356,0.467901746734
2025-03-30,22,03:40,0.4422,0.4353,0.459818758279
2025-03-30,23,03:50,0.4668,0.436,0.441706367448
2025-03-30,24,04:00,0.4641,0.4378,0.447944436522
2025-03-30,25,04:10,0.4903,0.4401,0.479754194181
2025-03-30,26,04:20,0.4617,0.4389,0.473004326862
2025-03-30,27,04:30,0.4001,0.4364,0.432797769672
2025-03-30,28,04:40,0.4204,0.4393,0.431460686922
2025-03-30,29,04:50,0.4476,0.4422,0.443925789078
2025-03-30,30,05:00,0.4382,0.4395,0.445773943825
2025-03-30,31,05:10,0.4294,0.4333,0.439943912595
2025-03-30,32,05:20,0.456,0.4439,0.446239074771
2025-03-30,33,05:30,0.4501,0.4301,0.43814906136
2025-03-30,34,05:40,0.3599,0.3713,0.394911704128
2025-03-30,35,05:50,0.5744,0.5708,0.615282758903
2025-03-30,36,06:00,0.973,0.9099,0.991856818279
2025-03-30,37,06:10,1.0096,0.9368,1.01494377973
2025-03-30,38,06:20,0.9118,0.8758,0.945703626093
2025-03-30,39,06:30,0.8454,0.8759,0.944516940613
2025-03-30,40,06:40,0.7579,0.8601,0.912307197506
2025-03-30,41,06:50,0.7649,0.8442,0.891808513674
2025-03-30,42,07:00,0.8356,0.8334,0.857427265513
2025-03-30,43,07:10,0.8111,0.8092,0.791703882926
2025-03-30,44,07:20,0.7792,0.7972,0.768012365189
2025-03-30,45,07:30,0.7443,0.7644,0.765905439506
2025-03-30,46,07:40,0.6595,0.6899,0.694975028091
2025-03-30,47,07:50,0.8385,0.86,0.864961384769
2025-03-30,48,08:00,1.1656,1.1617,1.15221037645
2025-03-30,49,08:10,1.1791,1.1683,1.16303107481
2025-03-30,50,08:20,1.106,1.0956,1.10256208569
2025-03-30,51,08:30,1.1021,1.0849,1.08371738411
2025-03-30,52,08:40,1.0955,1.061,1.05896553465
2025-03-30,53,08:50,1.098,1.043,1.05488126375
2025-03-30,54,09:00,1.0981,1.036,1.05635899924
2025-03-30,55,09:10,1.0538,1.0147,1.0196550051
2025-03-30,56,09:20,0.99,0.9922,0.997078068321
2025-03-30,57,09:30,0.9463,0.97,0.997010603958
2025-03-30,58,09:40,0.9458,0.9422,0.996833199018
2025-03-30,59,09:50,0.9553,0.9569,0.946245939756
2025-03-30,60,10:00,0.9628,0.9977,0.897557698271
2025-03-30,61,10:10,0.9759,0.9919,0.927028543292
2025-03-30,62,10:20,0.944,0.9588,0.918909113197
2025-03-30,63,10:30,0.8951,0.9549,0.880634836585
2025-03-30,64,10:40,0.8855,0.9839,0.904432431276
2025-03-30,65,10:50,0.7243,0.799,0.786170871771
2025-03-30,66,11:00,0.4906,0.5025,0.53980280426
2025-03-30,67,11:10,0.4751,0.4662,0.47651041843
2025-03-30,68,11:20,0.4933,0.5007,0.483305202685
2025-03-30,69,11:30,0.4583,0.4827,0.457166566465
2025-03-30,70,11:40,0.4637,0.4785,0.430690276092
2025-03-30,71,11:50,0.4477,0.4662,0.428896652044
2025-03-30,72,12:00,0.3995,0.4432,0.431139745384
2025-03-30,73,12:10,0.3821,0.4411,0.419699528307
2025-03-30,74,12:20,0.3851,0.4551,0.442292250772
2025-03-30,75,12:30,0.3783,0.4463,0.452882667637
2025-03-30,76,12:40,0.3746,0.4113,0.413037448656
2025-03-30,77,12:50,0.5492,0.5682,0.576788956414
2025-03-30,78,13:00,0.7977,0.8279,0.862591723276
2025-03-30,79,13:10,0.8188,0.8636,0.885754454043
2025-03-30,80,13:20,0.7988,0.8416,0.850063648096
2025-03-30,81,13:30,0.8473,0.8618,0.868183653053
2025-03-30,82,13:40,0.8816,0.8623,0.863202148076
2025-03-30,83,13:50,0.8619,0.9026,0.848235219629
2025-03-30,84,14:00,0.8583,0.9754,0.84832714052
2025-03-30,85,14:10,0.9657,1.0002,0.868037463434
2025-03-30,86,14:20,1.0003,0.9978,0.868797181996
2025-03-30,87,14:30,0.9779,1.0271,0.887312112636
2025-03-30,88,14:40,1.0619,1.0906,0.96703404917
2025-03-30,89,14:50,0.9448,0.9376,0.880416349117
2025-03-30,90,15:00,0.6782,0.6694,0.66984968979
2025-03-30,91,15:10,0.654,0.66,0.633733356723
2025-03-30,92,15:20,0.7166,0.7217,0.68741188235
2025-03-30,93,15:30,0.7508,0.7308,0.71693191672
2025-03-30,94,15:40,0.8021,0.7534,0.731245638501
2025-03-30,95,15:50,0.8329,0.7823,0.769912247042
2025-03-30,96,16:00,0.8215,0.8055,0.80114564673
2025-03-30,97,16:10,0.7971,0.8271,0.807895947159
2025-03-30,98,16:20,0.8338,0.8519,0.831113305684
2025-03-30,99,16:30,0.8958,0.8791,0.874008617279
2025-03-30,100,16:40,0.8781,0.9024,0.907464909803
2025-03-30,101,16:50,0.8778,0.9163,0.917672163181
2025-03-30,102,17:00,0.9417,0.9264,0.929627310547
2025-03-30,103,17:10,1.0163,0.9462,0.964075068642
2025-03-30,104,17:20,1.0547,0.9742,1.01382277764
2025-03-30,105,17:30,1.0519,0.9862,1.02563753736
2025-03-30,106,17:40,1.0491,0.976,1.00651948054
2025-03-30,107,17:50,1.1126,1.0742,1.11292854591
2025-03-30,108,18:00,1.2162,1.2313,1.2845551162
2025-03-30,109,18:10,1.2638,1.2561,1.27317679766
2025-03-30,110,18:20,1.2727,1.2447,1.21706951799
2025-03-30,111,18:30,1.2669,1.2545,1.26108766363
2025-03-30,112,18:40,1.2553,1.2522,1.27426878772
2025-03-30,113,18:50,1.2724,1.2881,1.27608889911
2025-03-30,114,19:00,1.2992,1.3466,1.26871433863
2025-03-30,115,19:10,1.2807,1.3523,1.26935475437
2025-03-30,116,19:20,1.2566,1.3445,1.28490202003
2025-03-30,117,19:30,1.2492,1.3483,1.29823156685
2025-03-30,118,19:40,1.2485,1.349,1.27677084109
2025-03-30,119,19:50,1.2833,1.3473,1.24844518613
2025-03-30,120,20:00,1.3168,1.3482,1.23780467227
2025-03-30,121,20:10,1.2754,1.3513,1.26510725765
2025-03-30,122,20:20,1.2372,1.34,1.27168052533
2025-03-30,123,20:30,1.2543,1.3489,1.27714138643
2025-03-30,124,20:40,1.2797,1.3952,1.2799034166
2025-03-30,125,20:50,1.14,1.2226,1.14450175177
2025-03-30,126,21:00,0.9285,0.9332,0.962714484007
2025-03-30,127,21:10,0.9207,0.9068,0.891207918488
2025-03-30,128,21:20,0.9383,0.9371,0.915421079338
2025-03-30,129,21:30,0.9353,0.9371,0.968328815021
2025-03-30,130,21:40,0.9943,0.9871,0.990949734979
2025-03-30,131,21:50,0.7463,0.7764,0.757246264211
2025-03-30,132,22:00,0.3471,0.4209,0.426953266625
2025-03-30,133,22:10,0.3628,0.3859,0.367820331153
2025-03-30,134,22:20,0.4523,0.4368,0.433130082557
2025-03-30,135,22:30,0.4102,0.4198,0.46523382077
2025-03-30,136,22:40,0.3732,0.4186,0.450202952622
2025-03-30,137,22:50,0.368,0.4241,0.437295438736
2025-03-30,138,23:00,0.37,0.4237,0.435923731072
2025-03-30,139,23:10,0.3514,0.4248,0.42038944018
2025-03-30,140,23:20,0.3501,0.424,0.417246457444
2025-03-30,141,23:30,0.3839,0.422,0.419422554453
2025-03-30,142,23:40,0.4282,0.424,0.41629581113
2025-03-30,143,23:50,0.4365,0.4271,0.41763412087
2025-03-30,144,00:00+1,0.4163,0.4276,0.43375013549
2025-03-31,1,00:10,0.4131,0.4248,0.439749334645
2025-03-31,2,00:20,0.3948,0.4245,0.43552803028
2025-03-31,3,00:30,0.3819,0.4269,0.423396019432
2025-03-31,4,00:40,0.4334,0.4272,0.420792896318
2025-03-31,5,00:50,0.4737,0.4271,0.426197621994
2025-03-31,6,01:00,0.4566,0.4285,0.424875640718
2025-03-31,7,01:10,0.4087,0.4311,0.41124558044
2025-03-31,8,01:20,0.3883,0.4302,0.416588900102
2025-03-31,9,01:30,0.4018,0.4279,0.44133883289
2025-03-31,10,01:40,0.4113,0.4312,0.44901286621
2025-03-31,11,01:50,0.4318,0.4333,0.448884983435
2025-03-31,12,02:00,0.4463,0.4311,0.448106771895
2025-03-31,13,02:10,0.4202,0.4293,0.445870353861
2025-03-31,14,02:20,0.4283,0.4324,0.446371300809
2025-03-31,15,02:30,0.4603,0.4367,0.442892721055
2025-03-31,16,02:40,0.4356,0.4348,0.422666878854
2025-03-31,17,02:50,0.4389,0.4335,0.431327052748
2025-03-31,18,03:00,0.462,0.4357,0.452545783939
2025-03-31,19,03:10,0.4137,0.4374,0.444549698841
2025-03-31,20,03:20,0.4061,0.4371,0.448664919354
2025-03-31,21,03:30,0.4545,0.4356,0.461305239747
2025-03-31,22,03:40,0.4543,0.4353,0.436716725449
2025-03-31,23,03:50,0.4218,0.436,0.435614324735
2025-03-31,24,04:00,0.4058,0.4378,0.46287400452
2025-03-31,25,04:10,0.4282,0.4401,0.460984694883
2025-03-31,26,04:20,0.409,0.4389,0.443361375836
2025-03-31,27,04:30,0.3647,0.4364,0.434083937048
2025-03-31,28,04:40,0.3932,0.4393,0.428326928451
2025-03-31,29,04:50,0.4311,0.4422,0.434970505035
2025-03-31,30,05:00,0.4357,0.4395,0.436168730735
2025-03-31,31,05:10,0.4288,0.4333,0.428797052436
2025-03-31,32,05:20,0.4409,0.4439,0.446651743825
2025-03-31,33,05:30,0.4499,0.4301,0.443311278218
2025-03-31,34,05:40,0.4443,0.3713,0.367150386699
2025-03-31,35,05:50,0.6503,0.5708,0.563328673067
2025-03-31,36,06:00,0.9552,0.9099,0.969698319671
2025-03-31,37,06:10,0.9853,0.9368,1.00485868072
2025-03-31,38,06:20,0.9112,0.8758,0.94058775302
2025-03-31,39,06:30,0.8859,0.8759,0.932768976497
2025-03-31,40,06:40,0.8917,0.8601,0.912079248028
2025-03-31,41,06:50,0.866,0.8442,0.860222019248
2025-03-31,42,07:00,0.7952,0.8334,0.804422349028
2025-03-31,43,07:10,0.7326,0.8092,0.797648925411
2025-03-31,44,07:20,0.7575,0.7972,0.814990709769
2025-03-31,45,07:30,0.7738,0.7644,0.780559909761
2025-03-31,46,07:40,0.6514,0.6899,0.687983871651
2025-03-31,47,07:50,0.817,0.86,0.857627380203
2025-03-31,48,08:00,1.1773,1.1617,1.19959772815
2025-03-31,49,08:10,1.1837,1.1683,1.21205533581
2025-03-31,50,08:20,1.0969,1.0956,1.11867437167
2025-03-31,51,08:30,1.0901,1.0849,1.1058265807
2025-03-31,52,08:40,1.0674,1.061,1.1209000311
2025-03-31,53,08:50,1.0428,1.043,1.08307851885
2025-03-31,54,09:00,1.0169,1.036,1.00709943117
2025-03-31,55,09:10,0.9652,1.0147,1.00153213603
2025-03-31,56,09:20,0.9323,0.9922,0.998577584911
2025-03-31,57,09:30,0.9524,0.97,0.971483018811
2025-03-31,58,09:40,1.0056,0.9422,0.937125614143
2025-03-31,59,09:50,0.9757,0.9569,0.918035158798
2025-03-31,60,10:00,0.8775,0.9977,0.913137115243
2025-03-31,61,10:10,0.8465,0.9919,0.906586940679
2025-03-31,62,10:20,0.8812,0.9588,0.882892913659
2025-03-31,63,10:30,0.9301,0.9549,0.858845439661
2025-03-31,64,10:40,0.9152,0.9839,0.835248385752
2025-03-31,65,10:50,0.7234,0.799,0.696850598167
2025-03-31,66,11:00,0.4763,0.5025,0.50142834853
2025-03-31,67,11:10,0.4393,0.4662,0.469210112889
2025-03-31,68,11:20,0.4824,0.5007,0.457355673614
2025-03-31,69,11:30,0.4916,0.4827,0.41350760137
2025-03-31,70,11:40,0.4731,0.4785,0.424888031457
2025-03-31,71,11:50,0.4454,0.4662,0.436293691799
2025-03-31,72,12:00,0.445,0.4432,0.423432349931
2025-03-31,73,12:10,0.4955,0.4411,0.412387365993
2025-03-31,74,12:20,0.5071,0.4551,0.416916890452
2025-03-31,75,12:30,0.4451,0.4463,0.411234076808
2025-03-31,76,12:40,0.4003,0.4113,0.384121792199
2025-03-31,77,12:50,0.6088,0.5682,0.532256608351
2025-03-31,78,13:00,0.9343,0.8279,0.793173013101
2025-03-31,79,13:10,0.9801,0.8636,0.806245771469
2025-03-31,80,13:20,0.9293,0.8416,0.792800816402
2025-03-31,81,13:30,0.9237,0.8618,0.849915493311
2025-03-31,82,13:40,0.9265,0.8623,0.834094135428
2025-03-31,83,13:50,0.951,0.9026,0.819802966965
2025-03-31,84,14:00,0.9807,0.9754,0.863847797189
2025-03-31,85,14:10,0.9696,1.0002,0.895753389709
2025-03-31,86,14:20,0.9318,0.9978,0.893824129299
2025-03-31,87,14:30,0.9406,1.0271,0.912509816852
2025-03-31,88,14:40,1.0302,1.0906,1.0144396281
2025-03-31,89,14:50,0.924,0.9376,0.893666278933
2025-03-31,90,15:00,0.7017,0.6694,0.633527500052
2025-03-31,91,15:10,0.7243,0.66,0.656275678723
2025-03-31,92,15:20,0.7531,0.7217,0.727858906677
2025-03-31,93,15:30,0.7155,0.7308,0.719617391448
2025-03-31,94,15:40,0.7841,0.7534,0.767545483306
2025-03-31,95,15:50,0.8376,0.7823,0.814206867215
2025-03-31,96,16:00,0.829,0.8055,0.826852165667
2025-03-31,97,16:10,0.8397,0.8271,0.806182701515
2025-03-31,98,16:20,0.8627,0.8519,0.83707751581
2025-03-31,99,16:30,0.895,0.8791,0.896668715174
2025-03-31,100,16:40,0.9477,0.9024,0.919793082009
2025-03-31,101,16:50,0.9795,0.9163,0.944402083681
2025-03-31,102,17:00,0.9687,0.9264,0.967372215033
2025-03-31,103,17:10,0.9455,0.9462,0.984487710537
2025-03-31,104,17:20,1.0059,0.9742,1.01980882052
2025-03-31,105,17:30,1.0824,0.9862,1.05431289335
2025-03-31,106,17:40,1.023,0.976,1.02654401999
2025-03-31,107,17:50,1.0442,1.0742,1.10007234713
2025-03-31,108,18:00,1.1904,1.2313,1.26242565252
2025-03-31,109,18:10,1.2773,1.2561,1.29396021088
2025-03-31,110,18:20,1.2752,1.2447,1.28599031934
2025-03-31,111,18:30,1.2433,1.2545,1.27048646215
2025-03-31,112,18:40,1.2566,1.2522,1.25628569567
2025-03-31,113,18:50,1.2674,1.2881,1.24472146506
2025-03-31,114,19:00,1.2535,1.3466,1.25318275551
2025-03-31,115,19:10,1.2441,1.3523,1.2715328248
2025-03-31,116,19:20,1.2456,1.3445,1.27933761174
2025-03-31,117,19:30,1.2552,1.3483,1.27222490749
2025-03-31,118,19:40,1.2661,1.349,1.26235018203
2025-03-31,119,19:50,1.2673,1.3473,1.27814687334
2025-03-31,120,20:00,1.2666,1.3482,1.29615477865
2025-03-31,121,20:10,1.278,1.3513,1.26828396203
2025-03-31,122,20:20,1.2681,1.34,1.23961143418
2025-03-31,123,20:30,1.2745,1.3489,1.27060504394
2025-03-31,124,20:40,1.3379,1.3952,1.31508417413
2025-03-31,125,20:50,1.1939,1.2226,1.19912394858
2025-03-31,126,21:00,0.9239,0.9332,0.933625272943
2025-03-31,127,21:10,0.8945,0.9068,0.89845505618
2025-03-31,128,21:20,0.9341,0.9371,0.926586765668
2025-03-31,129,21:30,0.9675,0.9371,0.938362155663
2025-03-31,130,21:40,1.045,0.9871,0.996169054266
2025-03-31,131,21:50,0.8032,0.7764,0.766751033558
2025-03-31,132,22:00,0.3862,0.4209,0.395271013433
2025-03-31,133,22:10,0.3473,0.3859,0.38093691379
2025-03-31,134,22:20,0.4326,0.4368,0.455547675875
2025-03-31,135,22:30,0.4376,0.4198,0.446241083932
2025-03-31,136,22:40,0.4148,0.4186,0.411049951598
2025-03-31,137,22:50,0.4121,0.4241,0.413045689686
2025-03-31,138,23:00,0.4146,0.4237,0.44021327858
2025-03-31,139,23:10,0.3803,0.4248,0.420143748553
2025-03-31,140,23:20,0.3918,0.424,0.405117702292
2025-03-31,141,23:30,0.446,0.422,0.417731859683
2025-03-31,142,23:40,0.454,0.424,0.447292289277
2025-03-31,143,23:50,0.449,0.4271,0.464450030991
2025-03-31,144,00:00+1,0.4523,0.4276,0.453554156901
2025-04-01,1,00:10,0.4439,0.4248,0.421091151076
2025-04-01,2,00:20,0.4153,0.4245,0.41711276015
2025-04-01,3,00:30,0.4035,0.4269,0.425264934243
2025-04-01,4,00:40,0.4523,0.4272,0.414694418312
2025-04-01,5,00:50,0.4696,0.4271,0.414571160086
2025-04-01,6,01:00,0.4291,0.4285,0.434224257395
2025-04-01,7,01:10,0.4003,0.4311,0.429928481978
2025-04-01,8,01:20,0.4274,0.4302,0.411183921359
2025-04-01,9,01:30,0.4726,0.4279,0.403896236499
2025-04-01,10,01:40,0.4514,0.4312,0.432489288591
2025-04-01,11,01:50,0.3919,0.4333,0.444014043442
2025-04-01,12,02:00,0.3649,0.4311,0.432803341355
2025-04-01,13,02:10,0.4146,0.4293,0.430143502396
2025-04-01,14,02:20,0.4287,0.4324,0.437357275445
2025-04-01,15,02:30,0.4028,0.4367,0.445935272085
2025-04-01,16,02:40,0.4386,0.4348,0.454099742412
2025-04-01,17,02:50,0.4756,0.4335,0.450453154629
2025-04-01,18,03:00,0.4685,0.4357,0.43959877769
2025-04-01,19,03:10,0.4403,0.4374,0.449119286179
2025-04-01,20,03:20,0.452,0.4371,0.450569416644
2025-04-01,21,03:30,0.4943,0.4356,0.444122415814
2025-04-01,22,03:40,0.4993,0.4353,0.43880751031
2025-04-01,23,03:50,0.4807,0.436,0.42960622725
2025-04-01,24,04:00,0.4467,0.4378,0.426239948321
2025-04-01,25,04:10,0.3989,0.4401,0.452177440022
2025-04-01,26,04:20,0.4137,0.4389,0.450788060343
2025-04-01,27,04:30,0.4692,0.4364,0.425817524295
2025-04-01,28,04:40,0.4652,0.4393,0.418601640159
2025-04-01,29,04:50,0.4543,0.4422,0.425278395853
2025-04-01,30,05:00,0.466,0.4395,0.4253751524
2025-04-01,31,05:10,0.4729,0.4333,0.422080787624
2025-04-01,32,05:20,0.4676,0.4439,0.444827278297
2025-04-01,33,05:30,0.4479,0.4301,0.45707861594
2025-04-01,34,05:40,0.4491,0.3713,0.397726955997
2025-04-01,35,05:50,0.6447,0.5708,0.569709593347
2025-04-01,36,06:00,0.9317,0.9099,0.933945369046
2025-04-01,37,06:10,0.9918,0.9368,0.978623913179
2025-04-01,38,06:20,0.8902,0.8758,0.931684816189
2025-04-01,39,06:30,0.8116,0.8759,0.936251255888
2025-04-01,40,06:40,0.8787,0.8601,0.904701285374
2025-04-01,41,06:50,0.8952,0.8442,0.859863147808
2025-04-01,42,07:00,0.8035,0.8334,0.834543027425
2025-04-01,43,07:10,0.7378,0.8092,0.806618584181
2025-04-01,44,07:20,0.7246,0.7972,0.788766466737
2025-04-01,45,07:30,0.6968,0.7644,0.754356134602
2025-04-01,46,07:40,0.6166,0.6899,0.692341690024
2025-04-01,47,07:50,0.7962,0.86,0.864200330314
2025-04-01,48,08:00,1.1296,1.1617,1.16368880218
2025-04-01,49,08:10,1.169,1.1683,1.17177275512
2025-04-01,50,08:20,1.1136,1.0956,1.11052972575
2025-04-01,51,08:30,1.0846,1.0849,1.11064648575
2025-04-01,52,08:40,1.0036,1.061,1.11251400357
2025-04-01,53,08:50,0.9718,1.043,1.0937822108
2025-04-01,54,09:00,1.0086,1.036,1.0731850772
2025-04-01,55,09:10,1.0261,1.0147,1.05984760767
2025-04-01,56,09:20,1.0237,0.9922,1.00376440701
2025-04-01,57,09:30,1.0097,0.97,0.940268102711
2025-04-01,58,09:40,0.9886,0.9422,0.953853105559
2025-04-01,59,09:50,1.0051,0.9569,0.977828534825
2025-04-01,60,10:00,1.0214,0.9977,0.976915958612
2025-04-01,61,10:10,0.9509,0.9919,0.956135345084
2025-04-01,62,10:20,0.8784,0.9588,0.930598322202
2025-04-01,63,10:30,0.8792,0.9549,0.937658290386
2025-04-01,64,10:40,0.9242,0.9839,0.934410437051
2025-04-01,65,10:50,0.795,0.799,0.764760205402
2025-04-01,66,11:00,0.5852,0.5025,0.499751225055
2025-04-01,67,11:10,0.6119,0.4662,0.457939085248
2025-04-01,68,11:20,0.663,0.5007,0.478296392312
2025-04-01,69,11:30,0.6159,0.4827,0.46876172242
2025-04-01,70,11:40,0.5589,0.4785,0.475419368637
2025-04-01,71,11:50,0.5199,0.4662,0.442561944746
2025-04-01,72,12:00,0.5046,0.4432,0.406885848592
2025-04-01,73,12:10,0.5155,0.4411,0.447147240614
2025-04-01,74,12:20,0.5551,0.4551,0.453621917515
2025-04-01,75,12:30,0.5575,0.4463,0.395065427226
2025-04-01,76,12:40,0.4819,0.4113,0.387279206535
2025-04-01,77,12:50,0.6428,0.5682,0.56440321109
2025-04-01,78,13:00,0.9351,0.8279,0.806591396371
2025-04-01,79,13:10,0.9258,0.8636,0.846685775552
2025-04-01,80,13:20,0.8902,0.8416,0.835740762977
2025-04-01,81,13:30,0.9507,0.8618,0.847190489895
2025-04-01,82,13:40,0.9472,0.8623,0.818589685271
2025-04-01,83,13:50,0.9279,0.9026,0.805677216446
2025-04-01,84,14:00,0.9318,0.9754,0.840494990626
2025-04-01,85,14:10,0.9368,1.0002,0.894807033206
2025-04-01,86,14:20,0.934,0.9978,0.934149948026
2025-04-01,87,14:30,0.9691,1.0271,0.965451665652
2025-04-01,88,14:40,1.0603,1.0906,1.00476285586
2025-04-01,89,14:50,0.9326,0.9376,0.868183198038
2025-04-01,90,15:00,0.6764,0.6694,0.663965047574
2025-04-01,91,15:10,0.6792,0.66,0.676208695889
2025-04-01,92,15:20,0.7667,0.7217,0.742692417061
2025-04-01,93,15:30,0.7943,0.7308,0.73354376142
2025-04-01,94,15:40,0.7936,0.7534,0.766660830514
2025-04-01,95,15:50,0.801,0.7823,0.786730923563
2025-04-01,96,16:00,0.837,0.8055,0.779963058671
2025-04-01,97,16:10,0.8954,0.8271,0.80642839944
2025-04-01,98,16:20,0.9222,0.8519,0.841895643948
2025-04-01,99,16:30,0.897,0.8791,0.879171267327
2025-04-01,100,16:40,0.8574,0.9024,0.912615541273
2025-04-01,101,16:50,0.8875,0.9163,0.936787535574
2025-04-01,102,17:00,0.9675,0.9264,0.9548194743
2025-04-01,103,17:10,0.9996,0.9462,0.986641168371
2025-04-01,104,17:20,1.0323,0.9742,1.01868677528
2025-04-01,105,17:30,1.0654,0.9862,1.03787108896
2025-04-01,106,17:40,1.0571,0.976,1.02877470036
2025-04-01,107,17:50,1.1377,1.0742,1.10278848234
2025-04-01,108,18:00,1.2758,1.2313,1.24122500039
2025-04-01,109,18:10,1.2916,1.2561,1.26290913182
2025-04-01,110,18:20,1.2324,1.2447,1.26764126392
2025-04-01,111,18:30,1.1951,1.2545,1.27862870511
2025-04-01,112,18:40,1.2368,1.2522,1.27296955906
2025-04-01,113,18:50,1.2961,1.2881,1.27121934834
2025-04-01,114,19:00,1.3084,1.3466,1.27547764444
2025-04-01,115,19:10,1.2621,1.3523,1.26754890204
2025-04-01,116,19:20,1.2448,1.3445,1.27099839809
2025-04-01,117,19:30,1.2804,1.3483,1.28568581043
2025-04-01,118,19:40,1.3048,1.349,1.28470469118
2025-04-01,119,19:50,1.2632,1.3473,1.2673409831
2025-04-01,120,20:00,1.2103,1.3482,1.25000918388
2025-04-01,121,20:10,1.2534,1.3513,1.26662197259
2025-04-01,122,20:20,1.2907,1.34,1.26535599329
2025-04-01,123,20:30,1.2981,1.3489,1.262776455
2025-04-01,124,20:40,1.3193,1.3952,1.29407003075
2025-04-01,125,20:50,1.1578,1.2226,1.15709482521
2025-04-01,126,21:00,0.9073,0.9332,0.923288577346
2025-04-01,127,21:10,0.8874,0.9068,0.924202494881
2025-04-01,128,21:20,0.9247,0.9371,0.960314140388
2025-04-01,129,21:30,0.948,0.9371,0.962312094489
2025-04-01,130,21:40,1.0142,0.9871,1.00976258502
2025-04-01,131,21:50,0.8016,0.7764,0.791476007659
2025-04-01,132,22:00,0.4233,0.4209,0.432146938487
2025-04-01,133,22:10,0.3582,0.3859,0.419184999268
2025-04-01,134,22:20,0.4259,0.4368,0.448364708681
2025-04-01,135,22:30,0.4433,0.4198,0.405457996332
2025-04-01,136,22:40,0.4107,0.4186,0.424635191014
2025-04-01,137,22:50,0.3867,0.4241,0.437175467558
2025-04-01,138,23:00,0.3944,0.4237,0.423332438779
2025-04-01,139,23:10,0.4094,0.4248,0.422155775177
2025-04-01,140,23:20,0.4145,0.424,0.421698093541
2025-04-01,141,23:30,0.4113,0.422,0.425887099285
2025-04-01,142,23:40,0.4183,0.424,0.431492681681
2025-04-01,143,23:50,0.4537,0.4271,0.426771646972
2025-04-01,144,00:00+1,0.4811,0.4276,0.430276868863
2025-04-02,1,00:10,0.4443,0.4248,0.432534387233
2025-04-02,2,00:20,0.4246,0.4245,0.413559819627
2025-04-02,3,00:30,0.443,0.4269,0.384012149295
2025-04-02,4,00:40,0.4498,0.4272,0.405754210586
2025-04-02,5,00:50,0.4873,0.4271,0.431636346247
2025-04-02,6,01:00,0.5104,0.4285,0.430660529393
2025-04-02,7,01:10,0.4268,0.4311,0.413810403165
2025-04-02,8,01:20,0.3953,0.4302,0.425757805654
2025-04-02,9,01:30,0.4368,0.4279,0.445206647481
2025-04-02,10,01:40,0.422,0.4312,0.430266103888
2025-04-02,11,01:50,0.4219,0.4333,0.43019484849
2025-04-02,12,02:00,0.4426,0.4311,0.451717424991
2025-04-02,13,02:10,0.4108,0.4293,0.444193611053
2025-04-02,14,02:20,0.4002,0.4324,0.436783916572
2025-04-02,15,02:30,0.4289,0.4367,0.444603861801
2025-04-02,16,02:40,0.4369,0.4348,0.439641654051
2025-04-02,17,02:50,0.4278,0.4335,0.429730524615
2025-04-02,18,03:00,0.4288,0.4357,0.422792566093
2025-04-02,19,03:10,0.4591,0.4374,0.428496763996
2025-04-02,20,03:20,0.4767,0.4371,0.42996318995
2025-04-02,21,03:30,0.4653,0.4356,0.433985658857
2025-04-02,22,03:40,0.4523,0.4353,0.446305648719
2025-04-02,23,03:50,0.4709,0.436,0.450495630182
2025-04-02,24,04:00,0.4932,0.4378,0.441497678028
2025-04-02,25,04:10,0.4611,0.4401,0.44351188913
2025-04-02,26,04:20,0.4422,0.4389,0.447262954097
2025-04-02,27,04:30,0.4623,0.4364,0.441209138802
2025-04-02,28,04:40,0.472,0.4393,0.428391643986
2025-04-02,29,04:50,0.4245,0.4422,0.433693874982
2025-04-02,30,05:00,0.3735,0.4395,0.438413181294
2025-04-02,31,05:10,0.4254,0.4333,0.429361376011
2025-04-02,32,05:20,0.4989,0.4439,0.450328243449
2025-04-02,33,05:30,0.4929,0.4301,0.457198700239
2025-04-02,34,05:40,0.4227,0.3713,0.391635199177
2025-04-02,35,05:50,0.6328,0.5708,0.602610294819
2025-04-02,36,06:00,0.9932,0.9099,0.985245196715
2025-04-02,37,06:10,1.0048,0.9368,1.00561245333
2025-04-02,38,06:20,0.9063,0.8758,0.910374742559
2025-04-02,39,06:30,0.8687,0.8759,0.885072705938
2025-04-02,40,06:40,0.829,0.8601,0.860260963417
2025-04-02,41,06:50,0.8169,0.8442,0.81655618555
