price,purchase_kwh,charge_kwh,discharge_kwh,soc_kwh,emergency_kwh,discarded_kwh
0.4333,590.99505,0,0,10050,0,0
0.4311,598.443333333,0,0,10050,0,0
0.4293,565.983616667,0,0,10050,0,0
0.4324,546.120766667,0,0,10050,0,0
0.4367,565.713333333,0,0,10050,0,0
0.4348,597.926566667,0,0,10050,0,0
0.4335,600.954466667,0,0,10050,0,0
0.4357,587.131666667,0,0,10050,0,0
0.4374,605.2103,0,0,10050,0,0
0.4371,621.892383333,0,0,10050,0,0
0.4356,620.168333333,0,0,10050,0,0
0.4353,616.623083333,0,0,10050,0,0
0.436,612.46375,0,0,10050,0,0
0.4378,603.93,0,0,10050,0,0
0.4401,589.794633333,0,0,10050,0,0
0.4389,581.46405,0,0,10050,0,0
0.4364,585.585,0,0,10050,0,0
0.4393,599.725133333,0,0,10050,0,0
0.4422,616.739316667,0,0,10050,0,0
0.4395,625.595,0,0,10050,0,0
0.4333,619.433916667,0,0,10050,0,0
0.4439,617.8444,0,0,10050,0,0
0.4301,607.115,0,0,10050,0,0
0.3713,1408.7634,833.333333333,0,10800,0,0
0.5708,671.463116667,0,-0,10800,0,0
0.9099,0,0,827.015,9881.09444444,0,0
0.9368,0,0,791.949933333,9001.15007407,0,0
0.8758,0,0,709.963316667,8212.30194444,0,0
0.8759,0,0,671.370833333,7466.33435185,0,0
0.8601,0,0,629.044866667,6767.39561111,0,0
0.8442,0,0,586.155916667,6116.11125926,0,0
0.8334,0,0,531.182083333,5525.90894444,0,0
0.8092,153.392316667,0,293.183183333,5200.14985185,0,0
0.7972,401.241616667,0,0,5200.14985185,0,0
0.7644,369.577083333,0,0,5200.14985185,0,0
0.6899,280.6902,0,0,5200.14985185,0,0
0.86,0,0,334.578066667,4828.39644444,0,0
1.1617,0,0,488.179583333,4285.97468519,0,0
1.1683,0,0,482.80385,3749.52596296,0,0
1.0956,0,0,438.3714,3262.44662963,0,0
1.0849,0,0,411.1575,2805.60496296,0,0
1.061,0,0,332.672183333,2435.9692037,0,0
1.043,0,0,278.005133333,2127.07461111,0,0
1.036,0,0,262.820416667,1835.05192593,0,0
1.0147,0,0,221.283766667,1589.18107407,0,0
0.9922,0,0,150.518366667,1421.93844444,0,0
0.97,0,0,77.1854166667,1336.17687037,0,0
0.9422,0,0,36.09475,1296.07159259,0,0
0.9569,0,0,41.25735,1250.23009259,0,0
0.9977,0,0,45.2070833333,1200,0,0
0.9919,0,16.20875,0,1214.587875,0,0
0.9588,0,54.7878,0,1263.896895,0,0
0.9549,0,67.5775,0,1324.716645,0,0
0.9839,0,135.713066667,0,1446.858405,0,0
0.799,0,183.836566667,0,1612.311315,0,0
0.5025,669.483333333,833.333333333,0,2362.311315,0,0
0.4662,723.39595,833.333333333,0,3112.311315,0,0
0.5007,723.492183333,833.333333333,0,3862.311315,0,0
0.4827,673.75625,833.333333333,0,4612.311315,0,0
0.4785,653.065716667,833.333333333,0,5362.311315,0,0
0.4662,624.098216667,833.333333333,0,6112.311315,0,0
0.4432,558.311666667,833.333333333,0,6862.311315,0,0
0.4411,479.312016667,833.333333333,0,7612.311315,0,0
0.4551,460.776533333,833.333333333,0,8362.311315,0,0
0.4463,529.049583333,833.333333333,0,9112.311315,0,0
0.4113,633.5039,833.333333333,0,9862.311315,0,0
0.5682,27.5446333333,200.642866667,0,10042.889895,0,0
0.8279,0,195.736666667,0,10219.052895,0,0
0.8636,0,138.075566667,0,10343.320905,0,0
0.8416,0,90.3003833333,0,10424.59125,0,0
0.8618,0,95.11875,0,10510.198125,0,0
0.8623,0,102.199116667,0,10602.17733,0,0
0.9026,0,104.792733333,0,10696.49079,0,0
0.9754,0,86.655,0,10774.48029,0,0
1.0002,0,28.3552333333,0,10800,0,0
0.9978,0,0,18.5539,10779.3845556,0,0
1.0271,0,0,39.5170833333,10735.4766852,0,0
1.0906,0,0,70.2932833333,10657.373037,0,0
0.9376,0,0,126.358516667,10516.9746852,0,0
0.6694,180.644166667,0,0,10516.9746852,0,0
0.66,511.791138683,314.472572016,0,10800,0,0
0.7217,248.806766667,0,0,10800,0,0
0.7308,340.1425,0,0,10800,0,0
0.7534,402.782266667,0,0,10800,0,0
0.7823,452.45245,0,0,10800,0,0
0.8055,507.324166667,0,0,10800,0,0
0.8271,562.26155,0,-0,10800,0,0
0.8519,599.067216667,0,-0,10800,0,0
0.8791,630.75625,0,-0,10800,0,0
0.9024,688.73555,0,-0,10800,0,0
0.9163,742.724283333,0,-0,10800,0,0
0.9264,787.412916667,0,-0,10800,0,0
0.9462,843.23245,0,0,10800,0,0
0.9742,873.855183333,0,0,10800,0,0
0.9862,904.72375,0,0,10800,0,0
0.976,973.09075,0,0,10800,0,0
1.0742,873.003183333,0,-0,10800,0,0
1.2313,682.353333333,0,-0,10800,0,0
1.2561,697.997283333,0,-0,10800,0,0
1.2447,739.308216667,0,0,10800,0,0
1.2545,709.241666667,0,0,10800,0,0
1.2522,714.422816667,0,0,10800,0,0
1.2881,135.505083333,0,609.46925,10122.8119444,0,0
1.3466,0,0,763.206666667,9274.80453704,0,0
1.3523,0,0,746.718033333,8445.11783333,0,0
1.3445,0,0,714.2555,7651.50061111,0,0
1.3483,0,0,699.463333333,6874.31912963,0,0
1.349,0,0,721.8114,6072.30646296,0,0
1.3473,0,0,728.491,5262.87201852,0,0
1.3482,0,0,726.368333333,4455.79609259,0,0
1.3513,0,0,764.336516667,3606.5332963,0,0
1.34,0,0,753.943816667,2768.81794444,0,0
1.3489,0,0,702.561666667,1988.19387037,0,0
1.3952,0,0,709.374483333,1200,0,0
1.2226,719.835983333,0,-0,1200,0,0
0.9332,709.541666667,0,0,1200,0,0
0.9068,715.044683333,0,0,1200,0,0
0.9371,736.4506,0,0,1200,0,0
0.9371,758.933333333,0,0,1200,0,0
0.9871,754.375466667,0,-0,1200,0,0
0.7764,666.937533333,0,-0,1200,0,0
0.4209,1386.49,833.333333333,0,1950,0,0
0.3859,1372.2348,833.333333333,0,2700,0,0
0.4368,553.3285,0,0,2700,0,0
0.4198,1375.97333333,833.333333333,0,3450,0,0
0.4186,1357.35543333,833.333333333,0,4200,0,0
0.4241,526.969566667,0,0,4200,0,0
0.4237,549.4,0,0,4200,0,0
0.4248,559.40135,0,0,4200,0,0
0.424,543.627933333,0,0,4200,0,0
0.422,714.472942387,169.85127572,0,4352.86614815,0,0
0.424,600.679333333,0,0,4352.86614815,0,0
0.4271,540.978183333,0,0,4352.86614815,0,0
0.4276,400.166666667,0,0,4352.86614815,0,0
0.4248,393.23795,0,0,4352.86614815,0,0
0.4245,427.63655,0,0,4352.86614815,0,0
0.4269,429.213333333,0,0,4352.86614815,0,0
0.4272,419.69265,0,0,4352.86614815,0,0
0.4271,411.539083333,0,0,4352.86614815,0,0
0.4285,408.691666667,0,0,4352.86614815,0,0
0.4311,411.313533333,0,0,4352.86614815,0,0
0.4302,424.311733333,0,0,4352.86614815,0,0
0.4279,438.35,0,0,4352.86614815,0,0
0.4312,435.501,0,0,4352.86614815,0,0
0.4333,425.371933333,0,0,4352.86614815,0,0
0.4311,423.615,0,0,4352.86614815,0,0
0.4293,436.5751,0,0,4352.86614815,0,0
0.4324,439.043616667,0,0,4352.86614815,0,0
0.4367,435.255,0,0,4352.86614815,0,0
0.4348,453.35415,0,0,4352.86614815,0,0
0.4335,468.578933333,0,0,4352.86614815,0,0
0.4357,459.193333333,0,0,4352.86614815,0,0
0.4374,430.986183333,0,0,4352.86614815,0,0
0.4371,430.5171,0,0,4352.86614815,0,0
0.4356,453.47,0,0,4352.86614815,0,0
0.4353,452.932716667,0,0,4352.86614815,0,0
0.436,453.22025,0,0,4352.86614815,0,0
0.4378,453.235,0,0,4352.86614815,0,0
0.4401,428.82055,0,0,4352.86614815,0,0
0.4389,435.381,0,0,4352.86614815,0,0
0.4364,463.113333333,0,0,4352.86614815,0,0
0.4393,446.166766667,0,0,4352.86614815,0,0
0.4422,434.329666667,0,0,4352.86614815,0,0
0.4395,450.043333333,0,0,4352.86614815,0,0
0.4333,462.9157,0,0,4352.86614815,0,0
0.4439,461.149433333,0,0,4352.86614815,0,0
0.4301,455.611666667,0,0,4352.86614815,0,0
0.3713,1298.06011667,833.333333333,0,5102.86614815,0,0
0.5708,0,0,473.187183333,4577.10261111,0,0
0.9099,0,0,465.435,4059.95261111,0,0
0.9368,0,0,420.8469,3592.34494444,0,0
0.8758,0,0,378.682283333,3171.58685185,0,0
0.8759,0,0,347.763333333,2785.18314815,0,0
0.8601,0,0,310.665016667,2439.9997963,0,0
0.8442,0,0,302.50325,2103.88507407,0,0
0.8334,0,0,293.996666667,1777.22211111,0,0
0.8092,0,0,217.967766667,1535.0357037,0,0
0.7972,0,0,161.87865,1355.17053704,0,0
0.7644,0,0,123.61375,1217.82192593,0,0
0.6899,0,0,16.0397333333,1200,0,0
0.86,0,-0,0,1200,0,75.88815
1.1617,0,-0,0,1200,0,118.733333333
1.1683,0,0,0,1200,0,159.81705
1.0956,0,-0,0,1200,0,187.890483333
1.0849,0,0,0,1200,0,226.8725
1.061,0,-0,0,1200,0,312.325666667
1.043,0,0,0,1200,0,329.932416667
1.036,0,-0,0,1200,0,286.695416667
1.0147,0,0,0,1200,0,300.422
0.9922,0,0,0,1200,0,300.769533333
0.97,0,-0,0,1200,0,305.751666667
0.9422,0,0,0,1200,0,413.506083333
0.9569,0,-0,0,1200,0,499.616966667
0.9977,0,-0,0,1200,0,508.324166667
0.9919,0,-0,0,1200,0,505.529716667
0.9588,0,-0,0,1200,0,538.815983333
0.9549,0,0,0,1200,0,609.6875
0.9839,0,0,0,1200,0,678.2307
0.799,0,-0,0,1200,0,701.841116667
0.5025,0,0,0,1200,0,695.010833333
0.4662,0,0,0,1200,0,715.9721
0.5007,0,-0,0,1200,0,767.331316667
0.4827,0,0,0,1200,0,808.205833333
0.4785,0,0,0,1200,0,800.676933333
0.4662,0,828.154766667,0,1945.33929,0,0
0.4432,0,0,670.805361,1200,0,1531.339111
0.4411,0,0,0,1200,0,793.580966667
0.4551,0,792.780116667,0,1913.502105,0,0
0.4463,0,0,67.6857465,1838.29572,0,922.824913167
0.4113,0,806.869833333,0,2564.47857,0,0
0.5682,0,736.923916667,0,3227.710095,0,0
0.8279,0,710.83,0,3867.457095,0,0
0.8636,0,703.962583333,0,4501.02342,0,0
0.8416,0,698.563933333,0,5129.73096,0,0
0.8618,0,693.527083333,0,5753.905335,0,0
0.8623,0,692.18895,0,6376.87539,0,0
0.9026,0,661.473316667,0,6972.201375,0,0
0.9754,0,593.52625,0,7506.375,0,0
1.0002,0,513.740866667,0,7968.74178,0,0
0.9978,0,442.122033333,0,8366.65161,0,0
1.0271,0,386.432916667,0,8714.441235,0,0
1.0906,0,345.7968,0,9025.658355,0,0
0.9376,0,326.289466667,0,9319.318875,0,0
0.6694,0,323.307083333,0,9610.29525,0,0
0.66,0,319.3932,0,9897.74913,0,0
0.7217,0,296.170633333,0,10164.3027,0,0
0.7308,0,243.269583333,0,10383.245325,0,0
0.7534,0,171.034183333,0,10537.17609,0,0
0.7823,0,136.302183333,0,10659.848055,0,0
0.8055,0,117.300416667,0,10765.41843,0,0
0.8271,0,38.4239666667,0,10800,0,0
0.8519,34.8666666667,0,-0,10800,0,0
0.8791,96.1520833333,0,-0,10800,0,0
0.9024,193.892183333,0,-0,10800,0,0
0.9163,221.572583333,0,-0,10800,0,0
0.9264,185.334166667,0,-0,10800,0,0
0.9462,207.190666667,0,-0,10800,0,0
0.9742,264.026433333,0,-0,10800,0,0
0.9862,321.228333333,0,-0,10800,0,0
0.976,372.062633333,0,0,10800,0,0
1.0742,50.0284166667,0,365.213233333,10394.2075185,0,0
1.2313,0,0,445.288333333,9899.4427037,0,0
1.2561,0,0,452.260516667,9396.93101852,0,0
1.2447,0,0,449.487966667,8897.49994444,0,0
1.2545,0,0,435.71,8413.37772222,0,0
1.2522,0,0,423.5798,7942.7335,0,0
1.2881,0,0,448.01605,7444.93788889,0,0
1.3466,0,0,480.578333333,6910.96196296,0,0
1.3523,0,0,457.1183,6403.05274074,0,0
1.3445,0,0,438.22135,5916.14012963,0,0
1.3483,0,0,454.326666667,5411.33272222,0,0
1.349,0,0,477.253633333,4881.05090741,0,0
1.3473,0,0,492.03985,4334.33996296,0,0
1.3482,0,0,482.551666667,3798.17144444,0,0
1.3513,0,0,446.72555,3301.80972222,0,0
1.34,0,0,454.943216667,2796.31725926,0,0
1.3489,0,0,494.825,2246.5117037,0,0
1.3952,0,0,483.526816667,1709.25968519,0,0
1.2226,0,0,458.333716667,1200,0,0
0.9332,448.371666667,0,0,1200,0,0
0.9068,445.592216667,0,0,1200,0,0
0.9371,450.552866667,0,0,1200,0,0
0.9371,468.723333333,0,0,1200,0,0
0.9871,491.015216667,0,-0,1200,0,0
0.7764,446.197216667,0,-0,1200,0,0
0.4209,1138.621893,768.190226337,0,1891.3712037,0,0
0.3859,1213.18198333,833.333333333,0,2641.3712037,0,0
0.4368,420.187483333,0,0,2641.3712037,0,0
0.4198,1262.02166667,833.333333333,0,3391.3712037,0,0
0.4186,1230.59115,833.333333333,0,4141.3712037,0,0
0.4241,390.760933333,0,0,4141.3712037,0,0
0.4237,402.993333333,0,0,4141.3712037,0,0
0.4248,376.560616667,0,0,4141.3712037,0,0
0.424,398.49355,0,0,4141.3712037,0,0
0.422,445.205,0,0,4141.3712037,0,0
0.424,402.790616667,0,0,4141.3712037,0,0
0.4271,380.820016667,0,0,4141.3712037,0,0
0.4276,408.431666667,0,0,4141.3712037,0,0
0.4248,405.052033333,0,0,4141.3712037,0,0
0.4245,400.884283333,0,0,4141.3712037,0,0
0.4269,408.343333333,0,0,4141.3712037,0,0
0.4272,404.7332,0,0,4141.3712037,0,0
0.4271,412.861066667,0,0,4141.3712037,0,0
0.4285,420.898333333,0,0,4141.3712037,0,0
0.4311,393.567716667,0,0,4141.3712037,0,0
0.4302,385.409283333,0,0,4141.3712037,0,0
0.4279,417.058333333,0,0,4141.3712037,0,0
0.4312,451.036083333,0,0,4141.3712037,0,0
0.4333,447.038683333,0,0,4141.3712037,0,0
0.4311,413.598333333,0,0,4141.3712037,0,0
0.4293,397.092933333,0,0,4141.3712037,0,0
0.4324,399.829983333,0,0,4141.3712037,0,0
0.4367,417.476666667,0,0,4141.3712037,0,0
0.4348,445.24695,0,0,4141.3712037,0,0
0.4335,457.858483333,0,0,4141.3712037,0,0
0.4357,447.048333333,0,0,4141.3712037,0,0
0.4374,429.536383333,0,0,4141.3712037,0,0
0.4371,431.430133333,0,0,4141.3712037,0,0
0.4356,441.045,0,0,4141.3712037,0,0
0.4353,424.520883333,0,0,4141.3712037,0,0
0.436,417.172633333,0,0,4141.3712037,0,0
0.4378,433.298333333,0,0,4141.3712037,0,0
0.4401,449.007383333,0,0,4141.3712037,0,0
0.4389,444.2679,0,0,4141.3712037,0,0
0.4364,437.16,0,0,4141.3712037,0,0
0.4393,461.741216667,0,0,4141.3712037,0,0
0.4422,471.812516667,0,0,4141.3712037,0,0
0.4395,461.856666667,0,0,4141.3712037,0,0
0.4333,470.23475,0,0,4141.3712037,0,0
0.4439,468.615266667,0,0,4141.3712037,0,0
0.4301,455.668333333,0,0,4141.3712037,0,0
0.3713,1294.42973333,833.333333333,0,4891.3712037,0,0
0.5708,0,0,468.04195,4371.32459259,0,0
0.9099,0,0,459.475,3860.79681481,0,0
0.9368,0,0,413.984266667,3400.8142963,0,0
0.8758,0,0,378.3354,2980.44162963,0,0
0.8759,0,0,343.239166667,2599.06477778,0,0
0.8601,0,0,267.0148,2302.38166667,0,0
0.8442,0,0,240.51235,2035.14572222,0,0
0.8334,0,0,257.385833333,1749.16146296,0,0
0.8092,0,0,214.39235,1510.94774074,0,0
0.7972,0,0,143.8149,1351.15340741,0,0
0.7644,0,0,87.2095833333,1254.25387037,0,0
0.6899,0,0,48.8284833333,1200,0,0
0.86,0,-0,0,1200,0,8.91336666667
1.1617,0,-0,0,1200,0,61.3229166667
1.1683,0,0,0,1200,0,55.5049333333
1.0956,0,0,0,1200,0,108.374783333
1.0849,0,-0,0,1200,0,216.637083333
1.061,0,-0,0,1200,0,243.218366667
1.043,0,-0,0,1200,0,173.929716667
1.036,0,0,0,1200,0,121.720833333
1.0147,0,0,0,1200,0,219.711433333
0.9922,0,0,0,1200,0,310.094566667
0.97,0,0,0,1200,0,317.755
0.9422,0,-0,0,1200,0,315.0931
0.9569,0,0,0,1200,0,338.193016667
0.9977,0,-0,0,1200,0,400.365
0.9919,0,-0,0,1200,0,486.520233333
0.9588,0,-0,0,1200,0,521.5128
0.9549,0,-0,0,1200,0,543.5675
0.9839,0,0,0,1200,0,655.5737
0.799,0,-0,0,1200,0,713.897166667
0.5025,0,-0,0,1200,0,690.033333333
0.4662,0,0,0,1200,0,693.586433333
0.5007,0,-0,0,1200,0,678.636933333
0.4827,0,0,0,1200,0,665.824583333
0.4785,0,0,0,1200,0,731.187233333
0.4662,0,-0,0,1200,0,750.58765
0.4432,0,551.1924,0,1696.07316,0,175.503016667
0.4411,0,774.443316667,0,2393.072145,0,0
0.4551,0,754.027416667,0,3071.69682,0,0
0.4463,0,649.592916667,0,3656.330445,0,0
0.4113,0,604.5476,0,4200.423285,0,0
0.5682,0,638.430916667,0,4775.01111,0,0
0.8279,0,679.50125,0,5386.562235,0,0
0.8636,0,635.335183333,0,5958.3639,0,0
0.8416,0,561.711033333,0,6463.90383,0,0
0.8618,0,506.743333333,0,6919.97283,0,0
0.8623,0,470.7323,0,7343.6319,0,0
0.9026,0,444.954133333,0,7744.09062,0,0
0.9754,0,437.512916667,0,8137.852245,0,0
1.0002,0,458.145916667,0,8550.18357,0,0
0.9978,0,451.134816667,0,8956.204905,0,0
1.0271,0,397.742083333,0,9314.17278,0,0
1.0906,0,334.624583333,0,9615.334905,0,0
0.9376,0,303.480883333,0,9888.4677,0,0
0.6694,0,293.449583333,0,10152.572325,0,0
0.66,0,255.696516667,0,10382.69919,0,0
0.7217,0,201.836033333,0,10564.35162,0,0
0.7308,0,145.787916667,0,10695.560745,0,0
0.7534,0,87.9368666667,0,10774.703925,0,0
0.7823,0,28.10675,0,10800,0,0
0.8055,33.57,0,-0,10800,0,0
0.8271,89.9601666667,0,-0,10800,0,0
0.8519,109.829366667,0,-0,10800,0,0
0.8791,117.232916667,0,-0,10800,0,0
0.9024,165.9709,0,-0,10800,0,0
0.9163,188.1903,0,-0,10800,0,0
0.9264,189.936666667,0,-0,10800,0,0
0.9462,247.700766667,0,-0,10800,0,0
0.9742,302.69995,0,-0,10800,0,0
0.9862,326.875833333,0,-0,10800,0,0
0.976,353.5019,0,0,10800,0,0
1.0742,0,0,397.17065,10358.6992778,0,0
1.2313,0,0,439.246666667,9870.64742593,0,0
1.2561,0,0,446.455883333,9374.58533333,0,0
1.2447,0,0,460.617133333,8862.78851852,0,0
1.2545,0,0,465.588333333,8345.46814815,0,0
1.2522,0,0,430.260116667,7867.40135185,0,0
1.2881,0,0,429.892733333,7389.74275926,0,0
1.3466,0,0,462.933333333,6875.37238889,0,0
1.3523,0,0,453.21805,6371.79677778,0,0
1.3445,0,0,433.961933333,5889.61685185,0,0
1.3483,0,0,433.533333333,5407.91314815,0,0
1.349,0,0,444.87765,4913.60464815,0,0
1.3473,0,0,452.484716667,4410.84385185,0,0
1.3482,0,0,448.636666667,3912.35866667,0,0
1.3513,0,0,438.810583333,3424.79135185,0,0
1.34,0,0,442.03175,2933.64496296,0,0
1.3489,0,0,457.063333333,2425.79681481,0,0
1.3952,0,0,462.7941,1911.58114815,0,0
1.2226,0,0,453.480216667,1407.71424074,0,0
0.9332,443.221666667,0,0,1407.71424074,0,0
0.9068,452.771666667,0,0,1407.71424074,0,0
0.9371,467.087316667,0,0,1407.71424074,0,0
0.9371,474.833333333,0,0,1407.71424074,0,0
0.9871,285.547783333,0,186.942816667,1200,0,0
0.7764,438.2858,0,-0,1200,0,0
0.4209,1220.00833333,833.333333333,0,1950,0,0
0.3859,1197.73421667,833.333333333,0,2700,0,0
0.4368,382.178066667,0,0,2700,0,0
0.4198,1241.86,833.333333333,0,3450,0,0
0.4186,1232.71826667,833.333333333,0,4200,0,0
0.4241,1222.89055,833.333333333,0,4950,0,0
0.4237,1227.29,833.333333333,0,5700,0,0
0.4248,1064.31475,666.666666667,0,6300,0,0
0.424,1256.60556667,833.333333333,0,7050,0,0
0.422,1270.65166667,833.333333333,0,7800,0,0
0.424,1227.60881667,833.333333333,0,8550,0,0
0.4271,453.752616667,0,0,8550,0,0
0.4276,581.236666667,0,0,8550,0,0
0.4248,1408.43525,833.333333333,0,9300,0,0
0.4245,1377.92456667,833.333333333,0,10050,0,0
0.4269,561.32,0,0,10050,0,0
0.4272,584.534733333,0,0,10050,0,0
0.4271,596.35965,0,0,10050,0,0
0.4285,589.481666667,0,0,10050,0,0
0.4311,569.517266667,0,0,10050,0,0
0.4302,576.910266667,0,0,10050,0,0
0.4279,599.181666667,0,0,10050,0,0
0.4312,584.842733333,0,0,10050,0,0
0.4333,570.859683333,0,0,10050,0,0
0.4311,574.478333333,0,0,10050,0,0
0.4293,578.05295,0,0,10050,0,0
0.4324,593.25655,0,0,10050,0,0
0.4367,613.191666667,0,0,10050,0,0
0.4348,613.5601,0,0,10050,0,0
0.4335,605.285066667,0,0,10050,0,0
0.4357,593.713333333,0,0,10050,0,0
0.4374,579.894533333,0,0,10050,0,0
0.4371,603.095766667,0,0,10050,0,0
0.4356,637.678333333,0,0,10050,0,0
0.4353,614.31045,0,0,10050,0,0
0.436,585.520566667,0,0,10050,0,0
0.4378,592.968333333,0,0,10050,0,0
0.4401,623.994133333,0,0,10050,0,0
0.4389,620.794033333,0,0,10050,0,0
0.4364,594.7,0,0,10050,0,0
0.4393,608.779216667,0,0,10050,0,0
0.4422,615.975083333,0,0,10050,0,0
0.4395,603.368333333,0,0,10050,0,0
0.4333,609.2699,0,0,10050,0,0
0.4439,626.213366667,0,0,10050,0,0
0.4301,616.508333333,0,0,10050,0,0
0.3713,1403.60248333,833.333333333,0,10800,0,0
0.5708,653.81845,0,-0,10800,0,0
0.9099,0,0,817.5975,9891.55833333,0,0
0.9368,0,0,817.689866667,8983.01403704,0,0
0.8758,0,0,753.18805,8146.13842593,0,0
0.8759,0,0,702.62375,7365.44537037,0,0
0.8601,0,0,646.068483333,6647.5915,0,0
0.8442,0,0,590.421766667,5991.56731481,0,0
0.8334,0,0,524.648333333,5408.62472222,0,0
0.8092,110.435066667,0,323.16425,5049.55333333,0,0
0.7972,384.256483333,0,0,5049.55333333,0,0
0.7644,359.380833333,0,0,5049.55333333,0,0
0.6899,298.987583333,0,0,5049.55333333,0,0
0.86,0,0,379.0341,4628.40433333,0,0
1.1617,0,0,534.791666667,4034.19137037,0,0
1.1683,0,0,497.893233333,3480.97666667,0,0
1.0956,0,0,383.792933333,3054.54007407,0,0
1.0849,0,0,295.090833333,2726.66137037,0,0
1.061,0,0,228.310016667,2472.98357407,0,0
1.043,0,0,202.180333333,2248.33875926,0,0
1.036,0,0,197.96125,2028.38181481,0,0
1.0147,0,0,172.9938,1836.16648148,0,0
0.9922,0,0,163.254733333,1654.77233333,0,0
0.97,0,0,163.286666667,1473.3427037,0,0
0.9422,0,0,125.918866667,1333.43285185,0,0
0.9569,0,0,81.5858166667,1242.78194444,0,0
0.9977,0,0,38.50375,1200,0,0
0.9919,0,25.0284666667,0,1222.52562,0,0
0.9588,0,82.1763333333,0,1296.48432,0,0
0.9549,0,115.794583333,0,1400.699445,0,0
0.9839,0,126.782333333,0,1514.803545,0,0
0.799,0,101.816483333,0,1606.43838,0,0
0.5025,0,86.3620833333,0,1684.164255,0,0
0.4662,687.43925,833.333333333,0,2434.164255,0,0
0.5007,91.4744166667,273.226616667,0,2680.06821,0,0
0.4827,639.1925,833.333333333,0,3430.06821,0,0
0.4785,555.153416667,833.333333333,0,4180.06821,0,0
0.4662,482.999183333,833.333333333,0,4930.06821,0,0
0.4432,460.837083333,833.333333333,0,5680.06821,0,0
0.4411,456.457683333,833.333333333,0,6430.06821,0,0
0.4551,517.230333333,833.333333333,0,7180.06821,0,0
0.4463,581.738333333,833.333333333,0,7930.06821,0,0
0.4113,540.167533333,833.333333333,0,8680.06821,0,0
0.5682,0,239.36475,0,8895.496485,0,0
0.8279,0,125.6375,0,9008.570235,0,0
0.8636,0,192.835933333,0,9182.122575,0,0
0.8416,0,248.855933333,0,9406.092915,0,0
0.8618,0,216.68875,0,9601.11279,0,0
0.8623,0,211.623033333,0,9791.57352,0,0
0.9026,0,212.9889,0,9983.26353,0,0
0.9754,0,211.070416667,0,10173.226905,0,0
1.0002,0,227.006583333,0,10377.53283,0,0
0.9978,0,217.451266667,0,10573.23897,0,0
1.0271,0,164.249166667,0,10721.06322,0,0
1.0906,0,87.7075333333,0,10800,0,0
0.9376,0,0,3.88856666667,10795.6793704,0,0
0.6694,72.47625,0,0,10795.6793704,0,0
0.66,87.1721329218,4.80069958848,0,10800,0,0
0.7217,134.302066667,0,0,10800,0,0
0.7308,225.244166667,0,0,10800,0,0
0.7534,258.247333333,0,0,10800,0,0
0.7823,308.9656,0,0,10800,0,0
0.8055,393.74,0,0,10800,0,0
0.8271,446.630133333,0,-0,10800,0,0
0.8519,487.567233333,0,-0,10800,0,0
0.8791,537.843333333,0,-0,10800,0,0
0.9024,591.271233333,0,-0,10800,0,0
0.9163,619.573133333,0,-0,10800,0,0
0.9264,653.491666667,0,-0,10800,0,0
0.9462,754.480716667,0,-0,10800,0,0
0.9742,852.991683333,-0,0,10800,0,0
0.9862,923.166666667,0,0,10800,0,0
0.976,979.9608,0,0,10800,0,0
1.0742,901.941116667,0,0,10800,0,0
1.2313,736.382083333,0,-0,10800,0,0
1.2561,675.3826,0,-0,10800,0,0
1.2447,697.591066667,0,0,10800,0,0
1.2545,724.92,0,0,10800,0,0
1.2522,724.838066667,0,0,10800,0,0
1.2881,79.30825,0,652.706016667,10074.7710926,0,0
1.3466,0,0,741.436666667,9250.95257407,0,0
1.3523,0,0,717.343366667,8453.90438889,0,0
1.3445,0,0,716.623166667,7657.65642593,0,0
1.3483,0,0,740.795,6834.55087037,0,0
1.349,0,0,735.610266667,6017.20612963,0,0
1.3473,0,0,736.83705,5198.4982963,0,0
1.3482,0,0,734.006666667,4382.93533333,0,0
1.3513,0,0,686.221183333,3620.46735185,0,0
1.34,0,0,701.768583333,2840.72448148,0,0
1.3489,0,0,756.223333333,2000.47633333,0,0
1.3952,0,0,720.4287,1200,0,0
1.2226,721.107583333,0,-0,1200,0,0
0.9332,762.19,0,0,1200,0,0
0.9068,718.06365,0,0,1200,0,0
0.9371,693.991233333,0,0,1200,0,0
0.9371,729.591666667,0,0,1200,0,0
0.9871,744.420583333,0,-0,1200,0,0
0.7764,683.365383333,0,-0,1200,0,0
0.4209,1419.8,833.333333333,0,1950,0,0
0.3859,1383.60641667,833.333333333,0,2700,0,0
0.4368,548.79745,0,0,2700,0,0
0.4198,1385.07666667,833.333333333,0,3450,0,0
0.4186,1387.58236667,833.333333333,0,4200,0,0
0.4241,1378.40451667,833.333333333,0,4950,0,0
0.4237,1367.65333333,833.333333333,0,5700,0,0
0.4248,1209.65025,666.666666667,0,6300,0,0
0.424,1377.70743333,833.333333333,0,7050,0,0
0.422,1374.10333333,833.333333333,0,7800,0,0
0.424,1392.83095,833.333333333,0,8550,0,0
0.4271,565.963933333,0,0,8550,0,0
0.4276,565.425,0,0,8550,0,0
0.4248,1424.55081667,833.333333333,0,9300,0,0
0.4245,1404.37458333,833.333333333,0,10050,0,0
0.4269,523.058333333,0,0,10050,0,0
0.4272,541.65635,0,0,10050,0,0
0.4271,559.716233333,0,0,10050,0,0
0.4285,548.74,0,0,10050,0,0
0.4311,550.37755,0,0,10050,0,0
