date,grid_cost_yuan,base_cost_yuan,breach_cost_yuan,overbuy_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_kwh,start_soc_kwh,end_soc_kwh,unused_plan_kwh,curtailed_pv_kwh,charge_kwh,discharge_kwh,planned_purchase_kwh,planned_cost_yuan,decision_day_planned_purchase_kwh,final_commitment_kwh,reserve_kwh,reserve_effective_kwh,reserve_00_kwh,window_residual_00_kwh,path_up_kwh,path_down_kwh,adjusted_kwh,emergency_slots,reversal_slots,down_slots,below_min_kwh,chain_misprice_yuan,cost_identity_residual_yuan
2025-03-26,40301.6426555,40301.6426555,0,0,0,40301.6426555,0,8605.05770697,10066.6338076,1179.98919829,1574.9860985,19320.0744398,14333.8418056,63333.7627976,40301.6426555,63922.2175087,63333.7627976,1987.07042852,1987.07042852,1987.07042852,-2800.22821698,0,0,0,0,0,0,0,0,0
2025-03-27,39288.4574996,39288.4574996,0,0,0,39288.4574996,0,10066.6338076,9211.10829626,643.889867099,0,18090.4101011,15423.2051421,62028.0842261,39288.4574996,61201.4764793,62028.0842261,1964.99878745,1964.99878745,1964.99878745,910.371080151,0,0,0,0,0,0,0,0,0
2025-03-28,13557.5042065,13557.5042065,0,0,0,13557.5042065,0,9211.10829626,10180.294567,384.950225213,16713.1870995,16869.3249278,12791.8855479,31997.4574714,13557.5042065,32656.5307698,31997.4574714,1942.92714638,1942.92714638,1942.92714638,-874.885625648,0,0,0,0,0,0,0,-3.63797880709e-12,0
2025-03-29,13189.5769062,13189.5769062,0,0,0,13189.5769062,0,10180.294567,10001.6353561,247.399689342,20218.7793202,17076.5577725,13992.8050855,31257.1408798,13189.5769062,31266.9594879,31257.1408798,1910.67675546,1910.67675546,1910.67675546,-3901.0901997,0,0,0,0,0,0,0,-1.81898940355e-12,0
2025-03-30,36674.496698,36674.496698,0,0,0,36674.496698,0,10001.6353561,8951.65931654,80.4525352564,0,17317.5710529,14972.2109885,57771.4322997,36674.496698,57940.0247563,57771.4322997,1878.42636453,1878.42636453,1878.42636453,1319.04941072,0,0,0,0,0,0,0,-7.27595761418e-12,0
2025-03-31,37077.7735604,37077.7735604,0,0,4990.68085566,42068.4544161,1108.60995449,8951.65931654,8380.97273493,135.434465376,0,16043.7516691,13509.0567754,58512.9088879,37077.7735604,58516.9202493,58512.9088879,1846.1759736,1846.1759736,1846.1759736,3589.22601066,0,0,0,18,0,0,0,1.45519152284e-11,-3.63797880709e-12
2025-04-01,38682.8649311,38682.8649311,0,0,15264.0494781,53946.9144092,2638.67390758,8380.97273493,8167.02118286,149.121784032,0,14854.5541084,12224.7452246,60349.1082769,38682.8649311,60335.9033447,60349.1082769,1964.99878745,1964.99878745,1964.99878745,4956.41105165,0,0,0,28,0,0,0,0,3.63797880709e-12
2025-04-02,39095.5328668,39095.5328668,0,0,11531.7203332,50627.2532,1975.9548271,8167.02118286,8714.76187837,152.985187718,0,18787.5339705,14724.9358901,62674.963841,39095.5328668,61832.4045856,62674.963841,2053.28535173,2053.28535173,2053.28535173,3865.33313896,0,0,0,17,0,0,0,7.27595761418e-12,1.81898940355e-12
2025-04-03,40553.8012134,40553.8012134,0,0,0,40553.8012134,0,8714.76187837,10544.6683625,1049.31385633,1584.85750388,20155.0586202,14678.6816466,63974.0786005,40553.8012134,63988.4652798,63974.0786005,2086.21862827,2086.21862827,2086.21862827,-2607.28608339,0,0,0,0,0,0,0,7.27595761418e-12,0
2025-04-04,12986.9202535,12986.9202535,0,0,0,12986.9202535,0,10544.6683625,10800,564.023316928,20526.7568513,17026.588268,13561.7380233,30986.4326629,12986.9202535,30835.3445771,30986.4326629,2077.98530914,2077.98530914,2077.98530914,-4530.53202374,0,0,0,0,0,0,0,1.81898940355e-12,0
2025-04-05,12725.9799362,12725.9799362,0,0,0,12725.9799362,0,10800,9811.49898159,196.223413819,15276.0245851,15997.6510219,13847.7482443,29666.2657599,12725.9799362,30497.7103598,29666.2657599,2069.75199,2069.75199,2069.75199,4346.40745632,0,0,0,0,0,0,0,-1.81898940355e-12,0
2025-04-06,37548.5516913,37548.5516913,0,0,0,37548.5516913,0,9811.49898159,10533.7397286,295.388627961,0,19185.4760835,14890.2189553,59000.7220228,37548.5516913,58333.8633689,59000.7220228,2131.91140061,2131.91140061,2131.91140061,-167.329362908,0,0,0,0,0,0,0,0,0
2025-04-07,36485.8892077,36485.8892077,0,0,0,36485.8892077,0,10533.7397286,10091.8773026,479.479206186,724.154449861,16447.5920984,13720.2257832,57173.7192546,36485.8892077,58010.6987952,57173.7192546,2094.45194741,2094.45194741,2094.45194741,-1252.87339608,0,0,0,0,0,0,0,7.27595761418e-12,0
2025-04-08,36924.7721237,36924.7721237,0,0,0,36924.7721237,0,10091.8773026,10114.6846618,467.058232771,0,19086.9285345,15439.8854897,58467.2948943,36924.7721237,57639.2715678,58467.2948943,2086.21862827,2086.21862827,2086.21862827,-116.602478185,0,0,0,0,0,0,0,1.45519152284e-11,0
2025-04-09,36628.0484951,36628.0484951,0,0,14042.0884522,50670.1369473,2569.55692852,10114.6846618,8629.57731304,70.1893850434,0,14096.9779249,12755.148733,57976.7726651,36628.0484951,57953.2907766,57976.7726651,2077.98530914,2077.98530914,2077.98530914,5095.1579462,0,0,0,23,0,0,0,-1.45519152284e-11,9.09494701773e-12
2025-04-10,38080.6416437,38080.6416437,0,0,0,38080.6416437,0,8629.57731304,9672.80736532,648.393441753,698.872859462,18859.5866204,14337.3581155,60330.1327061,38080.6416437,61154.6589594,60330.1327061,2169.37085381,2169.37085381,2169.37085381,-1127.0806276,0,0,0,0,0,0,0,2.18278728426e-11,0
2025-04-11,12887.5698939,12887.5698939,0,0,0,12887.5698939,0,9672.80736532,10062.0982697,322.29215236,21342.4573493,16904.2941609,13342.1164564,30543.5773729,12887.5698939,30371.3205183,30543.5773729,2131.91140061,2131.91140061,2131.91140061,-3783.00353792,0,0,0,0,0,0,0,-1.81898940355e-12,0
2025-04-12,12569.9922267,12569.9922267,0,0,0,12569.9922267,0,10062.0982697,10103.1930776,164.442225783,17688.9230594,16340.2397012,13198.6088309,30020.1567055,12569.9922267,30034.4107843,30020.1567055,2094.45194741,2094.45194741,2094.45194741,1372.60806398,0,0,0,0,0,0,0,0,0
2025-04-13,35989.1343511,35989.1343511,0,0,0,35989.1343511,0,10103.1930776,9076.53457501,331.359015865,0,17211.7879753,14865.5409123,56953.9645622,35989.1343511,56290.9987488,56953.9645622,2086.21862827,2086.21862827,2086.21862827,1270.73669487,0,0,0,0,0,0,0,0,0
2025-04-14,35812.8566619,35812.8566619,0,0,0,35812.8566619,0,9076.53457501,9842.0620768,595.519003311,0,18808.9259492,14546.2552672,57386.2214853,35812.8566619,58213.2378686,57386.2214853,2077.98530914,2077.98530914,2077.98530914,-570.753013567,0,0,0,0,0,0,0,-7.27595761418e-12,0
2025-04-15,35811.6047327,35811.6047327,0,0,0,35811.6047327,0,9842.0620768,10569.9914855,1103.36047056,2258.34889758,17430.7819925,13463.7969461,57468.1232479,35811.6047327,56653.5447095,57468.1232479,2069.75199,2069.75199,2069.75199,-3059.55927066,0,0,0,0,0,0,0,0,0
2025-04-16,34974.9961918,34974.9961918,0,0,5800.99159605,40775.9877878,1079.60562238,10569.9914855,8013.32330016,42.1694298737,0,14011.2084343,13650.0801986,55103.2839932,34974.9961918,55925.6197529,55103.2839932,2061.51867087,2061.51867087,2061.51867087,3293.08219362,0,0,0,16,0,0,0,-7.27595761418e-12,-3.63797880709e-12
2025-04-17,36059.3093514,36059.3093514,0,0,0,36059.3093514,0,8013.32330016,9551.30990224,323.266147424,0,19078.9126286,14069.7312873,58200.7898387,36059.3093514,58184.4805286,58200.7898387,2094.45194741,2094.45194741,2094.45194741,125.802987378,0,0,0,0,0,0,0,-1.45519152284e-11,0
2025-04-18,12654.7141797,12654.7141797,0,0,0,12654.7141797,0,9551.30990224,10800,918.730739532,19050.274645,17655.5031698,13177.1364796,30801.4892581,12654.7141797,29799.7523909,30801.4892581,2086.21862827,2086.21862827,2086.21862827,-305.030117554,0,0,0,0,0,0,0,0,0
2025-04-19,11825.8086029,11825.8086029,0,0,0,11825.8086029,0,10800,10089.0843309,496.348220855,18499.371807,16151.0588315,13722.1817557,28209.2763536,11825.8086029,29046.5319644,28209.2763536,2077.98530914,2077.98530914,2077.98530914,-477.524169637,0,0,0,0,0,0,0,-3.63797880709e-12,0
2025-04-20,35048.659926,35048.659926,0,0,0,35048.659926,0,10089.0843309,10691.4935819,72.0233017001,0,18691.0009183,14597.5424179,56123.2266854,35048.659926,55467.3940721,56123.2266854,2069.75199,2069.75199,2069.75199,-184.953743305,0,0,0,0,0,0,0,-7.27595761418e-12,0
2025-04-21,34079.5712425,34079.5712425,0,0,0,34079.5712425,0,10691.4935819,9974.13730686,791.104226859,2911.91776932,16460.5339571,13978.6531528,54701.8131838,34079.5712425,55515.2878779,54701.8131838,2061.51867087,2061.51867087,2061.51867087,-3595.87324494,0,0,0,0,0,0,0,-1.45519152284e-11,0
2025-04-22,34676.7238407,34676.7238407,0,0,0,34676.7238407,0,9974.13730686,9436.58404422,21.1807383665,0,18192.9830511,15220.1142078,55146.9788984,34676.7238407,54336.8681933,55146.9788984,2053.28535173,2053.28535173,2053.28535173,2116.10300253,0,0,0,0,0,0,0,7.27595761418e-12,0
2025-04-23,34698.5462834,34698.5462834,0,0,0,34698.5462834,0,9436.58404422,9814.06900976,186.768444983,0,17604.3550078,13919.7910873,55271.2490821,34698.5462834,56098.009845,55271.2490821,2086.21862827,2086.21862827,2086.21862827,-49.9141565236,0,0,0,0,0,0,0,0,0
2025-04-24,34326.822734,34326.822734,0,0,0,34326.822734,0,9814.06900976,10800,784.126435681,3114.72218577,17706.2693434,13454.7402769,55240.4843879,34326.822734,54393.577616,55240.4843879,2077.98530914,2077.98530914,2077.98530914,-3889.42909484,0,0,0,0,0,0,0,-7.27595761418e-12,0
2025-04-25,11587.2680554,11587.2680554,0,0,0,11587.2680554,0,10800,10691.583364,390.947949226,23096.660563,16843.5714975,13740.8678853,28590.6697744,11587.2680554,28436.6931921,28590.6697744,2069.75199,2069.75199,2069.75199,-1427.37197218,0,0,0,0,0,0,0,-1.81898940355e-12,0
2025-04-26,11440.1400564,11440.1400564,0,0,0,11440.1400564,0,10691.583364,9544.41011457,50.9697705682,25183.7466928,15920.7815973,13928.2890183,27297.4026757,11440.1400564,28144.6866578,27297.4026757,2061.51867087,2061.51867087,2061.51867087,-2945.40262388,0,0,0,0,0,0,0,0,0
2025-04-27,32927.7423727,32927.7423727,0,0,0,32927.7423727,0,9544.41011457,9264.30896397,124.432229381,1496.19317259,19360.2862272,15933.9228796,53620.4599329,32927.7423727,52940.939224,53620.4599329,2053.28535173,2053.28535173,2053.28535173,2026.82895505,0,0,0,0,0,0,0,1.45519152284e-11,0
2025-04-28,34103.8679611,34103.8679611,0,0,23352.5959842,57456.4639453,4103.80342525,9264.30896397,8769.36929805,165.883579896,0,14155.6586367,11911.5291951,54928.176913,34103.8679611,54920.4994904,54928.176913,2047.9940724,2047.9940724,2047.9940724,9370.89364485,0,0,0,27,0,0,0,0,0
2025-04-29,33990.8496446,33990.8496446,0,0,0,33990.8496446,0,8769.36929805,9836.47780088,152.299918675,3568.29524551,18202.5644881,13783.6795828,55572.6937862,33990.8496446,55594.9464307,55572.6937862,2077.98530914,2077.98530914,2077.98530914,-2691.18843243,0,0,0,0,0,0,0,-7.27595761418e-12,0
2025-04-30,33029.2399857,33029.2399857,0,0,0,33029.2399857,0,9836.47780088,10650.7137876,884.510136142,759.848236039,17446.987328,13399.2473476,53948.9527859,33029.2399857,53947.1518543,53948.9527859,2069.75199,2069.75199,2069.75199,-564.769211067,0,0,0,0,0,0,0,-7.27595761418e-12,0
2025-05-01,33447.0872124,33447.0872124,0,0,5262.04693383,38709.1341462,910.369688686,10650.7137876,7927.10609395,0,1111.55716111,18067.320024,17085.7761438,52194.1101527,33447.0872124,52178.3048928,52194.1101527,2061.51867087,2061.51867087,2061.51867087,4108.93677292,0,0,0,11,0,0,0,1.45519152284e-11,-1.81898940355e-12
2025-05-02,12778.4940983,12778.4940983,0,0,3419.35060186,16197.8447002,729.687855323,7927.10609395,7376.78411909,0,13401.9925191,16505.6075028,13864.8318546,29603.4003953,12778.4940983,30271.1188801,29603.4003953,2094.45194741,2094.45194741,2094.45194741,12633.5161891,0,0,0,11,0,0,0,1.81898940355e-12,0
2025-05-03,13203.8055928,13203.8055928,0,0,0,13203.8055928,0,7376.78411909,7701.04528515,2.90817663801,18811.247864,17286.9286011,13710.5771174,31257.6791743,13203.8055928,31268.6459084,31257.6791743,2111.77279151,2111.77279151,2111.77279151,2759.96321561,0,0,0,0,0,0,0,1.81898940355e-12,0
2025-05-04,39285.8643599,39285.8643599,0,0,0,39285.8643599,0,7701.04528515,8617.48349762,2579.95950478,3553.33968333,16833.7845538,12810.5710973,61891.1799779,39285.8643599,62058.1349976,61891.1799779,2215.49072907,2215.49072907,2215.49072907,-4431.69887641,0,0,0,0,0,0,0,1.45519152284e-11,0
2025-05-05,38425.1589877,38425.1589877,0,0,0,38425.1589877,0,8617.48349762,9364.24708977,1397.01246161,0,20270.4066525,15746.9421556,60996.4837585,38425.1589877,60183.5043353,60996.4837585,2182.36148689,2182.36148689,2182.36148689,-381.093267698,0,0,0,0,0,0,0,2.18278728426e-11,0
2025-05-06,38112.038078,38112.038078,0,0,0,38112.038078,0,9364.24708977,9312.3007798,1120.11568333,1825.70841276,18764.9037364,15246.3237055,59334.4864937,38112.038078,59318.9343768,59334.4864937,2149.23224471,2149.23224471,2149.23224471,-1707.12731274,0,0,0,0,0,0,0,7.27595761418e-12,0
2025-05-07,37919.0584429,37919.0584429,0,0,113.624470096,38032.682913,26.9823187424,9312.3007798,8411.14617069,676.599149026,1137.06082265,17889.8480915,15301.8161023,59442.5555921,37919.0584429,59466.1708635,59442.5555921,2116.10300253,2116.10300253,2116.10300253,475.005306646,0,0,0,3,0,0,0,0,-1.76214598469e-12
2025-05-08,40544.074025,40544.074025,0,0,0,40544.074025,0,8411.14617069,10754.7808184,757.83877115,0,18944.9819421,13236.1641902,62293.1689231,40544.074025,62294.5521733,62293.1689231,2111.77279151,2111.77279151,2111.77279151,-627.019073671,0,0,0,0,0,0,0,7.27595761418e-12,0
2025-05-09,14500.1797766,14500.1797766,0,0,0,14500.1797766,0,10754.7808184,10422.911651,740.501525886,19452.2302419,15933.3527991,13204.6980179,31420.772399,14500.1797766,32077.1021988,31420.772399,2107.44258048,2107.44258048,2107.44258048,-3775.96309837,0,0,0,0,0,0,0,0,0
2025-05-10,14596.3063452,14596.3063452,0,0,0,14596.3063452,0,10422.911651,10036.7215359,855.137355152,15994.4746592,15859.0001185,13193.3611996,31636.2962166,14596.3063452,31625.9937417,31636.2962166,2103.11236946,2103.11236946,2103.11236946,1287.13864949,0,0,0,0,0,0,0,-1.81898940355e-12,0
2025-05-11,38318.3693492,38318.3693492,0,0,396.627480592,38714.9968298,59.5162666667,10036.7215359,9482.03571198,686.476013228,645.337219421,16841.5166706,14140.8457447,59457.0469752,38318.3693492,59623.0629222,59457.0469752,2098.78215843,2098.78215843,2098.78215843,-652.55948837,0,0,0,3,0,0,0,-1.45519152284e-11,1.93267624127e-12
2025-05-12,38825.3731227,38825.3731227,0,0,0,38825.3731227,0,9482.03571198,10273.5407546,2431.44798921,2760.71796667,15978.7377492,12230.4230385,60871.6758999,38825.3731227,60056.7222631,60871.6758999,2094.45194741,2094.45194741,2094.45194741,-4242.24069498,0,0,0,0,0,0,0,0,0
2025-05-13,36513.7859254,36513.7859254,0,0,0,36513.7859254,0,10273.5407546,9815.37693965,804.814602639,0,17144.0133053,14298.9982107,56779.0424639,36513.7859254,57583.062286,56779.0424639,2086.21862827,2086.21862827,2086.21862827,-649.333274247,0,0,0,0,0,0,0,-1.45519152284e-11,0
2025-05-14,36434.6041843,36434.6041843,0,0,0,36434.6041843,0,9815.37693965,9468.20752242,963.0575584,293.19359733,17500.168064,14487.5886073,57282.9793957,36434.6041843,57287.7130774,57282.9793957,2077.98530914,2077.98530914,2077.98530914,-690.578837438,0,0,0,0,0,0,0,7.27595761418e-12,0
2025-05-15,38100.3519702,38100.3519702,0,0,0,38100.3519702,0,9468.20752242,10149.1912905,581.429692493,868.576855588,19870.4398892,15482.170919,58603.3338016,38100.3519702,58613.4313287,58603.3338016,2069.75199,2069.75199,2069.75199,-1708.66851377,0,0,0,0,0,0,0,7.27595761418e-12,0
2025-05-16,14167.1463322,14167.1463322,0,0,0,14167.1463322,0,10149.1912905,10078.2396113,1021.99996858,24331.3087136,16840.178256,13704.4008987,31204.5925729,14167.1463322,31038.2693917,31204.5925729,2061.51867087,2061.51867087,2061.51867087,-6325.06818175,0,0,0,0,0,0,0,-1.81898940355e-12,0
2025-05-17,14453.9664855,14453.9664855,0,0,0,14453.9664855,0,10078.2396113,10086.3446578,170.751953614,17147.2672494,16690.3127292,13511.8587688,30945.2722468,14453.9664855,30925.6144232,30945.2722468,2053.28535173,2053.28535173,2053.28535173,2790.10869526,0,0,0,0,0,0,0,1.81898940355e-12,0
2025-05-18,36246.6731755,36246.6731755,0,0,34.428465,36281.1016405,5.23666666667,10086.3446578,9219.59591606,97.2441247597,0,17028.6766778,14573.3019766,56223.5502593,36246.6731755,56405.3979982,56223.5502593,2086.21862827,2086.21862827,2086.21862827,510.279655746,0,0,0,1,0,0,0,2.18278728426e-11,-2.8492763704e-12
2025-05-19,36402.3181478,36402.3181478,0,0,83.2466991667,36485.564847,12.2331666667,9219.59591606,10073.5929928,706.23722911,4560.82184242,16598.9762576,12676.5733996,56692.4453128,36402.3181478,56705.2966885,56692.4453128,2077.98530914,2077.98530914,2077.98530914,-5339.04019742,0,0,0,1,0,0,0,0,-7.73070496507e-12
2025-05-20,34878.8418239,34878.8418239,0,0,6575.82130545,41454.6631293,1328.14253606,10073.5929928,7997.45444946,121.843323417,0,15101.613566,14100.8316774,54321.8774926,34878.8418239,54287.4907423,54321.8774926,2069.75199,2069.75199,2069.75199,3577.28845524,0,0,0,18,0,0,0,7.27595761418e-12,2.72848410532e-12
2025-05-21,37316.2718298,37316.2718298,0,0,0,37316.2718298,0,7997.45444946,9523.97964833,190.015830388,1851.41745769,18323.8087493,13468.412408,58259.4449128,37316.2718298,57426.8894715,58259.4449128,2098.78215843,2098.78215843,2098.78215843,-804.000132031,0,0,0,0,0,0,0,7.27595761418e-12,0
2025-05-22,35344.255976,35344.255976,0,0,16.86434,35361.120316,2.57,9523.97964833,9929.78626589,169.193326235,268.616001277,17127.3400431,13507.9194791,54871.2907082,35344.255976,55718.6186912,54871.2907082,2094.45194741,2094.45194741,2094.45194741,-502.670934015,0,0,0,1,0,0,0,0,-2.45137243837e-13
2025-05-23,13376.4583339,13376.4583339,0,0,0,13376.4583339,0,9929.78626589,10212.6981785,436.624626712,19436.0574103,18244.7451123,14523.6228197,30014.753213,13376.4583339,29856.3447948,30014.753213,2086.21862827,2086.21862827,2086.21862827,616.332514518,0,0,0,0,0,0,0,0,0
2025-05-24,13797.6568863,13797.6568863,0,0,0,13797.6568863,0,10212.6981785,10300.9050383,817.648500984,22211.618585,17582.0658039,14162.0871273,30203.7471459,13797.6568863,30198.706809,30203.7471459,2077.98530914,2077.98530914,2077.98530914,-3056.78287407,0,0,0,0,0,0,0,1.81898940355e-12,0
2025-05-25,34873.4396656,34873.4396656,0,0,0,34873.4396656,0,10300.9050383,9507.67421839,679.381443295,1990.24178412,17407.1530368,14813.7016977,53808.0847498,34873.4396656,53974.8279802,53808.0847498,2069.75199,2069.75199,2069.75199,-1621.72436185,0,0,0,0,0,0,0,7.27595761418e-12,0
2025-05-26,34359.0791408,34359.0791408,0,0,15777.6279651,50136.707106,2596.99083698,9507.67421839,8013.26300391,151.294772764,0,14224.4969538,12866.8126256,53491.821214,34359.0791408,53498.783637,53491.821214,2061.51867087,2061.51867087,2061.51867087,6296.54208248,0,0,0,23,0,0,0,-7.27595761418e-12,0
2025-05-27,35919.387832,35919.387832,0,0,0,35919.387832,0,8013.26300391,9894.3813605,565.030908572,1302.30051122,18295.5496251,13126.3886754,56426.8596695,35919.387832,56411.1359674,56426.8596695,2094.45194741,2094.45194741,2094.45194741,-1824.52953052,0,0,0,0,0,0,0,0,0
2025-05-28,34852.0989613,34852.0989613,0,0,1446.51280842,36298.6117697,288.454461413,9894.3813605,8103.52953218,178.808150232,0,17252.0167625,15585.9002231,53830.2943282,34852.0989613,53825.2146535,53830.2943282,2086.21862827,2086.21862827,2086.21862827,2039.78511013,0,0,0,7,0,0,0,1.45519152284e-11,-2.04636307899e-12
2025-05-29,35304.974195,35304.974195,0,0,12270.081092,47575.055287,2046.00120621,8103.52953218,8034.63933968,146.149994468,0,16009.0065883,13029.2965098,55189.9823668,35304.974195,55192.7272941,55189.9823668,2077.98530914,2077.98530914,2077.98530914,3929.53629542,0,0,0,27,0,0,0,-7.27595761418e-12,-3.63797880709e-12
2025-05-30,14191.4700261,14191.4700261,0,0,0,14191.4700261,0,8034.63933968,9763.38954354,333.521339614,19752.0050251,17955.9913313,12988.4777949,31649.2731678,14191.4700261,31484.324946,31649.2731678,2103.11236946,2103.11236946,2103.11236946,-588.496564944,0,0,0,0,0,0,0,1.81898940355e-12,0
2025-05-31,13227.0034545,13227.0034545,0,0,0,13227.0034545,0,9763.38954354,10200.0129785,508.624382671,17367.406249,18428.8792116,14534.4310699,30159.6603234,13227.0034545,30178.4556182,30159.6603234,2098.78215843,2098.78215843,2098.78215843,1667.47670094,0,0,0,0,0,0,0,3.63797880709e-12,0
2025-06-01,38571.8962495,38571.8962495,0,0,84720.7650373,123292.661287,14440.0983069,10200.0129785,6707.58403998,0,0,8090.30525149,9696.33329839,55178.6999462,38571.8962495,55337.595844,55178.6999462,2094.45194741,2094.45194741,2094.45194741,18855.7065365,0,0,0,67,0,0,0,-1.45519152284e-11,0
2025-06-02,45010.5858389,45010.5858389,0,0,34371.3868642,79381.9727031,6339.5460485,6707.58403998,6960.65530651,444.755535324,0,19535.7385645,15596.1840974,66685.571404,45010.5858389,66678.1315892,66685.571404,2111.77279151,2111.77279151,2111.77279151,8745.87306442,0,0,0,48,0,0,0,-1.45519152284e-11,0
2025-06-03,51888.9548913,51888.9548913,0,0,740.624690976,52629.5795822,105.379764828,6960.65530651,8729.25361808,963.801929655,940.197222825,20918.5206276,15352.263228,75557.2436206,51888.9548913,75624.5446299,75557.2436206,2215.49072907,2215.49072907,2215.49072907,-626.862777914,0,0,0,4,0,0,0,-1.45519152284e-11,-4.77484718431e-12
2025-06-04,52356.5091358,52356.5091358,0,0,1004.36602739,53360.8751632,144.634291299,8729.25361808,8629.9492309,1989.90375353,91.3226666667,17985.8347027,14657.9000576,74909.7875906,52356.5091358,74894.2914731,74909.7875906,2182.36148689,2182.36148689,2182.36148689,-391.335209394,0,0,0,4,0,0,0,7.27595761418e-12,-6.36646291241e-12
2025-06-05,53567.9405185,53567.9405185,0,0,1578.15971252,55146.100231,229.063577702,8629.9492309,8381.08092059,1414.10582646,433.560116667,18994.3410929,15609.3977645,76152.8637105,53567.9405185,76170.3898721,76152.8637105,2149.23224471,2149.23224471,2149.23224471,52.2755557904,0,0,0,7,0,0,0,-7.27595761418e-12,5.00222085975e-12
2025-06-06,19162.2278255,19162.2278255,0,0,6460.4605599,25622.6883854,1160.72575572,8381.08092059,7388.75917157,151.12996591,4916.62140241,17019.3445376,14678.7586496,37102.6069006,19162.2278255,36906.8913559,37102.6069006,2116.10300253,2116.10300253,2116.10300253,6083.05150343,0,0,0,16,0,0,0,0,1.81898940355e-12
2025-06-07,20196.8702198,20196.8702198,0,0,0,20196.8702198,0,7388.75917157,8275.52351241,30.3264850242,4023.59571566,17349.4821294,13254.9926181,39274.9248787,20196.8702198,39302.7339992,39274.9248787,2248.61997124,2248.61997124,2248.61997124,2603.0206478,0,0,0,0,0,0,0,0,0
2025-06-08,63137.5227271,63137.5227271,0,0,0,63137.5227271,0,8275.52351241,10800,16957.7285706,2269.4248358,13479.5874842,8646.43702335,89245.2271338,63137.5227271,89498.1032708,89245.2271338,2474.51207405,2474.51207405,2474.51207405,-18434.6384315,0,0,0,0,0,0,0,7.27595761418e-12,0
2025-06-09,56956.7200457,56956.7200457,0,0,125.935115273,57082.655161,17.816384703,10800,10376.0883136,4852.73640933,863.758966667,16703.8759537,13911.6600402,79423.6076381,56956.7200457,79376.6910484,79423.6076381,2410.25778717,2410.25778717,2410.25778717,-4947.29300717,0,0,0,1,0,0,0,7.27595761418e-12,8.24229573482e-12
2025-06-10,55214.2549691,55214.2549691,0,0,0,55214.2549691,0,10376.0883136,10250.9820838,2335.65482014,291.209683333,18398.8146741,15015.6354928,77628.4879181,55214.2549691,77643.1948646,77628.4879181,2346.0035003,2346.0035003,2346.0035003,-2510.7367512,0,0,0,0,0,0,0,-7.27595761418e-12,0
2025-06-11,55048.0341255,55048.0341255,0,0,5420.0022716,60468.0363971,1046.40642899,10250.9820838,7866.99314348,1455.11197399,0,18824.6725843,17393.5748396,77924.2496064,55048.0341255,77895.4724963,77924.2496064,2281.74921342,2281.74921342,2281.74921342,1737.08437484,0,0,0,19,0,0,0,-2.18278728426e-11,9.09494701773e-13
2025-06-12,57611.5143272,57611.5143272,0,0,5.88457574765,57617.398903,0.817642871703,7866.99314348,9707.11191131,3693.83433763,358.228666667,19769.8735854,14357.4907131,81916.019667,57611.5143272,81932.6253978,81916.019667,2248.61997124,2248.61997124,2248.61997124,-3438.54938895,0,0,0,1,0,0,0,0,-1.07647224468e-12
2025-06-13,20026.5569984,20026.5569984,0,0,0,20026.5569984,0,9707.11191131,9469.9460745,466.493215515,6232.58898871,16831.7726534,13847.1851023,38028.9834552,20026.5569984,37820.5406509,38028.9834552,2215.49072907,2215.49072907,2215.49072907,-1151.77721206,0,0,0,0,0,0,0,0,0
2025-06-14,20447.3850325,20447.3850325,0,0,0,20447.3850325,0,9469.9460745,9173.9127908,97.1760460439,8494.4524314,16575.6665367,13692.71985,37667.9179141,20447.3850325,37676.9092154,37667.9179141,2182.36148689,2182.36148689,2182.36148689,-2660.61015187,0,0,0,0,0,0,0,3.63797880709e-12,0
2025-06-15,55725.6691414,55725.6691414,0,0,0,55725.6691414,0,9173.9127908,10800,3368.65292827,0,19726.8864678,14515.2995507,79207.2141788,55725.6691414,79451.6687578,79207.2141788,2149.23224471,2149.23224471,2149.23224471,-4091.51324279,0,0,0,0,0,0,0,-1.45519152284e-11,0
2025-06-16,55435.8479651,55435.8479651,0,0,42.9785276396,55478.8264927,6.37238159087,10800,9995.32694387,2343.34598433,0,19045.8366944,16151.333473,77925.5296408,55435.8479651,77897.3839476,77925.5296408,2116.10300253,2116.10300253,2116.10300253,-1567.20841567,0,0,0,1,0,0,0,-1.45519152284e-11,-9.73443547991e-13
2025-06-17,53341.6199769,53341.6199769,0,0,5065.95881496,58407.5787919,938.238296045,9995.32694387,7803.20598676,276.619940173,0,19296.7507277,17603.2769509,75668.8666377,53341.6199769,75660.043759,75668.8666377,2111.77279151,2111.77279151,2111.77279151,2733.1402994,0,0,0,21,0,0,0,7.27595761418e-12,3.63797880709e-12
2025-06-18,56534.3653843,56534.3653843,0,0,294.233334293,56828.5987186,43.6882377656,7803.20598676,9927.86064207,3689.38278448,55.2236666667,19510.6363751,13891.4262741,80248.5192144,56534.3653843,80229.0004966,80248.5192144,2215.49072907,2215.49072907,2215.49072907,-3183.80866144,0,0,0,2,0,0,0,-1.45519152284e-11,8.07176547823e-12
