date,slot,x0_kwh,x1_kwh,x2_kwh,x3_kwh
2025-04-22,2,559.703585,559.703585,559.703585,559.703585
2025-04-22,3,552.050666,552.050666,552.050666,552.050666
2025-04-22,4,557.981538,557.981538,557.981538,557.981538
2025-04-22,5,568.009231,568.009231,568.009231,568.009231
2025-04-22,6,569.338052,569.338052,569.338052,569.338052
2025-04-22,7,582.482863,582.482863,582.482863,582.482863
2025-04-22,8,599.678776,599.678776,599.678776,599.678776
2025-04-22,9,591.961579,591.961579,591.961579,591.961579
2025-04-22,10,594.521916,594.521916,594.521916,594.521916
2025-04-22,11,600.364753,600.364753,600.364753,600.364753
2025-04-22,12,573.081787,573.081787,573.081787,573.081787
2025-04-22,13,569.159230,569.159230,569.159230,569.159230
2025-04-22,14,598.297323,598.297323,598.297323,598.297323
2025-04-22,15,593.683405,593.683405,593.683405,593.683405
2025-04-22,16,584.870495,584.870495,584.870495,584.870495
2025-04-22,17,591.941211,591.941211,591.941211,591.941211
2025-04-22,18,601.209981,601.209981,601.209981,601.209981
2025-04-22,19,603.265811,603.265811,603.265811,603.265811
2025-04-22,20,593.553840,593.553840,593.553840,593.553840
2025-04-22,21,582.473744,582.473744,582.473744,582.473744
2025-04-22,22,586.883086,586.883086,586.883086,586.883086
2025-04-22,23,600.511559,600.511559,600.511559,600.511559
2025-04-22,24,601.570286,601.570286,601.570286,601.570286
2025-04-22,25,590.565630,590.565630,590.565630,590.565630
2025-04-22,26,586.331482,586.331482,586.331482,586.331482
2025-04-22,27,609.855363,609.855363,609.855363,609.855363
2025-04-22,28,607.614426,607.614426,607.614426,607.614426
2025-04-22,29,586.398738,586.398738,586.398738,586.398738
2025-04-22,30,592.497788,592.497788,592.497788,592.497788
2025-04-22,31,607.770982,607.770982,607.770982,607.770982
2025-04-22,32,0.000000,0.000000,0.000000,0.000000
2025-04-22,33,608.292443,608.292443,608.292443,608.292443
2025-04-22,34,0.000000,0.000000,0.000000,0.000000
2025-04-22,35,0.000000,0.000000,0.000000,0.000000
2025-04-22,36,0.000000,0.000000,0.000000,0.000000
2025-04-22,37,0.000000,0.000000,0.000000,0.000000
2025-04-22,38,0.000000,0.000000,0.000000,0.000000
2025-04-22,39,0.000000,0.000000,0.000000,0.000000
2025-04-22,40,0.000000,0.000000,0.000000,0.000000
2025-04-22,41,0.000000,0.000000,0.000000,0.000000
2025-04-22,42,0.000000,0.000000,0.000000,0.000000
2025-04-22,43,0.000000,176.392171,176.392171,176.392171
2025-04-22,44,0.000000,206.973161,206.973161,206.973161
2025-04-22,45,0.000000,143.318489,143.318489,143.318489
2025-04-22,46,0.000000,0.000000,0.000000,0.000000
2025-04-22,47,0.000000,0.000000,0.000000,0.000000
2025-04-22,48,0.000000,0.000000,0.000000,0.000000
2025-04-22,49,0.000000,0.000000,0.000000,0.000000
2025-04-22,50,0.000000,0.000000,0.000000,0.000000
2025-04-22,51,0.000000,0.000000,0.000000,0.000000
2025-04-22,52,0.000000,0.000000,0.000000,0.000000
2025-04-22,53,0.000000,0.000000,0.000000,0.000000
2025-04-22,54,0.000000,0.000000,0.000000,0.000000
2025-04-22,55,0.000000,0.000000,0.000000,0.000000
2025-04-22,56,0.000000,0.000000,0.000000,0.000000
2025-04-22,57,0.000000,0.000000,0.000000,0.000000
2025-04-22,58,0.000000,0.000000,0.000000,0.000000
2025-04-22,59,0.000000,0.000000,0.000000,0.000000
2025-04-22,60,0.000000,0.000000,0.000000,0.000000
2025-04-22,61,0.000000,0.000000,0.000000,0.000000
2025-04-22,62,0.000000,0.000000,0.000000,0.000000
2025-04-22,63,0.000000,0.000000,0.000000,0.000000
2025-04-22,64,0.000000,0.000000,0.000000,0.000000
2025-04-22,65,0.000000,0.000000,0.000000,0.000000
2025-04-22,66,0.000000,0.000000,0.000000,0.000000
2025-04-22,67,0.000000,0.000000,0.000000,0.000000
2025-04-22,68,0.000000,0.000000,0.000000,0.000000
2025-04-22,69,0.000000,0.000000,0.000000,0.000000
2025-04-22,70,0.000000,551.628884,551.628884,551.628884
2025-04-22,71,0.000000,507.078365,507.078365,507.078365
2025-04-22,72,0.000000,337.612193,337.612193,337.612193
2025-04-22,73,0.000000,0.000000,0.000000,0.000000
2025-04-22,74,0.000000,0.000000,0.000000,0.000000
2025-04-22,75,0.000000,477.059634,477.059634,477.059634
2025-04-22,76,0.000000,0.000000,0.000000,0.000000
2025-04-22,77,0.000000,0.000000,0.000000,0.000000
2025-04-22,78,0.000000,0.000000,0.000000,0.000000
2025-04-22,79,0.000000,0.000000,0.000000,0.000000
2025-04-22,80,0.000000,0.000000,0.000000,0.000000
2025-04-22,81,0.000000,0.000000,0.000000,0.000000
2025-04-22,82,0.000000,0.000000,0.000000,0.000000
2025-04-22,83,0.000000,0.000000,0.000000,0.000000
2025-04-22,84,0.000000,0.000000,0.000000,0.000000
2025-04-22,85,0.000000,0.000000,0.000000,0.000000
2025-04-22,86,0.000000,0.000000,0.000000,0.000000
2025-04-22,87,0.000000,0.000000,0.000000,0.000000
2025-04-22,88,0.000000,0.000000,0.000000,0.000000
2025-04-22,89,0.000000,8.364004,8.364004,8.364004
2025-04-22,90,51.488673,75.733730,75.733730,75.733730
2025-04-22,91,95.365137,118.330528,118.330528,118.330528
2025-04-22,92,127.042951,148.555623,148.555623,148.555623
2025-04-22,93,187.030992,205.947480,117.533550,117.533550
2025-04-22,94,244.253695,260.514950,260.514950,260.514950
2025-04-22,95,274.836435,289.498838,289.498838,289.498838
2025-04-22,96,357.397958,377.120553,377.120553,377.120553
2025-04-22,97,401.613966,420.799435,420.799435,420.799435
2025-04-22,98,432.316255,451.009819,451.009819,451.009819
2025-04-22,99,485.329733,503.437986,503.437986,503.437986
2025-04-22,100,536.634405,554.321911,554.321911,554.321911
2025-04-22,101,587.485811,604.720315,604.720315,604.720315
2025-04-22,102,660.885464,672.188496,672.188496,672.188496
2025-04-22,103,704.846433,716.095226,716.095226,716.095226
2025-04-22,104,763.096111,774.395406,774.395406,774.395406
2025-04-22,105,831.364986,842.803676,842.803676,842.803676
2025-04-22,106,754.645989,765.280608,765.280608,765.280608
2025-04-22,107,595.154705,604.468560,604.468560,604.468560
2025-04-22,108,625.569373,630.010407,578.569867,578.569867
2025-04-22,109,0.000000,0.000000,0.000000,0.000000
2025-04-22,110,0.000000,0.000000,0.000000,0.000000
2025-04-22,111,0.000000,0.000000,0.000000,0.000000
2025-04-22,112,720.005515,724.647949,724.647949,724.647949
2025-04-22,113,729.900977,734.607211,734.607211,734.607211
2025-04-22,114,307.428710,631.851289,631.851289,631.851289
2025-04-22,115,0.000000,0.000000,0.000000,0.000000
2025-04-22,116,0.000000,0.000000,0.000000,0.000000
2025-04-22,117,0.000000,0.000000,0.000000,0.000000
2025-04-22,118,0.000000,0.000000,0.000000,0.000000
2025-04-22,119,0.000000,0.000000,0.000000,0.000000
2025-04-22,120,711.817309,716.406622,716.406622,716.406622
2025-04-22,121,711.422538,716.009305,716.009305,716.009305
2025-04-22,122,0.000000,0.000000,0.000000,0.000000
2025-04-22,123,0.000000,0.000000,0.000000,0.000000
2025-04-22,124,732.100978,736.821066,736.821066,736.821066
2025-04-22,125,734.692097,739.428890,739.428890,739.428890
2025-04-22,126,749.331599,754.162778,754.162778,754.162778
2025-04-22,127,738.326893,743.087121,743.087121,743.087121
2025-04-22,128,718.012574,722.641830,722.641830,722.641830
2025-04-22,129,745.012007,749.815336,749.815336,749.815336
2025-04-22,130,684.162707,688.573722,688.573722,688.573722
2025-04-22,131,1377.477594,1377.477594,1377.477594,1378.770412
2025-04-22,132,1371.304577,1371.304577,1371.304577,1372.582730
2025-04-22,133,1388.780725,1388.780725,1388.780725,1390.100398
2025-04-22,134,1373.005789,1373.005789,1373.005789,1374.287983
2025-04-22,135,1375.453154,1375.453154,1375.453154,1376.741162
2025-04-22,136,906.000689,616.935958,616.935958,897.098862
2025-04-22,137,578.624330,578.624330,578.624330,579.999069
2025-04-22,138,1398.830758,1398.830758,1398.830758,1400.174309
2025-04-22,139,1389.582074,1389.582074,1389.582074,1390.903651
2025-04-22,140,1390.525863,1390.525863,1390.525863,1391.849682
2025-04-22,141,1392.348607,1392.348607,1392.348607,1393.676757
2025-04-22,142,1392.960306,1392.960306,1392.960306,1394.289909
2025-04-22,143,1397.706257,1397.706257,1397.706257,1399.047136
2025-04-23,0,572.152601,572.152601,572.152601,572.152601
2025-04-23,1,573.486146,573.486146,573.486146,573.486146
2025-04-23,2,570.182893,570.182893,570.182893,570.182893
2025-04-23,3,572.123658,572.123658,572.123658,572.123658
2025-04-23,4,580.448958,580.448958,580.448958,580.448958
2025-04-23,5,583.082125,583.082125,583.082125,583.082125
2025-04-23,6,574.438885,574.438885,574.438885,574.438885
2025-04-23,7,580.834918,580.834918,580.834918,580.834918
2025-04-23,8,599.923560,599.923560,599.923560,599.923560
2025-04-23,9,599.057546,599.057546,599.057546,599.057546
2025-04-23,10,601.333971,601.333971,601.333971,601.333971
2025-04-23,11,604.600708,604.600708,604.600708,604.600708
2025-04-23,12,578.077077,578.077077,578.077077,578.077077
2025-04-23,13,571.968432,571.968432,571.968432,571.968432
2025-04-23,14,592.874036,592.874036,592.874036,592.874036
2025-04-23,15,601.587948,601.587948,601.587948,601.587948
2025-04-23,16,600.673989,600.673989,600.673989,600.673989
2025-04-23,17,600.368374,600.368374,600.368374,600.368374
2025-04-23,18,601.757234,601.757234,601.757234,601.757234
2025-04-23,19,597.975347,597.975347,597.975347,597.975347
2025-04-23,20,594.332278,594.332278,594.332278,594.332278
2025-04-23,21,593.146675,593.146675,593.146675,593.146675
2025-04-23,22,614.120461,614.120461,614.120461,614.120461
2025-04-23,23,637.809939,637.809939,637.809939,637.809939
2025-04-23,24,619.843691,619.843691,619.843691,619.843691
2025-04-23,25,550.380678,550.380678,550.380678,550.380678
2025-04-23,26,0.000000,0.000000,0.000000,0.000000
2025-04-23,27,612.440860,612.440860,612.440860,612.440860
2025-04-23,28,611.464206,611.464206,611.464206,611.464206
2025-04-23,29,608.471651,608.471651,608.471651,608.471651
2025-04-23,30,591.535136,591.535136,591.535136,591.535136
2025-04-23,31,596.861692,596.861692,596.861692,596.861692
2025-04-23,32,601.760733,601.760733,601.760733,601.760733
2025-04-23,33,548.348333,548.348333,548.348333,548.348333
2025-04-23,34,0.000000,0.000000,0.000000,0.000000
2025-04-23,35,0.000000,0.000000,0.000000,0.000000
2025-04-23,36,0.000000,0.000000,0.000000,0.000000
2025-04-23,37,0.000000,0.000000,0.000000,0.000000
2025-04-23,38,0.000000,0.000000,0.000000,0.000000
2025-04-23,39,0.000000,0.000000,0.000000,0.000000
2025-04-23,40,0.000000,0.000000,0.000000,0.000000
2025-04-23,41,0.000000,0.000000,0.000000,0.000000
2025-04-23,42,0.000000,0.000000,0.000000,0.000000
2025-04-23,43,0.000000,251.467152,251.467152,251.467152
2025-04-23,44,0.000000,195.747165,195.747165,195.747165
2025-04-23,45,0.000000,270.574695,270.574695,270.574695
2025-04-23,46,0.000000,0.000000,0.000000,0.000000
2025-04-23,47,0.000000,0.000000,0.000000,0.000000
2025-04-23,48,0.000000,0.000000,0.000000,0.000000
2025-04-23,49,0.000000,0.000000,0.000000,0.000000
2025-04-23,50,0.000000,0.000000,0.000000,0.000000
2025-04-23,51,0.000000,0.000000,0.000000,0.000000
2025-04-23,52,0.000000,0.000000,0.000000,0.000000
2025-04-23,53,0.000000,0.000000,0.000000,0.000000
2025-04-23,54,0.000000,0.000000,0.000000,0.000000
2025-04-23,55,0.000000,0.000000,0.000000,0.000000
2025-04-23,56,0.000000,0.000000,0.000000,0.000000
2025-04-23,57,0.000000,0.000000,0.000000,0.000000
2025-04-23,58,0.000000,0.000000,0.000000,0.000000
2025-04-23,59,0.000000,0.000000,0.000000,0.000000
2025-04-23,60,0.000000,0.000000,0.000000,0.000000
2025-04-23,61,0.000000,0.000000,0.000000,0.000000
2025-04-23,62,0.000000,0.000000,0.000000,0.000000
2025-04-23,63,0.000000,0.000000,0.000000,0.000000
2025-04-23,64,0.000000,0.000000,0.000000,0.000000
2025-04-23,65,0.000000,0.000000,0.000000,0.000000
2025-04-23,66,0.000000,0.000000,0.000000,0.000000
2025-04-23,67,0.000000,0.000000,0.000000,0.000000
2025-04-23,68,0.000000,0.000000,0.000000,0.000000
2025-04-23,69,0.000000,0.000000,0.000000,0.000000
2025-04-23,70,0.000000,0.000000,0.000000,0.000000
2025-04-23,71,0.000000,300.114175,300.114175,300.114175
2025-04-23,72,0.000000,463.977196,463.977196,463.977196
2025-04-23,73,0.000000,479.722472,479.722472,479.722472
2025-04-23,74,0.000000,0.000000,0.000000,0.000000
2025-04-23,75,0.000000,450.833636,450.833636,450.833636
2025-04-23,76,0.000000,0.000000,0.000000,0.000000
2025-04-23,77,0.000000,0.000000,0.000000,0.000000
2025-04-23,78,0.000000,0.000000,0.000000,0.000000
2025-04-23,79,0.000000,0.000000,0.000000,0.000000
2025-04-23,80,0.000000,0.000000,0.000000,0.000000
2025-04-23,81,0.000000,0.000000,0.000000,0.000000
2025-04-23,82,0.000000,0.000000,0.000000,0.000000
2025-04-23,83,0.000000,0.000000,0.000000,0.000000
2025-04-23,84,0.000000,0.000000,0.000000,0.000000
2025-04-23,85,0.000000,0.000000,0.000000,0.000000
2025-04-23,86,0.000000,0.000000,0.000000,0.000000
2025-04-23,87,0.000000,0.000000,0.000000,0.000000
2025-04-23,88,0.000000,0.000000,0.000000,0.000000
2025-04-23,89,0.000000,0.000000,0.000000,0.000000
2025-04-23,90,69.632334,82.235277,82.235277,82.235277
2025-04-23,91,111.107149,121.926150,121.926150,121.926150
2025-04-23,92,148.965461,158.213616,73.663967,73.663967
2025-04-23,93,200.533877,207.914902,207.914902,207.914902
2025-04-23,94,241.952001,247.449521,247.449521,247.449521
2025-04-23,95,264.228883,268.142953,268.142953,268.142953
2025-04-23,96,349.248070,367.622191,367.622191,367.622191
2025-04-23,97,408.774608,426.682923,426.682923,426.682923
2025-04-23,98,445.646274,463.101736,463.101736,463.101736
2025-04-23,99,456.475627,473.286525,473.286525,473.286525
2025-04-23,100,481.572323,497.821553,497.821553,497.821553
2025-04-23,101,566.344031,582.413799,582.413799,582.413799
2025-04-23,102,648.030590,656.478889,656.478889,656.478889
2025-04-23,103,696.394395,704.815559,704.815559,704.815559
2025-04-23,104,753.473359,761.959213,761.959213,761.959213
2025-04-23,105,812.461639,821.033661,821.033661,821.033661
2025-04-23,106,730.138160,737.850263,737.850263,737.850263
2025-04-23,107,587.011066,593.463535,593.463535,593.463535
2025-04-23,108,212.632183,494.636364,494.636364,494.636364
2025-04-23,109,702.301633,707.224391,707.224391,707.224391
2025-04-23,110,0.000000,0.000000,0.000000,0.000000
2025-04-23,111,726.000444,730.880205,730.880205,730.880205
2025-04-23,112,0.000000,0.000000,0.000000,0.000000
2025-04-23,113,0.000000,0.000000,0.000000,0.000000
2025-04-23,114,0.000000,0.000000,0.000000,0.000000
2025-04-23,115,722.985547,727.844778,727.844778,727.844778
2025-04-23,116,0.000000,0.000000,0.000000,0.000000
2025-04-23,117,0.000000,0.000000,0.000000,0.000000
2025-04-23,118,0.000000,0.000000,0.000000,0.000000
2025-04-23,119,0.000000,0.000000,0.000000,0.000000
2025-04-23,120,719.039422,723.872120,681.865503,681.865503
2025-04-23,121,721.261663,726.109298,726.109298,726.109298
2025-04-23,122,0.000000,0.000000,0.000000,0.000000
2025-04-23,123,0.000000,0.000000,0.000000,0.000000
2025-04-23,124,726.885774,731.771208,731.771208,731.771208
2025-04-23,125,733.756507,738.688120,738.688120,738.688120
2025-04-23,126,736.927731,741.880658,741.880658,741.880658
2025-04-23,127,728.802469,733.700786,733.700786,733.700786
2025-04-23,128,727.331709,732.220140,732.220140,732.220140
2025-04-23,129,746.813087,751.832453,751.832453,751.832453
2025-04-23,130,685.535390,690.142906,690.142906,690.142906
2025-04-23,131,1391.924823,1391.924823,1391.924823,1391.924823
2025-04-23,132,1381.007240,1381.007240,1381.007240,1382.592967
2025-04-23,133,1396.281205,1396.281205,1396.281205,1396.281205
2025-04-23,134,1393.814564,1393.814564,1393.814564,1394.503668
2025-04-23,135,1399.643943,1399.643943,1399.643943,1399.643943
2025-04-23,136,1397.972270,1397.972270,1397.972270,1397.972270
2025-04-23,137,1386.959809,1386.959809,1386.959809,1388.562771
2025-04-23,138,1386.581383,1386.581383,1386.581383,1388.183250
2025-04-23,139,858.884524,626.898146,626.898146,626.898146
2025-04-23,140,572.865826,572.865826,572.865826,574.524493
2025-04-23,141,1415.429519,1415.429519,1415.429519,1415.429519
2025-04-23,142,1414.159366,1414.159366,1414.159366,1415.841081
2025-04-23,143,1403.502429,1403.502429,1403.502429,1403.502429
2025-04-24,0,558.932301,558.932301,558.932301,558.932301
2025-04-24,1,566.123414,566.123414,566.123414,566.123414
2025-04-24,2,577.801374,577.801374,577.801374,577.801374
2025-04-24,3,580.815293,580.815293,580.815293,580.815293
2025-04-24,4,590.097341,590.097341,590.097341,590.097341
2025-04-24,5,594.439751,594.439751,594.439751,594.439751
2025-04-24,6,580.483686,580.483686,580.483686,580.483686
2025-04-24,7,575.029514,575.029514,575.029514,575.029514
2025-04-24,8,591.561009,591.561009,591.561009,591.561009
2025-04-24,9,601.014516,601.014516,601.014516,601.014516
2025-04-24,10,599.422678,599.422678,599.422678,599.422678
2025-04-24,11,590.337808,590.337808,590.337808,590.337808
2025-04-24,12,589.601190,589.601190,589.601190,589.601190
2025-04-24,13,592.816961,592.816961,592.816961,592.816961
2025-04-24,14,589.774537,589.774537,589.774537,589.774537
2025-04-24,15,583.744853,583.744853,583.744853,583.744853
2025-04-24,16,590.610500,590.610500,590.610500,590.610500
2025-04-24,17,605.414735,605.414735,605.414735,605.414735
2025-04-24,18,600.331804,600.331804,600.331804,600.331804
2025-04-24,19,597.806776,597.806776,597.806776,597.806776
2025-04-24,20,607.869194,607.869194,607.869194,607.869194
2025-04-24,21,613.497162,613.497162,613.497162,613.497162
2025-04-24,22,613.029786,613.029786,613.029786,613.029786
2025-04-24,23,607.676139,607.676139,607.676139,607.676139
2025-04-24,24,592.297370,592.297370,592.297370,592.297370
2025-04-24,25,591.936355,591.936355,591.936355,591.936355
2025-04-24,26,604.219366,604.219366,604.219366,604.219366
2025-04-24,27,606.822736,606.822736,606.822736,606.822736
2025-04-24,28,615.365167,615.365167,615.365167,615.365167
2025-04-24,29,623.417846,623.417846,623.417846,623.417846
2025-04-24,30,610.369883,610.369883,610.369883,610.369883
2025-04-24,31,145.499838,145.499838,145.499838,145.499838
2025-04-24,32,605.733527,605.733527,605.733527,605.733527
2025-04-24,33,552.067347,552.067347,552.067347,552.067347
2025-04-24,34,0.000000,0.000000,0.000000,0.000000
2025-04-24,35,0.000000,0.000000,0.000000,0.000000
2025-04-24,36,0.000000,0.000000,0.000000,0.000000
2025-04-24,37,0.000000,0.000000,0.000000,0.000000
2025-04-24,38,0.000000,0.000000,0.000000,0.000000
2025-04-24,39,0.000000,0.000000,0.000000,0.000000
2025-04-24,40,0.000000,0.000000,0.000000,0.000000
2025-04-24,41,0.000000,0.000000,0.000000,0.000000
2025-04-24,42,0.000000,0.000000,0.000000,0.000000
2025-04-24,43,0.000000,0.000000,0.000000,0.000000
2025-04-24,44,0.000000,0.000000,0.000000,0.000000
2025-04-24,45,0.000000,0.000000,0.000000,0.000000
2025-04-24,46,0.000000,0.000000,0.000000,0.000000
2025-04-24,47,0.000000,0.000000,0.000000,0.000000
2025-04-24,48,0.000000,0.000000,0.000000,0.000000
2025-04-24,49,0.000000,0.000000,0.000000,0.000000
2025-04-24,50,0.000000,0.000000,0.000000,0.000000
2025-04-24,51,0.000000,0.000000,0.000000,0.000000
2025-04-24,52,0.000000,0.000000,0.000000,0.000000
2025-04-24,53,0.000000,0.000000,0.000000,0.000000
2025-04-24,54,0.000000,0.000000,0.000000,0.000000
2025-04-24,55,0.000000,0.000000,0.000000,0.000000
2025-04-24,56,0.000000,0.000000,0.000000,0.000000
2025-04-24,57,0.000000,0.000000,0.000000,0.000000
2025-04-24,58,0.000000,0.000000,0.000000,0.000000
2025-04-24,59,0.000000,0.000000,0.000000,0.000000
2025-04-24,60,0.000000,0.000000,0.000000,0.000000
2025-04-24,61,0.000000,0.000000,0.000000,0.000000
2025-04-24,62,0.000000,0.000000,0.000000,0.000000
2025-04-24,63,0.000000,0.000000,0.000000,0.000000
2025-04-24,64,0.000000,0.000000,0.000000,0.000000
2025-04-24,65,0.000000,0.000000,0.000000,0.000000
2025-04-24,66,0.000000,0.000000,0.000000,0.000000
2025-04-24,67,0.000000,0.000000,0.000000,0.000000
2025-04-24,68,0.000000,0.000000,0.000000,0.000000
2025-04-24,69,0.000000,0.000000,0.000000,0.000000
2025-04-24,70,0.000000,0.000000,0.000000,0.000000
2025-04-24,71,0.000000,0.000000,0.000000,0.000000
2025-04-24,72,210.217878,-0.000000,0.000000,0.000000
2025-04-24,73,0.000000,0.000000,0.000000,0.000000
2025-04-24,74,0.000000,0.000000,0.000000,0.000000
2025-04-24,75,0.000000,0.000000,0.000000,0.000000
2025-04-24,76,0.000000,0.000000,0.000000,0.000000
2025-04-24,77,0.000000,0.000000,0.000000,0.000000
2025-04-24,78,0.000000,0.000000,0.000000,0.000000
2025-04-24,79,0.000000,0.000000,0.000000,0.000000
2025-04-24,80,0.000000,0.000000,0.000000,0.000000
2025-04-24,81,0.000000,0.000000,0.000000,0.000000
2025-04-24,82,0.000000,0.000000,0.000000,0.000000
2025-04-24,83,0.000000,0.000000,0.000000,0.000000
2025-04-24,84,0.000000,0.000000,0.000000,0.000000
2025-04-24,85,0.000000,0.000000,0.000000,0.000000
2025-04-24,86,0.000000,0.000000,0.000000,0.000000
2025-04-24,87,0.000000,0.000000,0.000000,0.000000
2025-04-24,88,0.000000,0.000000,0.000000,0.000000
2025-04-24,89,0.000000,0.000000,0.000000,0.000000
2025-04-24,90,71.986775,77.465057,77.465057,77.465057
2025-04-24,91,101.960158,103.751278,103.751278,103.751278
2025-04-24,92,117.636656,117.636656,117.636656,117.636656
2025-04-24,93,171.878316,171.878316,171.878316,171.878316
2025-04-24,94,221.958248,221.958248,221.958248,221.958248
2025-04-24,95,255.010488,255.010488,255.010488,255.010488
2025-04-24,96,355.824672,355.824672,355.824672,355.824672
2025-04-24,97,405.705749,405.705749,405.705749,405.705749
2025-04-24,98,433.292971,433.292971,433.292971,433.292971
2025-04-24,99,473.805317,473.805317,473.805317,473.805317
2025-04-24,100,525.822484,525.822484,525.822484,525.822484
2025-04-24,101,572.940763,572.940763,572.940763,572.940763
2025-04-24,102,640.812321,640.812321,640.812321,640.812321
2025-04-24,103,686.271119,686.271119,686.271119,686.271119
2025-04-24,104,740.093076,740.093076,740.093076,740.093076
2025-04-24,105,800.807871,800.807871,800.807871,800.807871
2025-04-24,106,723.861113,723.861113,723.861113,723.861113
2025-04-24,107,598.524987,598.524987,598.524987,598.524987
2025-04-24,108,651.087246,651.087246,651.087246,651.087246
2025-04-24,109,700.969711,700.969711,700.969711,700.969711
2025-04-24,110,0.000000,0.000000,0.000000,0.000000
2025-04-24,111,394.824591,553.289478,553.289478,553.289478
2025-04-24,112,721.654802,721.654802,721.654802,721.654802
2025-04-24,113,0.000000,0.000000,0.000000,0.000000
2025-04-24,114,0.000000,0.000000,0.000000,0.000000
2025-04-24,115,0.000000,0.000000,0.000000,0.000000
2025-04-24,116,0.000000,0.000000,0.000000,0.000000
2025-04-24,117,0.000000,0.000000,0.000000,0.000000
2025-04-24,118,0.000000,0.000000,0.000000,0.000000
2025-04-24,119,0.000000,0.000000,0.000000,0.000000
2025-04-24,120,0.000000,0.000000,0.000000,0.000000
2025-04-24,121,721.885010,721.885010,721.885010,721.885010
2025-04-24,122,723.844977,723.844977,723.844977,723.844977
2025-04-24,123,0.000000,0.000000,0.000000,0.000000
2025-04-24,124,733.861630,732.916618,732.916618,732.916618
2025-04-24,125,724.463941,723.531031,723.531031,723.531031
2025-04-24,126,725.842923,724.908237,724.908237,724.908237
2025-04-24,127,732.824243,731.880567,731.880567,731.880567
2025-04-24,128,742.612137,741.655857,741.655857,741.655857
2025-04-24,129,768.551554,767.561871,767.561871,767.561871
2025-04-24,130,682.618454,681.739430,681.739430,681.739430
2025-04-24,131,1376.655525,1375.955876,1376.557982,1376.557982
2025-04-24,132,1368.582507,1367.893253,1368.486413,1368.486413
2025-04-24,133,547.396257,546.691362,547.297983,547.297983
2025-04-24,134,1357.754086,1357.078777,1357.659936,1357.659936
2025-04-24,135,1370.916603,1370.224344,1370.820090,1370.820090
2025-04-24,136,1383.918773,1383.209771,1383.819926,1383.819926
2025-04-24,137,1387.394214,1386.680736,1387.294743,1387.294743
2025-04-24,138,787.735322,575.857015,752.400257,819.168380
2025-04-24,139,1394.040666,1393.318629,1393.940001,1393.940001
2025-04-24,140,1397.087208,1396.361249,1396.985997,1396.985997
2025-04-24,141,1402.871158,1402.137750,1402.768909,1402.768909
2025-04-24,142,1324.109776,1323.477791,1324.021666,1324.021666
2025-04-24,143,1248.397513,1247.863025,1248.322996,1248.322996
2025-04-25,0,403.662327,403.662327,403.662327,403.662327
2025-04-25,1,0.000000,0.000000,0.000000,0.000000
2025-04-25,2,413.204453,413.204453,413.204453,413.204453
2025-04-25,3,406.022541,406.022541,406.022541,406.022541
2025-04-25,4,407.723319,407.723319,407.723319,407.723319
2025-04-25,5,0.000000,0.000000,0.000000,0.000000
2025-04-25,6,429.072267,429.072267,429.072267,429.072267
2025-04-25,7,433.917978,433.917978,433.917978,433.917978
2025-04-25,8,425.572661,425.572661,425.572661,425.572661
2025-04-25,9,0.000000,0.000000,0.000000,0.000000
2025-04-25,10,0.000000,0.000000,0.000000,0.000000
2025-04-25,11,0.000000,0.000000,0.000000,0.000000
2025-04-25,12,428.623876,428.623876,428.623876,428.623876
2025-04-25,13,427.604160,427.604160,427.604160,427.604160
2025-04-25,14,437.093319,437.093319,437.093319,437.093319
2025-04-25,15,441.729276,441.729276,441.729276,441.729276
2025-04-25,16,440.502063,440.502063,440.502063,440.502063
2025-04-25,17,437.839034,437.839034,437.839034,437.839034
2025-04-25,18,434.729097,434.729097,434.729097,434.729097
2025-04-25,19,444.481212,444.481212,444.481212,444.481212
2025-04-25,20,0.000000,0.000000,0.000000,0.000000
2025-04-25,21,451.143794,451.143794,451.143794,451.143794
2025-04-25,22,452.590338,452.590338,452.590338,452.590338
2025-04-25,23,0.000000,0.000000,0.000000,0.000000
2025-04-25,24,0.000000,0.000000,0.000000,0.000000
2025-04-25,25,247.279261,247.279261,247.279261,247.279261
2025-04-25,26,0.000000,0.000000,0.000000,0.000000
2025-04-25,27,0.000000,0.000000,0.000000,0.000000
2025-04-25,28,0.000000,0.000000,0.000000,0.000000
2025-04-25,29,447.501441,447.501441,447.501441,447.501441
2025-04-25,30,448.403151,448.403151,448.403151,448.403151
2025-04-25,31,0.000000,0.000000,0.000000,0.000000
2025-04-25,32,0.000000,0.000000,0.000000,0.000000
2025-04-25,33,416.546746,416.546746,416.546746,416.546746
2025-04-25,34,0.000000,0.000000,0.000000,0.000000
2025-04-25,35,0.000000,0.000000,0.000000,0.000000
2025-04-25,36,0.000000,0.000000,0.000000,0.000000
2025-04-25,37,0.000000,0.000000,0.000000,0.000000
2025-04-25,38,0.000000,0.000000,0.000000,0.000000
2025-04-25,39,0.000000,0.000000,0.000000,0.000000
2025-04-25,40,0.000000,0.000000,0.000000,0.000000
2025-04-25,41,0.000000,0.000000,0.000000,0.000000
2025-04-25,42,0.000000,7.120924,7.120924,7.120924
2025-04-25,43,0.000000,0.000000,0.000000,0.000000
2025-04-25,44,0.000000,0.000000,0.000000,0.000000
2025-04-25,45,0.000000,0.000000,0.000000,0.000000
2025-04-25,46,0.000000,0.000000,0.000000,0.000000
